dataset,method,calibration,first_frame_identifiable,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion
era5,TMTM,first_frame_2d_affine,True,0.23704870647111365,0.20561356233224273,0.20777631435203067,0.162708026861672,0.41193397273674537,0.6128830235584137,0.0718776227924017,0.055298214660808316,0.15477029803292985,1.5264394013358717,439,1,439,0.12
era5,ST-MTM,first_frame_2d_affine,True,0.5011065274306264,0.4315379411645461,0.20847316617777903,0.5316974505984128,0.4197706339186812,1.1707153341789414,0.05611147317555694,0.038207698531876964,0.14401955763996485,1.4260170605513345,439,2,439,0.12
era5,X-only RA-MTM,first_frame_2d_affine,True,0.19090967661091732,0.17962492394754706,0.042486772025876515,0.24696953792440565,0.12228327998190788,0.36332610639232177,0.03441355528913276,0.024344758654924324,0.06215312563767219,0.9832138900581926,439,0,439,0.12
