dataset,method,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion,SNS_x,TW_x,TW_valid_frames_x,TD_x,distance_nrmse_x,growth_step_log_mae_x,SNS_y,TW_y,TW_valid_frames_y,TD_y,distance_nrmse_y,growth_step_log_mae_y,runtime_seconds,raster_x,raster_y,tau_x,tau_y
era5,TMTM,0.22762042767245327,0.1920367138539347,0.25677402229502133,0.04744493810866345,0.606598641977384,0.17453371508607612,0.06672770554465753,0.05137506796764271,0.14942973507077809,1.5540861677757691,439,1,439,0.12,0.14896951250005702,0.8039121372454706,9,3537.8000000000025,0.5258624839984994,1.8978582470737009e-06,,,,,,,0.7163525830255821,2401,,,
era5,ST-MTM,0.6008732803985534,0.46613460093432874,0.6481730841058749,0.04744493810866345,1.698796425695993,0.17453371508607612,0.06535339514220896,0.043912089856739715,0.14687972240807837,1.5587055340044385,439,2,439,0.12,0.07846088609567804,0.8759419592752926,9,3781.155547815089,0.2999813006928136,0.42272857361207183,,,,,,,0.8287975830025971,65536,,,
era5,X-only RA-MTM,0.06812658749261562,0.0538828022086612,0.044969489847659756,0.04744493810866345,0.12447097588343778,0.17453371508607612,0.03481770357843934,0.024573052838985667,0.06338557242588999,0.9875261785840546,439,0,439,0.12,0.21743946025992453,0.7132836299502966,9,2713.2858349441394,0.526819449696718,4.752510078718237e-17,,,,,,,1.6698435420403257,16384,,31.91220730978555,
era5,Dual-Reference RA-MTM,0.048036012275336756,0.038280355055752516,0.044969489847659756,0.018462364698112625,0.12447097588343778,0.057320482840136674,0.03194182713692035,0.023179601447932015,0.04456759504741373,0.7390830227048943,439,0,439,0.12,0.21743946025992453,0.7132836299502966,9,2713.2858349441394,0.526819449696718,4.752510078718237e-17,0.1290722821994349,0.8678250761584095,9,1626.445057073619,0.394023340295561,4.752510078718237e-17,3.348091082996689,16384,16384,31.91220730978555,18.953450194179517
