t,track,reference,motion,growth,trajectory,eligible,boundary,iou,q,x,width,area
25,8,0.07692307692307693,0.038461538461538464,1.6653345369377348e-16,0.07692307692307693,True,True,0.6666666666666666,16.153846153846153,1.1193095706103485e-16,1.6071428571428572,675.0
25,9,0.07451923076923073,0.18365384615384608,2.220446049250313e-16,0.06672759570539712,True,False,0.3333333333333333,59.230769230769226,74.87980769230768,1.6071428571428572,675.0
26,7,0.038461538461538464,0.031744848808664426,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
26,4,0.01760204081632652,0.06040718970930597,0.0,0.0019528811167682358,True,True,0.5,64.61538461538461,68.31181318681318,0.5357142857142858,225.0
26,11,0.01760204081632652,0.04981357927786507,1.6653345369377348e-16,0.1651981946624804,True,False,0.6666666666666666,80.76923076923077,84.46565934065934,1.6071428571428572,675.0
26,8,0.013364546425483953,0.09028762334856087,2.220446049250313e-16,0.013364546425483952,True,True,0.3333333333333333,0.0,2.8065547493516303,0.5357142857142858,225.0
26,9,0.020859497645211958,0.05365973312401877,1.6653345369377348e-16,0.01306786258137835,True,False,0.6666666666666666,56.53846153846153,60.918956043956044,1.0714285714285716,450.0
26,12,0.0028034864416926755,,,,False,False,,32.30769230769231,31.718960154936845,0.5357142857142858,225.0
27,7,0.038461538461538464,0.0,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
27,4,0.01760204081632652,0.0,0.0,0.0019528811167682358,True,True,1.0,64.61538461538461,68.31181318681318,0.5357142857142858,225.0
27,11,0.01760204081632652,0.0,0.0,0.1651981946624804,True,False,1.0,80.76923076923077,84.46565934065934,1.6071428571428572,675.0
27,8,0.01129925568477743,0.0020652907407065243,0.0,0.011299255684777427,True,True,1.0,0.0,2.37284369380326,0.5357142857142858,225.0
27,9,0.017229089088638648,0.038088586733850606,0.0,0.025020724152472255,True,False,0.5,64.61538461538461,60.9972759067705,0.5357142857142858,225.0
27,12,0.00495871683837609,0.002155230396683414,0.0,0.002155230396683414,True,False,1.0,32.30769230769231,31.266361771633328,0.5357142857142858,225.0
28,7,0.038461538461538464,5.453986845850386e-20,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,1.145337237628581e-17,1.0714285714285716,450.0
28,4,0.04086538461538464,0.058467425431711156,2.220446049250313e-16,0.060420306548479394,True,True,0.3333333333333333,75.38461538461539,66.80288461538461,1.6071428571428572,675.0
28,11,0.010416666666666666,0.007185374149659854,2.220446049250313e-16,0.15801282051282053,True,False,0.3333333333333333,80.76923076923077,82.95673076923077,0.5357142857142858,225.0
28,9,0.00912797878443722,0.008101110304201428,0.0,0.01691961384827083,True,False,1.0,64.61538461538461,62.6985090706528,0.5357142857142858,225.0
28,8,0.05112179487179487,0.03982253918701744,0.0,0.05112179487179487,True,True,0.2,19.384615384615383,30.120192307692307,2.678571428571429,1125.0
29,7,0.038461538461538464,5.453986845850386e-20,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
29,4,0.03605769230769232,0.07692307692307696,0.0,0.01650277037459756,True,True,1.0,75.38461538461539,82.95673076923077,1.6071428571428572,675.0
29,11,0.001462195550399296,0.011878862217065963,0.0,0.14613395829575457,True,False,1.0,80.76923076923077,80.46216970364692,0.5357142857142858,225.0
29,9,0.003272379234569336,0.005855599549867884,0.0,0.011064014298402943,True,False,1.0,64.61538461538461,63.92818497612505,0.5357142857142858,225.0
29,8,0.05409923097082826,0.002977436099033392,0.0,0.05409923097082826,True,True,1.0,19.384615384615383,30.74545388848932,2.678571428571429,1125.0
30,7,0.038461538461538464,3.269647089501491e-18,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,6.866258887953131e-16,1.0714285714285716,450.0
30,4,0.029647435897435938,0.006410256410256379,1.6653345369377348e-16,0.010092513964341182,True,True,0.75,76.73076923076923,82.95673076923077,2.1428571428571432,900.0
30,11,0.001982612297043607,0.0005204167466443112,0.0,0.14561354154911027,True,False,1.0,80.76923076923077,80.35288218685162,0.5357142857142858,225.0
30,9,0.004450319944672322,0.0011779407101029855,0.0,0.01224195500850593,True,False,1.0,64.61538461538461,63.680817427003426,0.5357142857142858,225.0
30,8,0.009471976132640609,0.044627254838187656,0.0,0.009471976132640607,True,False,0.2,16.153846153846153,18.14296114170068,0.5357142857142858,225.0
30,13,0.0056497510619802176,,,,False,False,,48.46153846153846,47.275090738522614,0.5357142857142858,225.0
31,7,0.038461538461538464,3.269647089501491e-18,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
31,4,0.010416666666666666,0.019230769230769273,0.0,0.00913825526642809,True,True,0.5,80.76923076923077,82.95673076923077,1.0714285714285716,450.0
31,14,0.010416666666666666,,,,False,False,,96.92307692307692,99.11057692307692,0.5357142857142858,225.0
31,11,0.010416666666666666,0.00843405436962306,0.0,0.13717948717948722,True,False,0.5,80.76923076923077,78.58173076923077,1.0714285714285716,450.0
31,8,0.006138115286094975,0.003333860846545633,0.0,0.0061381152860949745,True,False,1.0,16.153846153846153,17.442850363926098,0.5357142857142858,225.0
31,13,0.00927713423428341,0.0036273831723031926,0.0,0.0036273831723031926,True,False,1.0,48.46153846153846,46.513340272338944,0.5357142857142858,225.0
32,7,0.038461538461538464,0.0,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
32,4,0.01760204081632652,0.007185374149659854,0.0,0.0019528811167682358,True,True,0.5,80.76923076923077,84.46565934065934,0.5357142857142858,225.0
32,14,0.01760204081632652,0.007185374149659854,0.0,0.007185374149659854,True,False,0.5,96.92307692307692,100.61950549450549,1.0714285714285716,450.0
32,11,0.01760204081632652,0.007185374149659854,0.0,0.12999411302982736,True,False,1.0,80.76923076923077,77.0728021978022,1.0714285714285716,450.0
32,8,0.02163255747603174,0.027770672762126716,0.0,0.02163255747603174,True,True,0.5,8.076923076923077,3.5340860069564117,1.0714285714285716,450.0
32,13,0.045977652882612845,0.03670051864832943,0.0,0.04032790182063263,True,False,0.5,56.53846153846153,46.883154433112836,1.0714285714285716,450.0
33,7,0.038461538461538464,0.0,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
33,4,0.01760204081632652,0.0,0.0,0.0019528811167682358,True,True,1.0,80.76923076923077,84.46565934065934,0.5357142857142858,225.0
33,14,0.01760204081632652,0.0,1.6653345369377348e-16,0.007185374149659854,True,False,0.6666666666666666,96.92307692307692,100.61950549450549,1.6071428571428572,675.0
33,11,0.01760204081632652,0.0,0.0,0.12999411302982736,True,False,0.5,80.76923076923077,77.0728021978022,0.5357142857142858,225.0
33,8,0.020859497645211927,0.0007730598308198112,0.0,0.020859497645211927,True,True,1.0,8.076923076923077,3.696428571428572,1.0714285714285716,450.0
33,13,0.020859497645211958,0.0668371505278248,0.0,0.026509248707192172,True,False,1.0,56.53846153846153,60.918956043956044,1.0714285714285716,450.0
34,7,0.03846153846153844,1.460822935993758e-17,0.0,0.09197409733124016,True,True,1.0,8.076923076923077,3.0677281655868914e-15,1.0714285714285716,450.0
34,4,0.01760204081632652,0.0,0.0,0.0019528811167682358,True,True,1.0,80.76923076923077,84.46565934065934,0.5357142857142858,225.0
34,14,0.01760204081632652,0.0,0.0,0.007185374149659854,True,False,1.0,96.92307692307692,100.61950549450549,1.6071428571428572,675.0
34,11,0.011994731857142987,0.005607308959183535,0.0,0.1356014219890109,True,False,1.0,80.76923076923077,78.25033707923075,0.5357142857142858,225.0
34,8,0.011743156361438993,0.03260265400665092,0.0,0.01174315636143899,True,True,0.5,0.0,2.4660628359021883,0.5357142857142858,225.0
34,13,0.020859497645211958,0.0,0.0,0.026509248707192172,True,False,1.0,56.53846153846153,60.918956043956044,1.0714285714285716,450.0
34,15,0.004532076407637947,,,,False,False,,32.30769230769231,31.355956262088338,0.5357142857142858,225.0
35,7,0.038461538461538464,1.460822935993758e-17,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
35,14,0.032986656200941884,0.015384615384615365,0.0,0.022569989534275216,True,True,0.6,93.6923076923077,100.61950549450549,2.678571428571429,1125.0
35,11,0.005850224190970518,0.017844956048113505,0.0,0.15344637803712438,True,False,1.0,80.76923076923077,81.99777784933458,0.5357142857142858,225.0
35,8,0.01760204081632653,0.005858884454887539,0.0,0.01760204081632653,True,True,1.0,0.0,3.6964285714285716,0.5357142857142858,225.0
35,13,0.0046490843229862085,0.016210413322225746,0.0,0.010298835384966426,True,False,0.5,64.61538461538461,65.59169232321172,0.5357142857142858,225.0
35,15,0.013224756384229796,0.01775683279186774,0.0,0.01775683279186774,True,False,1.0,32.30769230769231,35.084891148380564,0.5357142857142858,225.0
36,7,0.038461538461538464,2.0410844769788707e-18,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,4.2862774016556286e-16,1.0714285714285716,450.0
36,14,0.010416666666666666,0.022569989534275216,0.0,0.0,True,False,0.4,96.92307692307692,99.11057692307692,1.0714285714285716,450.0
36,16,0.005859923260938093,,,,False,False,,96.92307692307692,98.15366080787392,0.5357142857142858,225.0
36,11,0.0023346328723223885,0.0035155913186481294,0.0,0.14993078671847626,True,False,1.0,80.76923076923077,81.25950367241848,0.5357142857142858,225.0
36,13,0.00040708993075355693,0.005056174253739765,0.0,0.005242661131226661,True,False,1.0,64.61538461538461,64.52989572992637,0.5357142857142858,225.0
36,15,0.0529907457618329,0.03976598937760311,0.0,0.05752282216947085,True,True,0.2,19.384615384615383,30.512671994600293,2.678571428571429,1125.0
37,7,0.038461538461538464,2.0410844769788707e-18,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
37,14,0.010416666666666666,0.0,0.0,0.0,True,False,1.0,96.92307692307692,99.11057692307692,1.0714285714285716,450.0
37,16,0.00625,0.0003900767390619075,0.0,0.0003900767390619075,True,False,1.0,96.92307692307692,98.23557692307692,0.5357142857142858,225.0
37,13,0.02804487179487181,0.028451961725625367,0.0,0.03369462285685203,True,False,0.5,72.6923076923077,78.58173076923077,1.0714285714285716,450.0
37,15,0.059780927442894184,0.006790181681061283,0.0,0.06431300385053214,True,True,1.0,19.384615384615383,31.938610147623162,2.678571428571429,1125.0
38,7,0.038461538461538464,0.0,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,0.0,1.0714285714285716,450.0
38,14,0.010416666666666666,0.0,1.6653345369377348e-16,0.0,True,True,0.6666666666666666,96.92307692307692,99.11057692307692,1.6071428571428572,675.0
38,16,0.00048002163158030055,0.0057699783684196995,0.0,0.005379901629357792,True,False,0.5,96.92307692307692,97.02388146570878,1.0714285714285716,450.0
38,13,0.009203267671066348,0.037248139465938156,0.0,0.0035535166090861297,True,False,0.5,80.76923076923077,78.83654455830684,0.5357142857142858,225.0
38,15,0.010416666666666666,0.04936426077622752,0.0,0.014948743074304613,True,False,0.2,16.153846153846153,18.341346153846153,0.5357142857142858,225.0
38,17,0.0013278526744630746,,,,False,False,,48.46153846153846,48.182689399901214,0.5357142857142858,225.0
39,7,0.03846153846153845,6.719493578744216e-18,0.0,0.09197409733124018,True,True,1.0,8.076923076923077,1.4110936515362855e-15,1.0714285714285716,450.0
39,14,0.010416666666666666,0.0,1.6653345369377348e-16,0.0,True,True,0.6666666666666666,96.92307692307692,99.11057692307692,1.0714285714285716,450.0
39,18,0.010416666666666666,,,,False,False,,113.07692307692307,115.26442307692307,0.5357142857142858,225.0
39,16,0.0037659087068668724,0.004245930338447172,0.0,0.009625831967804964,True,False,1.0,96.92307692307692,96.13223609463488,1.0714285714285716,450.0
39,13,0.010416666666666666,0.0012133989956003195,0.0,0.004766915604686449,True,False,1.0,80.76923076923077,78.58173076923077,0.5357142857142858,225.0
39,15,0.03358724916766937,0.023170582501002703,0.0,0.03811932557530732,True,True,0.5,8.076923076923077,15.130245402133644,1.0714285714285716,450.0
39,17,0.007910560046992051,0.0065827073725289766,0.0,0.0065827073725289766,True,False,1.0,48.46153846153846,46.80032085167013,0.5357142857142858,225.0
