scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,total_area_ratio_final,true_total_area_ratio_final,mean_displacement_final,true_mean_displacement_final
gaussian2d_translation,TMTM,defined,21,15.61161670201925,0.5987130195052127,0.5987130195052127,3.876969292341816e-17,0.7715904801608663,0.00916266546839566,,0,0.0,0.014204545454546746,,,0.10652974999999998,1.0241379310344827,1.0241379310344827,0.06628787878788008,12.040548268892133
gaussian2d_translation,ST-MTM,defined,21,7.975450858961994,0.6020274134446065,0.6020274134446065,0.022186353049695448,0.03635737208780322,0.001321491287841994,,0,0.0,0.0,,,0.025224040999999975,0.9999999999999994,1.0241379310344827,2.3684757858670005e-15,12.040548268892133
gaussian2d_translation,RA-MTM,defined,21,1.0,0.0,1.3021517421840657e-05,3.52451753849256e-17,0.19751903114922267,0.017109425802169925,,0,0.0,0.0003920868680751255,0.0,0.0,0.0426610409999999,1.0241379310344827,1.0241379310344827,12.040548268892133,12.040548268892133
gaussian2d_growth,TMTM,defined,21,14.635148151914503,0.1683940897867346,0.1683940897867348,5.991679815437352e-17,0.7335852611074437,0.008696271113698641,,0,0.0,0.014204545454546746,,,0.10732799999999987,1.7413793103448276,1.7413793103448276,0.8333333333333309,-0.09790363160663655
gaussian2d_growth,ST-MTM,defined,21,6.348953503346739,0.10247293628901843,0.10247293628901843,0.3815286698585796,0.036215324901220224,0.0013084532707629947,,0,0.0,0.0,,,0.02564312500000021,1.0000000000000002,1.7413793103448276,-1.1842378929335004e-14,-0.09790363160663655
gaussian2d_growth,RA-MTM,defined,21,1.0,0.0,7.29032795330061e-05,7.401486830834377e-17,0.2033444413484118,0.017969422668203266,,0,0.0,0.0015000756883125632,0.0,0.0,0.043432417,1.7413793103448276,1.7413793103448276,-0.09790363160663655,-0.09790363160663655
gaussian2d_translation_growth,TMTM,defined,21,16.59346260987031,0.5358645855187104,0.5358645855187104,8.106390338532889e-17,0.7308480328544892,0.00952078878564718,,0,0.0,0.014204545454546746,,,0.10729629200000002,1.806896551724138,1.806896551724138,1.1268939393939423,11.84418564976815
gaussian2d_translation_growth,ST-MTM,defined,21,8.396394876018086,0.5922092824884078,0.5922092824884078,0.3810275325959017,0.03619930586181604,0.0013077639308701945,,0,0.0,0.0,,,0.025531583000000246,0.9999999999999996,1.806896551724138,-4.144832625267251e-15,11.84418564976815
gaussian2d_translation_growth,RA-MTM,defined,21,0.9999999999999996,9.473903143468002e-16,6.778820543615894e-05,5.991679815437352e-17,0.20309292121146372,0.017931936698738327,,0,0.0,0.001351904931098602,0.0,0.0,0.043675791000000075,1.8068965517241378,1.806896551724138,11.84418564976815,11.84418564976815
