t,track,leaf,support_samples,centroid_x,centroid_y,peak_x,peak_y,centroid_anchor_x,centroid_anchor_y,peak_anchor_x,peak_anchor_y
36,13,88,1,64.61538461538461,96.92307692307692,64.61538461538461,96.92307692307692,64.34912405698333,97.34940132088275,64.56186509795081,97.0351324719851
36,15,100,5,19.384615384615383,109.84615384615384,32.30769230769231,113.07692307692307,21.77300824175823,111.86401098901098,30.87368712191959,115.0947802197802
37,7,0,2,8.076923076923077,0.0,0.0,0.0,5.68853021978023,0.2678571428571429,0.2678571428571429,0.26785714285714296
37,14,20,2,96.92307692307692,24.23076923076923,96.92307692307692,16.153846153846153,99.31146978021977,26.248626373626372,99.31146978021977,18.171703296703296
37,16,62,1,96.92307692307692,64.61538461538461,96.92307692307692,64.61538461538461,97.80525447491635,64.26470917136497,98.03468406593406,63.832394009667446
37,13,89,2,72.6923076923077,96.92307692307692,80.76923076923077,96.92307692307692,71.75944912462039,96.46334841794878,78.38083791208793,96.03313850888854
37,15,100,5,19.384615384615383,109.84615384615384,32.30769230769231,113.07692307692307,21.77300824175823,111.86401098901098,31.97153164093344,115.0947802197802
38,7,0,2,8.076923076923077,0.0,0.0,0.0,5.554601648351646,0.2678571428571429,0.2678571428571429,0.2678571428571429
38,14,20,3,96.92307692307692,16.153846153846153,96.92307692307692,16.153846153846153,99.44539835164835,18.2443640376708,99.44539835164835,17.89242631732964
38,16,62,2,96.92307692307692,72.6923076923077,96.92307692307692,64.61538461538461,97.47779181299005,70.73571736647885,97.12110311726242,65.03903290226643
38,13,89,1,80.76923076923077,96.92307692307692,80.76923076923077,96.92307692307692,79.37290115385454,94.71192872921905,78.86998655743459,94.60164835164835
38,15,99,1,16.153846153846153,113.07692307692307,16.153846153846153,113.07692307692307,18.676167582417584,115.39835164835164,18.618449067534524,115.39835164835164
38,17,101,1,48.46153846153846,113.07692307692307,48.46153846153846,113.07692307692307,48.663668956310765,114.2554945054945,48.250053081317255,114.2554945054945
39,7,0,2,8.076923076923077,0.0,0.0,0.0,5.621565934065938,0.2678571428571429,0.26785714285714285,0.2678571428571429
39,14,6,2,96.92307692307692,8.076923076923077,96.92307692307692,0.0,99.37843406593406,9.86081878469858,99.37843406593406,3.964285714285715
39,18,49,1,113.07692307692307,48.46153846153846,113.07692307692307,48.46153846153846,115.5322802197802,46.89104741535749,115.5322802197802,47.07700445189898
39,16,76,2,96.92307692307692,72.6923076923077,96.92307692307692,80.76923076923077,96.21452903498174,70.70432061314351,96.18035447844731,76.80494505494507
39,13,89,1,80.76923076923077,96.92307692307692,80.76923076923077,96.92307692307692,78.31387362637363,94.90814619876028,78.31387362637363,95.06899152474074
39,15,99,2,8.076923076923077,113.07692307692307,16.153846153846153,113.07692307692307,9.985580305839973,115.46531593406591,15.328919209233723,117.04120879120877
39,17,101,1,48.46153846153846,113.07692307692307,48.46153846153846,113.07692307692307,46.88479832036266,114.1885302197802,46.845909063878956,115.59367937185047
