mode,weight,temporal_lambda,scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
base,uniform,0.0,gaussian2d_hierarchy_change,ST-MTM,defined,21,52.98761610473781,3.9791560428105606,5.1671425311566095,0.4022825539811091,0.22359512208842222,0.04669869968578946,,0,0.0,19.82584846160178,,,0.32557025004643947,0.4415634675394818,0.701712704843816,0.4925010906087031,0.017589413191328822,0.03315963369008801,0.607938541744414,0.607938491807631,,0.44157236283622264,0.702025028156884,0.4923337412483971,0.01773466753073412,0.03318840701981394,0.6090135147443247,0.6089997870372446,
temporal,uniform,2.0,gaussian2d_hierarchy_change,ST-MTM,defined,21,9.188615430088975,0.8649887718914954,1.6656559558084307,0.40228255419246545,0.24859326911875199,0.05806423753049285,,0,0.0,19.82584846160178,,,0.4160518749849871,0.07657179525074145,0.15659337375416585,0.0874836518279135,0.017589413191328045,0.007208239765762461,0.607938541797407,0.6079384918076309,,0.07662036021757586,0.15607085152912953,0.08768025970274529,0.017422933516420804,0.007303849558314983,0.6082146614133904,0.6080172936370702,
temporal,inverse,0.5,gaussian2d_hierarchy_change,ST-MTM,defined,21,8.352439050961129,0.7877015526295233,1.4285146787186846,0.40228255568677984,0.28633820992981246,0.07838905540874921,,0,0.0,19.82584846160178,,,0.5876939579611644,0.0696036587580094,0.17170397331355483,0.06753805883297677,0.017589413191328937,0.006564179605246028,0.607938546722704,0.6079384918076309,,0.06959177232610189,0.1714701816396719,0.06758073397636029,0.017485962755926874,0.006543937102768877,0.606744511627564,0.6067043992262671,
base,uniform,0.0,gaussian2d_crowding,ST-MTM,defined,21,19.76425409057588,0.34743330324133054,0.34743330324133054,0.02429385735309728,0.00010785098340195594,1.1560793345992852e-08,,0,0.0,0.0,,,0.21497283305507153,0.16470211742146565,0.28215411824696074,0.030260861266045814,0.03026086126604581,0.002895277527011088,0.025927862721388972,0.02592786272138899,,0.16468251722793134,0.2818798813796527,0.03011648501457666,0.03011648501457666,0.0028974556256993775,0.02529534339963504,0.02519062010830548,
temporal,uniform,2.0,gaussian2d_crowding,ST-MTM,defined,21,19.78340808054453,0.3474333032413303,0.3474333032413303,0.02429385735309726,0.001353881184870937,4.118602917275183e-07,,0,0.0,0.0,,,0.3050480829551816,0.16486173400453774,0.28244586829970564,0.03026086126604576,0.03026086126604576,0.002895277527011086,0.02592786272138896,0.02592786272138898,,0.16486354124739927,0.2825263523962103,0.03036579035491335,0.03036579035491334,0.0029083936631195263,0.02565112949809701,0.02563244664276903,
temporal,inverse,0.5,gaussian2d_crowding,ST-MTM,defined,21,19.9297605616409,0.3474333032413303,0.3474333032413303,0.024293857353097203,0.007681060974438745,1.4459060516245456e-06,,0,0.0,0.0,,,0.23731858399696648,0.16608133801367417,0.28494205924740856,0.03026086126604579,0.0302608612660458,0.002895277527011086,0.025927862721388893,0.02592786272138891,,0.16616438274748113,0.2850222304995249,0.030260861266045807,0.03026086126604581,0.002895277527011088,0.025150470851842976,0.0251901850249217,
base,uniform,0.0,gaussian2d_advection_diffusion,ST-MTM,defined,21,13.396634986427326,0.38653954714892447,0.380359752839468,0.020645634106538902,0.3832415732827093,0.14687126478245807,,0,0.0,11.1724258347746,,,0.38264862506184727,0.11163862488689438,0.17527804158037483,0.03400034114571917,0.034000341145719176,0.003221162892907704,0.021966358158224907,0.02196635816844598,,0.1115950598583296,0.17530827427669704,0.033975619560370054,0.033975619560370054,0.003208802100233173,0.01911368365912913,0.019121783647277485,
temporal,uniform,2.0,gaussian2d_advection_diffusion,ST-MTM,defined,21,13.39938290172029,0.38653954714894556,0.38035975283948914,0.020645634106538902,0.38324198170381213,0.14687142173497145,,0,0.0,11.1724258347746,,,0.385773791000247,0.11166152418100242,0.1752862015810707,0.034000341145721494,0.0340003411457215,0.0032211628929078796,0.021966358158224904,0.02196635816844599,,0.11162790373787064,0.17533199595325136,0.03388906639714775,0.03388906639714775,0.0032087990319553264,0.0203843055892411,0.02024485348621133,
temporal,inverse,0.5,gaussian2d_advection_diffusion,ST-MTM,defined,21,13.5655589212705,0.3865395471489241,0.3803597528394671,0.02064563410653895,0.3850033753882918,0.14765374861809807,,0,0.0,11.1724258347746,,,0.3836976250167936,0.11304632434392083,0.17515621444925716,0.034000341145719114,0.034000341145719114,0.0032211628929077005,0.02196635815822496,0.02196635816844602,,0.11306958568460584,0.17510947629547263,0.03391480296923552,0.03391480296923552,0.003208943153410042,0.021361564205415975,0.02137679557462775,
