t,rmse_hPa,max_change_hPa,input_min_hPa,smoothed_min_hPa
0,1.1901956169720556,7.328999935941965,993.4937017213063,999.8782489152668
1,1.168715650947381,6.0329181825080695,995.2079082209439,998.8975265743071
2,1.4208666179629408,8.33378089908183,993.3904103969859,999.9011110938579
3,1.6977432148710987,9.2974260749113,985.0840062325959,990.5861077161342
4,1.7195499204898184,11.534800246858822,972.0336082829612,977.6069782236569
5,1.6334019252403464,9.588538560123084,979.3726921076754,987.4212056080765
6,1.9610865472093746,9.926862115807012,971.9580972777529,980.8110947617951
7,1.9430020459103088,10.282649985731723,976.9226417569885,984.7983249911547
8,1.5159035308844069,8.220087398013789,988.8147907704638,994.7719379195561
9,1.891805972220058,16.187590218430728,967.0160905340416,983.178911562323
10,1.6579044308446595,11.85188946050755,964.1347779607974,974.1902096814329
11,1.9049803402719496,11.861283400755383,970.4194447737641,978.883952249653
12,1.7242036641860734,11.457265562052498,971.4713664678322,978.1337881390798
13,2.1299877292552063,11.182566151276433,967.8042713172933,974.4569434508991
14,1.7069919546499146,12.58904967476542,953.4735590231189,964.4859719291491
15,1.5584481170889788,7.71376932683188,957.4927858442607,963.1700864283912
16,1.5408906224843464,8.141881320101902,973.8467413681191,976.927517897349
17,1.816356600457532,16.267334349737894,958.4463565729448,973.739398403307
18,1.4385009054240276,8.329981209420225,979.2369962404201,984.2019374197567
19,1.7795735154157302,11.713599748209049,966.0269851907323,977.6371818538049
20,1.9683620649641502,12.443934917173465,968.921610654011,980.4463676049037
21,1.5582642076808317,10.000359034384132,974.6109682065851,981.9433355383776
22,1.6353821451420658,7.305978592980296,966.8835627054112,973.4501909897353
23,1.5000839304792768,7.072248459852517,975.6310308408337,980.8782129229438
24,1.593667536015964,8.541334178720035,979.7291458896913,985.5461572800162
25,1.9350438636284144,9.794804437431026,973.9351091481641,981.4940087384581
26,2.0034559945934594,10.327438375029374,977.7027399448991,983.5881774961234
27,1.6524223272736103,8.149112223667316,985.4062659391436,992.6377823024385
28,1.659498282463781,16.889434469007597,979.5998603356469,993.4836952389151
29,1.8409409293317935,10.228392542840538,978.0227923591065,988.2442333221021
30,1.7392259496731806,8.978895858053534,978.5612199074509,984.3554291317497
31,1.6749645784842444,10.730389367943872,963.5912428424231,973.4804259183499
32,1.5784643577794013,7.514672144270321,970.2576840610262,977.5792372342254
33,1.414832239322614,7.406542474914431,984.8388552985953,987.5029099572557
34,1.7075537846262243,8.886029626310915,976.9939502980322,985.5013871250932
35,1.5445858850853178,7.975884473339875,981.291045813491,988.4085583111021
36,1.7739055912271178,8.278435034316544,971.0205445572243,979.2242515173888
37,1.8609770765133529,9.723682112495453,957.1231377173092,966.6204509118053
38,2.1616492117712034,17.724421385145092,945.1261146041047,961.8581633141841
39,1.949942862283906,11.868311076129316,948.6852224405749,957.7734264977516
40,1.5698721243116813,8.054397905122414,959.5650822831764,966.0421039875182
41,1.6083157734064761,12.743897787267542,971.1723607770832,982.6412625566214
42,1.3622096872345442,8.0934438900033,984.9272627792068,988.425450824167
43,1.5431337171281734,10.296794741865028,978.3874839229272,988.6842786647923
44,1.6505915680606194,12.886916688737642,955.6064981941694,966.8929614707226
45,1.4965216854948473,8.57221919294193,971.0577589295767,975.5116380400633
46,1.7472274945861292,12.06751050927926,969.5586310461239,980.2154137172563
47,2.0363511363233533,21.187857540129016,959.9352882013169,980.5547484064766
48,1.715586719232136,15.642479104373024,962.3844907544532,976.4464271309405
49,1.707105397527079,8.472383893830397,967.7055760006183,974.7978548298568
50,1.6428976901286805,10.482103377265958,964.4386879893569,974.571455495449
51,1.979920882816043,10.426536925414098,950.8013218036292,960.8550891082658
52,1.6910751548904073,14.359279769431964,943.7543402004441,957.0800327159666
53,1.4969646293416619,8.787681392580453,960.9874978252767,966.2330766813124
54,1.9583800341072852,14.00076360145215,951.4929736921329,964.7569596404636
55,1.9617738895478392,12.203868420097137,972.7239889016386,983.4518597934791
56,1.5522627483771523,9.664753314239306,983.7935737556386,991.072989918382
57,1.2606855325951303,6.379974054954346,994.0706909298175,996.5687903024811
58,1.5753940450902995,5.78327673448905,999.0008658290033,1002.7515627734781
