scene,mode,t,feature,q,x,width,true_measure
translation_growth,Full,8,1,45.800000000000004,45.79993013080712,6.06,101
translation_growth,Full,8,2,71.80000000000001,71.799930054415,6.779999999999999,113
translation_growth,Full,9,0,26.3,26.299930136814915,6.0,100
translation_growth,Full,9,1,46.800000000000004,46.79993012753688,6.18,103
translation_growth,Full,9,2,73.4,73.39993011662372,6.8999999999999995,115
translation_growth,Full,10,0,26.7,26.699930128395135,6.12,102
translation_growth,Full,10,1,47.699999999999996,47.69993012706969,6.359999999999999,106
translation_growth,Full,10,2,75.0,74.99993012551067,7.14,119
translation_growth,RelativeWidth,0,0,22.099999999999998,22.100002486210563,4.68,78
translation_growth,RelativeWidth,0,1,38.199999999999996,38.1999883734349,4.859999999999999,81
translation_growth,RelativeWidth,0,2,59.199999999999996,59.20000914035453,5.46,91
translation_growth,RelativeWidth,1,0,22.599999999999994,22.600000355172934,4.727626459143969,81
translation_growth,RelativeWidth,1,1,39.199999999999996,39.19999833906213,4.844357976653696,83
translation_growth,RelativeWidth,1,2,60.80000000000002,60.80000130576495,5.428015564202334,93
translation_growth,RelativeWidth,2,0,23.0,23.000000050738993,4.680451127819549,83
translation_growth,RelativeWidth,2,1,40.1,40.099999762723165,4.849624060150376,86
translation_growth,RelativeWidth,2,2,62.4,62.40000018653784,5.469924812030075,97
translation_growth,RelativeWidth,3,0,23.6,23.600000007248433,4.6875,85
translation_growth,RelativeWidth,3,1,41.1,41.09999996610331,4.852941176470588,88
translation_growth,RelativeWidth,3,2,64.0,64.00000002664827,5.459558823529411,99
translation_growth,RelativeWidth,4,0,24.0,24.000000001035488,4.660714285714286,87
translation_growth,RelativeWidth,4,1,42.0,41.999999995157616,4.875,91
translation_growth,RelativeWidth,4,2,65.5,65.50000000380689,5.4642857142857135,102
translation_growth,RelativeWidth,5,0,24.5,24.500000000147928,4.70383275261324,90
translation_growth,RelativeWidth,5,1,43.0,42.99999999930823,4.860627177700348,93
translation_growth,RelativeWidth,5,2,67.1,67.10000000054384,5.43554006968641,104
translation_growth,RelativeWidth,6,0,24.900000000000002,24.900000000021137,4.662162162162162,92
translation_growth,RelativeWidth,6,1,43.9,43.89999999990117,4.864864864864865,96
translation_growth,RelativeWidth,6,2,68.69999999999999,68.70000000007768,5.472972972972974,108
translation_growth,RelativeWidth,7,0,25.4,25.400000000003015,4.718543046357616,95
translation_growth,RelativeWidth,7,1,44.9,44.89999999998587,4.8675496688741715,98
translation_growth,RelativeWidth,7,2,70.2,70.2000000000111,5.413907284768213,109
translation_growth,RelativeWidth,8,0,25.8,25.800000000000427,4.678456591639871,97
translation_growth,RelativeWidth,8,1,45.800000000000004,45.79999999999798,4.871382636655948,101
translation_growth,RelativeWidth,8,2,71.80000000000001,71.8000000000016,5.45016077170418,113
translation_growth,RelativeWidth,9,0,26.3,26.300000000000054,4.716981132075472,100
translation_growth,RelativeWidth,9,1,46.800000000000004,46.79999999999971,4.8584905660377355,103
translation_growth,RelativeWidth,9,2,73.4,73.40000000000023,5.4245283018867925,115
translation_growth,RelativeWidth,10,0,26.7,26.70000000000001,4.678899082568807,102
translation_growth,RelativeWidth,10,1,47.699999999999996,47.69999999999995,4.862385321100917,106
translation_growth,RelativeWidth,10,2,75.0,75.00000000000003,5.458715596330275,119
translation_growth,OldTime,0,0,22.099999999999998,22.100002486210563,4.68,78
translation_growth,OldTime,0,1,38.199999999999996,38.1999883734349,4.859999999999999,81
translation_growth,OldTime,0,2,59.199999999999996,59.20000914035453,5.46,91
translation_growth,OldTime,1,0,22.599999999999994,21.719052217349876,4.859999999999999,81
translation_growth,OldTime,1,1,39.199999999999996,38.247652168873245,4.9799999999999995,83
translation_growth,OldTime,1,2,60.80000000000002,59.80000000000002,5.58,93
translation_growth,OldTime,2,0,23.0,22.0,4.9799999999999995,83
translation_growth,OldTime,2,1,40.1,39.1,5.16,86
translation_growth,OldTime,2,2,62.4,61.4,5.819999999999999,97
translation_growth,OldTime,3,0,23.6,22.6,5.1,85
translation_growth,OldTime,3,1,41.1,40.1,5.279999999999999,88
translation_growth,OldTime,3,2,64.0,63.0,5.9399999999999995,99
translation_growth,OldTime,4,0,24.0,23.0,5.22,87
translation_growth,OldTime,4,1,42.0,41.0,5.46,91
translation_growth,OldTime,4,2,65.5,64.5,6.12,102
translation_growth,OldTime,5,0,24.5,23.5,5.3999999999999995,90
translation_growth,OldTime,5,1,43.0,42.0,5.58,93
translation_growth,OldTime,5,2,67.1,66.1,6.24,104
translation_growth,OldTime,6,0,24.900000000000002,23.900000000000002,5.52,92
translation_growth,OldTime,6,1,43.9,42.9,5.76,96
translation_growth,OldTime,6,2,68.69999999999999,67.69999999999999,6.4799999999999995,108
translation_growth,OldTime,7,0,25.4,24.4,5.7,95
translation_growth,OldTime,7,1,44.9,43.9,5.88,98
translation_growth,OldTime,7,2,70.2,69.2,6.54,109
translation_growth,OldTime,8,0,25.8,24.8,5.819999999999999,97
translation_growth,OldTime,8,1,45.800000000000004,44.800000000000004,6.06,101
translation_growth,OldTime,8,2,71.80000000000001,70.80000000000001,6.779999999999999,113
translation_growth,OldTime,9,0,26.3,25.3,6.0,100
translation_growth,OldTime,9,1,46.800000000000004,45.800000000000004,6.18,103
translation_growth,OldTime,9,2,73.4,72.4,6.8999999999999995,115
translation_growth,OldTime,10,0,26.7,25.7,6.12,102
translation_growth,OldTime,10,1,47.699999999999996,46.699999999999996,6.359999999999999,106
translation_growth,OldTime,10,2,75.0,74.0,7.14,119
translation_growth,NoTime,0,0,22.099999999999998,22.100002486210563,4.68,78
translation_growth,NoTime,0,1,38.199999999999996,38.1999883734349,4.859999999999999,81
translation_growth,NoTime,0,2,59.199999999999996,59.20000914035453,5.46,91
translation_growth,NoTime,1,0,22.599999999999994,22.60000163391927,4.859999999999999,81
translation_growth,NoTime,1,1,39.199999999999996,39.19998889247347,4.9799999999999995,83
translation_growth,NoTime,1,2,60.80000000000002,60.80000947360726,5.58,93
translation_growth,NoTime,2,0,23.0,23.000002739129844,4.9799999999999995,83
translation_growth,NoTime,2,1,40.1,40.09998721468791,5.16,86
translation_growth,NoTime,2,2,62.4,62.40001004618225,5.819999999999999,97
translation_growth,NoTime,3,0,23.6,23.600002558140044,5.1,85
translation_growth,NoTime,3,1,41.1,41.099987321756885,5.279999999999999,88
translation_growth,NoTime,3,2,64.0,64.00001012010307,5.9399999999999995,99
translation_growth,NoTime,4,0,24.0,24.000000673639917,5.22,87
translation_growth,NoTime,4,1,42.0,41.99998916463882,5.46,91
translation_growth,NoTime,4,2,65.5,65.50001016172126,6.12,102
translation_growth,NoTime,5,0,24.5,24.500002182835,5.3999999999999995,90
translation_growth,NoTime,5,1,43.0,42.999987542884696,5.58,93
translation_growth,NoTime,5,2,67.1,67.1000102742803,6.24,104
translation_growth,NoTime,6,0,24.900000000000002,24.900000754855782,5.52,92
translation_growth,NoTime,6,1,43.9,43.899988168048424,5.76,96
translation_growth,NoTime,6,2,68.69999999999999,68.70001107709578,6.4799999999999995,108
translation_growth,NoTime,7,0,25.4,25.400001892897368,5.7,95
translation_growth,NoTime,7,1,44.9,44.89998771120725,5.88,98
translation_growth,NoTime,7,2,70.2,70.20001039589538,6.54,109
translation_growth,NoTime,8,0,25.8,25.8000007117477,5.819999999999999,97
translation_growth,NoTime,8,1,45.800000000000004,45.79998812594871,6.06,101
translation_growth,NoTime,8,2,71.80000000000001,71.8000111623036,6.779999999999999,113
translation_growth,NoTime,9,0,26.3,26.300002112276324,6.0,100
translation_growth,NoTime,9,1,46.800000000000004,46.79998657341379,6.18,103
translation_growth,NoTime,9,2,73.4,73.4000113143099,6.8999999999999995,115
translation_growth,NoTime,10,0,26.7,26.700000792478754,6.12,102
translation_growth,NoTime,10,1,47.699999999999996,47.69998712711769,6.359999999999999,106
translation_growth,NoTime,10,2,75.0,75.00001208040355,7.14,119
