scale,crowding,extra_budget,t,tau,budget,reference_max,projection_distortion,geometry_lower_bound,distance_nrmse,global_gap_bound
3.0,0.0,1.0,10,0.0,1.0,1.0,0.3937733980383338,0.3637805122517553,0.37082685613894756,8.290129471788532e-07
3.0,0.0,1.0,11,0.0,1.0,1.0,0.40105674490628246,0.3708468632379245,0.3779228685355702,8.05003878667776e-07
3.0,0.0,1.0,12,0.0,1.0,1.0,0.41085519964278183,0.3803974963551845,0.3875598945124391,6.800160008424427e-07
3.0,0.0,1.0,13,0.0,1.0,1.0,0.4201872964181402,0.38942877801273906,0.39667832864032443,6.474900828834507e-07
3.0,0.0,1.0,14,0.0,1.0,1.0,0.42906959654881527,0.39815418599495994,0.40544111483037676,6.366383331624093e-07
3.0,0.0,1.0,15,0.0,1.0,1.0,0.4382427618330167,0.4070472513521674,0.4143637314041836,5.577763886321918e-07
3.0,0.0,1.0,16,0.0,1.0,1.0,0.44880138292869753,0.4173383376356754,0.4248098449812892,5.275458079267992e-07
3.0,0.0,1.0,17,0.0,1.0,1.0,0.45675742907525424,0.4250419954768638,0.4325460163026719,5.133051672601141e-07
3.0,0.0,1.0,18,0.0,1.0,1.0,0.4662978937208963,0.43430193197312866,0.44182091146334407,4.536590267889551e-07
3.0,0.0,1.0,19,0.0,1.0,1.0,0.4761358367976109,0.4439819161379499,0.4515585142629144,0.0
3.0,0.0,1.0,20,0.0,1.0,1.0,0.4886846520621059,0.45621313322887386,0.46384171883280834,0.0
3.0,0.0,4.0,0,0.0,4.0,4.0,0.31917864586682304,0.21184578058804857,0.23549996498668332,2.1054702870060282e-06
3.0,0.0,4.0,1,0.0,4.0,4.0,0.3239066389881019,0.2157958984530414,0.23972014896050994,1.5951281397974526e-06
3.0,0.0,4.0,2,0.0,4.0,4.0,0.33393884112805594,0.22444607595288776,0.24876144741610134,1.6524562624908867e-06
3.0,0.0,4.0,3,0.0,4.0,4.0,0.3408206336928678,0.23059237202821942,0.2551257153128019,0.00224654614822839
3.0,0.0,4.0,4,0.0,4.0,4.0,0.3454969611483205,0.2346177754443452,0.25927550960502127,0.002002829383002336
3.0,0.0,4.0,5,0.0,4.0,4.0,0.3547766946966735,0.2425466300611041,0.26766565543184456,0.0021433792633729354
3.0,0.0,4.0,6,0.0,4.0,4.0,0.3610288534747926,0.24802293125914038,0.27326964702196693,0.0012229162390440251
3.0,0.0,4.0,7,0.0,4.0,4.0,0.37093301932773226,0.25671313346656444,0.2822363514022052,0.0011662362404649684
3.0,0.0,4.0,8,0.0,4.0,4.0,0.378111397412823,0.2630267717355535,0.2887839129595887,0.0014199604044620173
3.0,0.0,4.0,9,0.0,4.0,4.0,0.38376036472299385,0.2676964085199093,0.2936921599383899,0.00029990804148383177
3.0,0.0,4.0,10,0.0,4.0,4.0,0.3937733980383338,0.2765374469288706,0.3029709719752389,0.0006429437690940176
3.0,0.0,4.0,11,0.0,4.0,4.0,0.40105674490628246,0.2829306936408497,0.3095786236506811,0.0001742696873066052
3.0,0.0,4.0,12,0.0,4.0,4.0,0.41085519964278183,0.29168947945517254,0.3186636767635078,0.0016503326341990032
3.0,0.0,4.0,13,0.0,4.0,4.0,0.4201872964181402,0.2997922992239909,0.3271061234749298,0.0023613783087057527
3.0,0.0,4.0,14,0.0,4.0,4.0,0.42906959654881527,0.307998528590306,0.3355198365999552,0.002343054628511254
3.0,0.0,4.0,15,0.0,4.0,4.0,0.4382427618330167,0.3160354426553424,0.3438073288400109,0.0
3.0,0.0,4.0,16,0.0,4.0,4.0,0.44880138292869753,0.3254752475911726,0.35365903359535344,0.0
3.0,0.0,4.0,17,0.0,4.0,4.0,0.45675742907525424,0.3324094691558777,0.360828457439266,1.7053025658242404e-13
3.0,0.0,4.0,18,0.0,4.0,4.0,0.4662978937208963,0.34081392634886987,0.3694685045391997,2.8421709430404007e-13
3.0,0.0,4.0,19,0.0,4.0,4.0,0.4761358367976109,0.34997174994905367,0.37885577021550937,0.0
3.0,0.0,4.0,20,0.0,4.0,4.0,0.4886846520621059,0.3612202616199314,0.390424599423568,1.1368683772161603e-13
2.0,0.33333333333333337,0.0,0,0.0,0.0,0.0,0.4710943110121063,0.4710943110121063,0.4710943110121063,0.0
2.0,0.33333333333333337,0.0,1,0.0,0.0,0.0,0.4796964123475874,0.4796964123475874,0.4796964123475874,0.0
2.0,0.33333333333333337,0.0,2,0.0,0.0,0.0,0.4879283891078041,0.4879283891078041,0.4879283891078041,0.0
2.0,0.33333333333333337,0.0,3,0.0,0.0,0.0,0.4939635347532215,0.4939635347532215,0.4939635347532215,0.0
