scene,t,anchor_error,interval_extent_error
advection_diffusion,11,0.024630220006244485,0.036057340009769234
advection_diffusion,12,0.02648441796296197,0.048317659990228634
advection_diffusion,13,0.020855101059687797,0.036057340009769234
advection_diffusion,14,0.02135586126456701,0.045375091597460226
advection_diffusion,15,0.026634175731373944,0.028940217391305367
advection_diffusion,16,0.024056622607318445,0.04120053737176477
advection_diffusion,17,0.027924722634779187,0.02505419516365137
advection_diffusion,18,0.02303491471721486,0.04045859794821638
advection_diffusion,19,0.01645149275879021,0.017937072545187505
advection_diffusion,20,0.02790853585370101,0.027481527845630183
hierarchy_change_seed1,0,0.028354502524024383,0.03848467269174449
hierarchy_change_seed1,1,0.017189789936495004,0.03877320468978951
hierarchy_change_seed1,2,0.02724480607022528,0.020879640937959465
hierarchy_change_seed1,3,0.028346291135576962,0.044859855886663524
hierarchy_change_seed1,4,0.021998656570602293,0.03628404372252092
hierarchy_change_seed1,5,0.020414143467434087,0.0400303798241346
hierarchy_change_seed1,6,0.0238084003197514,0.04045859794821638
hierarchy_change_seed1,7,0.020698250210955393,0.027534196384953802
hierarchy_change_seed1,8,0.023657856169492675,0.029402784562774897
hierarchy_change_seed1,9,0.026767691483641443,0.046352894479728235
hierarchy_change_seed1,10,0.016273815339516773,0.00875900708353683
hierarchy_change_seed1,11,0.020610827494579098,0.04738336590131986
hierarchy_change_seed1,12,0.019805072597247175,0.05071064362481703
hierarchy_change_seed1,13,0.0254139985783155,0.03736718368343794
hierarchy_change_seed1,14,0.02872693828680184,0.022940583781144497
hierarchy_change_seed1,15,0.024780797803344967,0.032965925744992575
hierarchy_change_seed1,16,0.024331162606017642,0.01193743893502841
hierarchy_change_seed1,17,0.02043005007327281,0.02149105398143636
hierarchy_change_seed1,18,0.02805380082961051,0.048038287738155105
hierarchy_change_seed1,19,0.01761724474841131,0.02949896189545642
hierarchy_change_seed1,20,0.017281387396188563,0.04293859916951526
hierarchy_change_seed2,0,0.027135001140180748,0.05520807889594437
hierarchy_change_seed2,1,0.018998685913370394,0.00810408524669981
hierarchy_change_seed2,2,0.02000155438112472,0.03834498656570773
hierarchy_change_seed2,3,0.01655674137281693,0.03399639716658598
hierarchy_change_seed2,4,0.016701270151443737,0.04434462017586682
hierarchy_change_seed2,5,0.028206872422686047,0.0367122618466027
hierarchy_change_seed2,6,0.016273815339516773,0.035629121885687454
hierarchy_change_seed2,7,0.018004260649561843,0.052771586468001175
hierarchy_change_seed2,8,0.025349147964021768,0.036197026135806
hierarchy_change_seed2,9,0.02633577663114295,0.03975100757205752
hierarchy_change_seed2,10,0.02551177466522958,0.03534974963361215
hierarchy_change_seed2,11,0.01728398590568503,0.03380404250122204
hierarchy_change_seed2,12,0.015053883003162127,0.014513617489008368
hierarchy_change_seed2,13,0.02675899474922261,0.019526288470933295
hierarchy_change_seed2,14,0.02903446516162944,0.034319278212018745
hierarchy_change_seed2,15,0.0162560638938416,0.027534196384953802
hierarchy_change_seed2,16,0.015357840742552753,0.03961132144601809
hierarchy_change_seed2,17,0.0224642624161433,0.019386602344894754
hierarchy_change_seed2,18,0.022913786172537698,0.011378694430875136
hierarchy_change_seed2,19,0.027127925841497813,0.022006289692232617
hierarchy_change_seed2,20,0.022497745293307503,0.03530624084025291
hierarchy_change_seed3,0,0.01856365778592206,0.03825796897899281
hierarchy_change_seed3,1,0.02835757565766528,0.03576880801172422
hierarchy_change_seed3,2,0.027579151374119704,0.023735191744016504
hierarchy_change_seed3,3,0.024178432115267157,0.0286516853932568
hierarchy_change_seed3,4,0.022749270644531805,0.01984916951636606
hierarchy_change_seed3,5,0.025507729292797876,0.04326148021494802
hierarchy_change_seed3,6,0.028932820432544304,0.02856466780654543
hierarchy_change_seed3,7,0.016405881893838625,0.024678645578894987
hierarchy_change_seed3,8,0.016731802638005888,0.023508488031261265
hierarchy_change_seed3,9,0.027463971665852682,0.04720017098192386
hierarchy_change_seed3,10,0.015785295554465506,0.022478016609671414
hierarchy_change_seed3,11,0.017211256007833242,0.03750686980947826
hierarchy_change_seed3,12,0.026807523204688266,0.027673882510992343
hierarchy_change_seed3,13,0.026261209784351536,0.029402784562774897
hierarchy_change_seed3,14,0.011257763975155655,0.050754152418173604
hierarchy_change_seed3,15,0.02675899474922261,0.019526288470933295
hierarchy_change_seed3,16,0.019373314389952156,0.03469482779677602
hierarchy_change_seed3,17,0.028534565906326748,0.04696430752320424
hierarchy_change_seed3,18,0.02841940057987813,0.03820530043966919
hierarchy_change_seed3,19,0.026563013045873163,0.03483451392281545
hierarchy_change_seed3,20,0.02919287371763346,0.03352467024914496
crowding_seed1,0,0.022424211292147334,0.03975100757205752
crowding_seed1,1,0.027030554501408233,0.03975100757205752
crowding_seed1,2,0.020177120774384605,0.039192263067903355
crowding_seed1,3,0.016273126863602272,0.052299859550561933
crowding_seed1,4,0.027361440275157634,0.05174111504640955
crowding_seed1,5,0.02831344754208942,0.02111550439667731
crowding_seed1,6,0.028608939912068365,0.022757388861750272
crowding_seed1,7,0.028656982721031454,0.022617702735709955
crowding_seed1,8,0.01717194663510213,0.017369168295065407
crowding_seed1,9,0.027234978016608125,0.015500580117244311
crowding_seed1,10,0.027234978016608125,0.0266869198827564
crowding_seed1,11,0.025529491081215383,0.03750686980947826
crowding_seed1,12,0.012511064867233301,0.05071064362481703
crowding_seed1,13,0.028181485100148507,0.02495801783097118
crowding_seed1,14,0.023115774237844278,0.02495801783097118
crowding_seed1,15,0.024356665100704333,0.024818331704933527
crowding_seed1,16,0.01893610575399407,0.017840895212505536
crowding_seed1,17,0.018234709766900892,0.0468246213971657
crowding_seed1,18,0.023697541887273132,0.037550378602833945
crowding_seed1,19,0.01743040110865479,0.037550378602833945
crowding_seed1,20,0.02682279832369261,0.024818331704933527
crowding_seed2,0,0.017681702220059492,0.01788440400586211
crowding_seed2,1,0.026529007351626888,0.030948491695163227
crowding_seed2,2,0.027234978016608125,0.014985344406449386
crowding_seed2,3,0.028496987461323897,0.04073797020029346
crowding_seed2,4,0.021822596126703786,0.012312988519784795
crowding_seed2,5,0.01459452857839949,0.01343963727405928
crowding_seed2,6,0.024187866543265102,0.032118649242793396
crowding_seed2,7,0.02348145575180638,0.03380404250122204
crowding_seed2,8,0.022586406936980552,0.03413608329262274
crowding_seed2,9,0.014136066681686543,0.03160341353199847
crowding_seed2,10,0.023809037442170222,0.04565446384953553
crowding_seed2,11,0.02677699071811901,0.03160341353199847
crowding_seed2,12,0.028206753364891313,0.040921165119687686
crowding_seed2,13,0.02360161211529288,0.04298210796287272
crowding_seed2,14,0.025618937120526653,0.039235771861260815
crowding_seed2,15,0.01736869122495932,0.01516853932584361
crowding_seed2,16,0.024085310981412533,0.010112359550561223
crowding_seed2,17,0.026597681751560742,0.035821476551049614
crowding_seed2,18,0.026319003419644105,0.03872053615046411
crowding_seed2,19,0.022238752942229212,0.010584086468000464
crowding_seed2,20,0.028021641050301582,0.04298210796287272
crowding_seed3,0,0.020970911263873404,0.027717391304348027
crowding_seed3,1,0.016462248743614794,0.006837750366388562
crowding_seed3,2,0.026545722986107023,0.023787860283340123
crowding_seed3,3,0.02811396074424266,0.03736718368343794
crowding_seed3,4,0.024960619323437072,0.018914875427455513
crowding_seed3,5,0.025945965378127767,0.03245069003419587
crowding_seed3,6,0.02815095261357925,0.02158723131411655
crowding_seed3,7,0.02769296531509724,0.0534700170981921
crowding_seed3,8,0.022375315416489627,0.042606558378114556
crowding_seed3,9,0.021724175747479535,0.0331491206643868
crowding_seed3,10,0.019159323792123928,0.042466872252076016
crowding_seed3,11,0.029097459697119632,0.03259037616023441
crowding_seed3,12,0.018429306260856038,0.01619901074743524
crowding_seed3,13,0.021487849331947473,0.02547325354176877
crowding_seed3,14,0.021387104316161754,0.02547325354176877
crowding_seed3,15,0.026611242933910262,0.051269388128970306
crowding_seed3,16,0.01576187688701225,0.03483451392281545
crowding_seed3,17,0.028180645186409947,0.016015815828041013
crowding_seed3,18,0.026856129832864895,0.041951636541279314
crowding_seed3,19,0.02137324702425758,0.05192430996580377
crowding_seed3,20,0.020701740462811813,0.051225879335612845
advection_diffusion_seed1,0,0.02924376119524652,0.03877320468978951
advection_diffusion_seed1,1,0.026308378347831507,0.04508655959941521
advection_diffusion_seed1,2,0.024072277262860098,0.02696629213483348
advection_diffusion_seed1,3,0.025430011020098675,0.0540379213483142
advection_diffusion_seed1,4,0.010667474318537984,0.03745420127015464
advection_diffusion_seed1,5,0.026141613973038602,0.04457132388861851
advection_diffusion_seed1,6,0.02488608223977451,0.020137701514411077
advection_diffusion_seed1,7,0.02050141565679553,0.033052943331707496
advection_diffusion_seed1,8,0.029129299021629862,0.023735191744016504
advection_diffusion_seed1,9,0.025199184445810374,0.03165608207132209
advection_diffusion_seed1,10,0.02892704581860528,0.03848467269174449
advection_diffusion_seed1,11,0.02788772107891546,0.02233833048363465
advection_diffusion_seed1,12,0.02909033149013851,0.0431744626282331
advection_diffusion_seed1,13,0.012079761957636492,0.0286516853932568
advection_diffusion_seed1,14,0.026687171849872016,0.03628404372252092
advection_diffusion_seed1,15,0.028776690382997572,0.03628404372252092
advection_diffusion_seed1,16,0.02155909404848444,0.024765663165609908
advection_diffusion_seed1,17,0.02389983640267701,0.01984916951636606
advection_diffusion_seed1,18,0.025313708164077298,0.05051828895945576
advection_diffusion_seed1,19,0.022883200666690584,0.03877320468978951
advection_diffusion_seed1,20,0.022889550910733192,0.026739588422081795
advection_diffusion_seed2,0,0.025367523892185773,0.0345986504640976
advection_diffusion_seed2,1,0.02093190122343458,0.047575720566680246
advection_diffusion_seed2,2,0.026788718661542532,0.05183729237909063
advection_diffusion_seed2,3,0.009307388869654432,0.04677195285784208
advection_diffusion_seed2,4,0.025570418499928138,0.04897258182706565
advection_diffusion_seed2,5,0.02179290367277531,0.021823094772837948
advection_diffusion_seed2,6,0.025885095859734975,0.03334147532974896
advection_diffusion_seed2,7,0.023988262678841465,0.041715773082557916
advection_diffusion_seed2,8,0.024753057208059204,0.03760304714215579
advection_diffusion_seed2,9,0.023204641245953894,0.028136449682460096
advection_diffusion_seed2,10,0.015637323955552063,0.04391640205178504
advection_diffusion_seed2,11,0.01657563955630792,0.024023723742057967
advection_diffusion_seed2,12,0.01465788398726886,0.03239802149487048
advection_diffusion_seed2,13,0.025944417437642642,0.049487817537862355
advection_diffusion_seed2,14,0.027060367849934153,0.03334147532974896
advection_diffusion_seed2,15,0.020030255301520583,0.04045859794821638
advection_diffusion_seed2,16,0.028691044704793,0.0395151441133379
advection_diffusion_seed2,17,0.015410976671724086,0.037087811431359086
advection_diffusion_seed2,18,0.02769808573584953,0.044204934049826505
advection_diffusion_seed2,19,0.020642073739807643,0.016906601123597653
advection_diffusion_seed2,20,0.027174803206932552,0.0395151441133379
advection_diffusion_seed3,0,0.028767646274516778,0.051688446507082375
advection_diffusion_seed3,1,0.029134078252766926,0.04045859794821638
advection_diffusion_seed3,2,0.016143842377502438,0.016251679286760634
advection_diffusion_seed3,3,0.018680598545202542,0.044204934049826505
advection_diffusion_seed3,4,0.026309585743401698,0.025935820713240076
advection_diffusion_seed3,5,0.02288273509269345,0.03825796897899281
advection_diffusion_seed3,6,0.020795963577697307,0.027770059843671646
advection_diffusion_seed3,7,0.019205852303485926,0.04017006595017136
advection_diffusion_seed3,8,0.023874697359275387,0.037087811431359086
advection_diffusion_seed3,9,0.028436021893881502,0.051322056668293925
advection_diffusion_seed3,10,0.026203605157846255,0.031140846360525387
advection_diffusion_seed3,11,0.02451770444919532,0.027770059843671646
advection_diffusion_seed3,12,0.02043326019189351,0.03796943698094779
advection_diffusion_seed3,13,0.024283073519647758,0.04728718856863878
advection_diffusion_seed3,14,0.023608604047748116,0.02997068881289877
advection_diffusion_seed3,15,0.02511768821674565,0.027254824132874944
advection_diffusion_seed3,16,0.008445684178209234,0.03928844040058621
advection_diffusion_seed3,17,0.0093715850170355,0.03217131778211879
advection_diffusion_seed3,18,0.02888861602238535,0.05323415363947248
advection_diffusion_seed3,19,0.027859944186147345,0.024765663165609908
advection_diffusion_seed3,20,0.026289230415216025,0.04097383365901308
translation_growth_grid49,0,0.0275219098180699,0.047594040058621445
translation_growth_grid49,1,0.028312721226612325,0.050671714704445314
translation_growth_grid49,2,0.01912742850700866,0.023888617489008723
translation_growth_grid49,3,0.02543407880899906,0.04590864680019546
translation_growth_grid49,4,0.02371294774812327,0.04715437225207708
translation_growth_grid49,5,0.012584473212832847,0.019272105520272476
translation_growth_grid49,6,0.018662442697618076,0.02004152418172911
translation_growth_grid49,7,0.029135625305325874,0.041951636541279314
translation_growth_grid49,8,0.021999950320022776,0.028944797264289335
translation_growth_grid49,9,0.025498248780770894,0.019272105520272476
translation_growth_grid49,10,0.01715294038373827,0.0367489008304851
translation_growth_grid49,11,0.02612792914887052,0.04085246702491396
translation_growth_grid49,12,0.022800782908831252,0.043637029799706184
translation_growth_grid49,13,0.02831017110180767,0.02817537860283359
translation_growth_grid49,14,0.019453876839065742,0.032462139716658456
translation_growth_grid49,15,0.018075232046896872,0.026160234489497114
translation_growth_grid49,16,0.02389223615408298,0.044406448461163706
translation_growth_grid49,17,0.029187206703085167,0.029677576941866235
translation_growth_grid49,18,0.012516830102352827,0.05202735710796347
translation_growth_grid49,19,0.021237525298342774,0.02876160234489511
translation_growth_grid49,20,0.007971617603601544,0.01516853932584361
translation_growth_grid81,0,0.025339481533553254,0.02297850512945665
translation_growth_grid81,1,0.022158505881023416,0.04026624328285422
translation_growth_grid81,2,0.013069736199316395,0.01541914997557381
translation_growth_grid81,3,0.01819736199315969,0.024446995603321753
translation_growth_grid81,4,0.027981327688213042,0.02933610161211586
translation_growth_grid81,5,0.013795630274749726,0.03053786028334038
translation_growth_grid81,6,0.02322741164040565,0.044404982901808054
translation_growth_grid81,7,0.014533463605275188,0.02272789447972734
translation_growth_grid81,8,0.02929897410845328,0.050679042501220906
translation_growth_grid81,9,0.02898184141861293,0.03996580361504698
translation_growth_grid81,10,0.011434508369216445,0.03490962383976459
translation_growth_grid81,11,0.02161234450815641,0.02496433805569076
translation_growth_grid81,12,0.026139983883012974,0.039565705911087434
translation_growth_grid81,13,0.024175145535437537,0.02778407425500795
translation_growth_grid81,14,0.01637765129071056,0.022544699560331338
translation_growth_grid81,15,0.01819736199315969,0.02147630679042578
translation_growth_grid81,16,0.021003836933267905,0.03788031265266234
translation_growth_grid81,17,0.026390502795948123,0.04333659013190072
translation_growth_grid81,18,0.021280631418648,0.019273571079629903
translation_growth_grid81,19,0.02830459996533108,0.03736297020029333
translation_growth_grid81,20,0.026135808500242774,0.02958671226184606
