method,t,track,reference,motion,growth,trajectory,eligible,boundary,iou,q,x,width,area
RA-MTM,0,0,0.0153171435057511,,,,False,True,,19.039176783791405,17.201119563101273,0.012489663808699338,2.9975193140878416
RA-MTM,0,1,0.0153171435057511,,,,False,True,,63.76896463621363,61.9309074155235,0.5995038628175683,143.88092707621638
RA-MTM,0,2,0.0153171435057511,,,,False,False,,68.67572991732196,70.51378713801209,0.14987596570439207,35.970231769054095
RA-MTM,0,3,0.013524790210535216,,,,False,True,,20.404537557665027,22.027512382929253,0.1873449571304901,44.962789711317626
RA-MTM,0,4,0.0153171435057511,,,,False,True,,65.81147482166696,67.6495320423571,5.395534765358114,1294.9283436859475
RA-MTM,1,1,0.01736811731057356,0.002050973804822457,0.07030434708476241,0.002050973804822457,True,True,0.5625,67.07964845712246,64.99547437985363,0.31432702532132134,80.93302148037172
RA-MTM,1,2,0.01736811731057356,0.002050973804822457,0.07030434708476241,0.002050973804822457,True,False,0.375,70.50687783019934,72.59105190746817,0.3725357337141586,95.92061805081093
RA-MTM,1,4,0.01736811731057356,0.002050973804822457,0.07030434708476199,0.002050973804822457,True,True,0.7690631808278867,68.63231384008257,70.7164879173514,4.423861837855634,1139.0573393533798
RA-MTM,1,3,0.01736811731057356,0.030892907521108775,0.07030434708476219,0.030892907521108775,True,True,0.14150943396226415,25.704971127938553,23.620797050669726,1.2340246179281504,317.7370472933112
RA-MTM,2,5,0.03118127958778724,,,,False,False,,71.94690677139417,75.68866032192864,0.03822138081216424,5.995038628175683
RA-MTM,2,6,0.012672663044898986,,,,False,False,,73.6536077387362,75.17432730412408,0.01911069040608212,2.9975193140878416
RA-MTM,2,7,0.026277477859983498,,,,False,False,,77.49368491525576,74.34038757205774,0.15288552324865695,23.980154512702732
RA-MTM,2,4,0.03118127958778724,0.0485493968983608,0.49565082574675534,0.04649842309353834,True,True,0.7376623376623377,69.98626759783863,66.24451404730416,5.522989527357733,866.2830817713863
RA-MTM,2,8,0.03118127958778724,,,,False,False,,34.399485489869626,30.657731939335157,0.01911069040608212,2.9975193140878416
RA-MTM,2,3,0.03118127958778724,0.013813162277213683,0.49565082574675534,0.04470606979832246,True,True,0.29245283018867924,23.44356637693211,19.701812826397642,0.5924314025885457,92.92309873672309
RA-MTM,3,9,0.0422859957269484,,,,False,True,,77.06700967342024,71.99269018618644,0.03065096239043122,2.9975193140878416
RA-MTM,3,10,0.00951736542973786,,,,False,False,,83.89381354278834,82.7517296912198,0.03065096239043122,2.9975193140878416
RA-MTM,3,11,0.0002830512781919481,,,,False,False,,82.18711257544632,82.22107872882935,0.03065096239043122,2.9975193140878416
RA-MTM,3,12,0.007268395530563155,,,,False,False,,80.4804116081043,81.35261907177188,0.03065096239043122,2.9975193140878416
RA-MTM,3,4,0.032400424392789874,0.06358170398057711,0.47241617565111926,0.01708328088703877,True,False,0.296551724137931,69.27896043164114,73.16701135877592,2.6666337279675165,260.78418032564224
RA-MTM,3,3,0.030149853257183425,0.0010314263306038167,0.4724161756511194,0.04367464346771864,True,True,0.24545454545454545,26.703230184308417,23.085247793446406,3.2490020133857094,317.7370472933112
RA-MTM,3,13,0.0422859957269484,,,,False,True,,78.26170035055966,83.33601983779347,0.30650962390431225,29.975193140878417
