method,t,track,reference,motion,growth,trajectory,eligible,boundary,iou,q,x,width,area
TMTM,0,0,0.06216506275003706,,,,False,True,,1.230523017559129,8.690330547563576,0.05,2.9975193140878416
TMTM,0,1,0.02184484472495966,,,,False,True,,35.36894918056842,37.99033054756358,2.4000000000000004,143.88092707621638
TMTM,0,2,0.1258429161937613,,,,False,False,,61.891480490814935,46.79033054756358,0.6000000000000001,35.970231769054095
TMTM,0,3,0.2524087889518057,,,,False,True,,55.101275873346914,85.3903305475636,0.75,44.962789711317626
TMTM,0,4,0.210575780233041,,,,False,True,,83.2094241755285,57.940330547563576,21.6,1294.9283436859475
TMTM,1,5,0.05255315059798012,,,,False,False,,41.74670861932119,35.440330547563576,0.1,5.995038628175683
TMTM,1,6,0.08639974041303405,,,,False,False,,46.05829939712766,35.690330547563576,0.05,2.9975193140878416
TMTM,1,7,0.16809957217722396,,,,False,False,,70.66227920883045,50.49033054756358,0.4,23.980154512702732
TMTM,1,4,0.21940688738829284,0.008831107155251832,0.0,0.008831107155251832,True,True,0.5572354211663066,84.31915703415872,57.99033054756358,14.450000000000001,866.2830817713863
TMTM,1,8,0.24418484151861125,,,,False,False,,58.042511529796926,28.740330547563577,0.05,2.9975193140878416
TMTM,1,3,0.21583725416005428,0.4682460431118599,2.220446049250313e-16,0.4682460431118599,True,True,0.21052631578947367,53.74080104677009,27.840330547563575,1.55,92.92309873672309
TMTM,2,9,0.05308857699128892,,,,False,False,,61.06095978651825,54.690330547563576,1.4000000000000001,83.93054079445956
TMTM,2,10,0.2816180922939132,,,,False,True,,84.48450162283316,50.690330547563576,4.25,254.78914169746653
TMTM,2,11,0.1693308326932012,,,,False,False,,73.46003047074772,53.14033054756358,0.55,32.972712454966256
TMTM,2,3,0.23532300573148604,0.45116025989154024,0.0,0.017085783220319624,True,True,0.17218543046357615,64.65156985978527,92.8903305475636,7.300000000000001,437.6378198568249
TMTM,2,4,0.12641577807113588,0.09299110931715694,0.0,0.08416000216190511,True,True,0.12418300653594772,99.46022391609988,84.29033054756357,2.75,164.86356227483128
