scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
hierarchy_conflict,OldTime,defined,11,3.0161760751924307,1.8921554101325456e-09,2.2887478756672407e-08,0.0,0.13531233351533445,0.016946083197303227,3.388376512702962e-08,0,0.0,1.2749999999999986,5.297378358750912,-0.9808456208877772,0.11256920802406967,0.02513480062660359,0.04430443948219279,1.564557809234183e-10,1.6291055171535618e-11,1.5767961751104547e-11,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,NoTime,defined,11,3.0161760619592943,0.0,0.0,0.0,0.1353123337576819,0.016946083198647606,0.0,0,0.0,1.2749999999999986,5.297378358750912,-0.9808456293979901,0.11129104194696993,0.025134800516327452,0.04430443941127435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,NoReferencePenalty,defined,11,3.6723736664218505,1.77174753446252e-07,4.871497377045841e-07,0.0,0.13010157264152328,0.01692641370669541,2.4354491543476797e-06,0,0.0,1.0350688016495013,5.297378358750912,-0.7421784963466393,0.1259231670992449,0.030603113886848755,0.046293323892712165,1.1970637020889777e-08,1.96917492682284e-09,1.4764562787187668e-09,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,ReferenceOnly,defined,11,2.6486891793754563,5.382361223382759e-14,5.4711790653527716e-14,0.0,0.14392098847130774,0.016951204455310495,4.760636329592671e-13,0,0.0,1.2750000000000057,5.297378358750912,-0.999999999999595,0.08095733297523111,0.022072409828128803,0.04414481965625808,1.7238062829013265e-15,1.6261066567343126e-15,4.485301019485632e-16,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,LegacyObjective,defined,11,3.6660622128027827,2.5655223456766407e-07,4.395100031473476e-07,0.0,0.13009806892269574,0.016925505070814688,2.911002532357543e-06,0,0.0,1.0476900827788924,5.297378358750912,-0.754801982485219,0.1078702500090003,0.03055051844002319,0.04618812850463623,1.1447204003219487e-08,1.1379213883018952e-08,2.1379352880638672e-09,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,TightBudget,defined,11,3.01617604234188,2.930988785010413e-15,3.0198066269804257e-15,0.0,0.13531614658512864,0.016948076589517472,7.105427357601002e-14,0,0.0,1.2749999999999986,5.297378358750912,0.0,0.07834445894695818,0.025134800352849,0.0441448196562576,2.43508916734451e-16,2.43508916734451e-16,2.4424906541753444e-17,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,LooseBudget,defined,11,3.0161760423418738,7.549516567451064e-15,5.151434834260726e-15,0.0,0.13531233411408383,0.016946083199059585,4.263256414560601e-14,0,0.0,1.2749999999999986,5.297378358750912,-119.98084563197773,0.39437666605226696,0.025134800352848947,0.04430443938977646,8.881784197001253e-17,8.141635513917814e-17,6.29126380620922e-17,0.0,0.0,0.0,,,,,,,,
topology_change,Full,defined,11,3.0550805592009955,0.026695638914556417,0.026845901686193406,2.0185873175002847e-17,0.13137162551151135,0.01598952315448348,0.4085181540377647,0,0.0,1.4849999999999994,5.675262148337595,-0.9542092789390111,0.1515522920526564,0.025459004660008295,0.04663130970141082,0.000482907343598642,3.978041303772291e-11,0.00022246365762130347,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,RelativeWidth,defined,11,3.0165179931881094,0.030619495525116936,0.029522002376008948,0.061983774612865486,0.1313414998056838,0.0159720202658522,0.42028051693905866,0,0.0,1.351565217391304,5.563024539008147,-0.9542092786255907,0.12499174999538809,0.025137649943234246,0.04568542766047034,0.00044298595592046964,6.674040801494623e-11,0.0002551624627093078,0.06554096228856462,0.06554096228856474,0.0941514311231064,,,,,,,,
topology_change,OldTime,defined,11,3.0506989694872733,0.027716291192706865,0.02780702859934774,2.0185873175002847e-17,0.13145546448514078,0.015991355432629972,0.3950033031399798,0,0.0,1.4849999999999994,5.675262148337595,-0.9506907743615827,0.12382516590878367,0.025422491412393944,0.04656450086509211,0.00047960658961175774,6.217306941277645e-05,0.00023096909327255722,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
