scene,t,feature,q_x,q_y,area,x,y,width_x,width_y
advection_diffusion_seed2,11,1,43.95684257602862,78.63595706618962,1965.234375,45.31146478353105,75.64336195501834,23.5828125,23.5828125
advection_diffusion_seed2,11,2,82.64363354037268,33.82375776397515,1698.046875,95.68620573848156,25.424457498339777,20.376562500000002,20.376562500000002
advection_diffusion_seed2,11,3,96.06159043659044,81.55275467775468,1691.015625,85.01901823848156,89.95205494339005,20.2921875,20.2921875
advection_diffusion_seed2,12,0,29.401427061310784,29.754228329809724,1662.890625,23.74857158837023,36.12194268298662,19.954687500000002,19.954687500000002
advection_diffusion_seed2,12,1,44.12994604316547,78.6623201438849,1954.6875,45.50306485981217,75.66298757550312,23.45625,23.45625
advection_diffusion_seed2,12,2,83.25471698113208,33.97012578616352,1676.953125,96.24328056251981,25.602411432986624,20.1234375,20.1234375
advection_diffusion_seed2,12,3,96.68067226890756,81.64915966386555,1673.4375,85.6921086875198,90.01687401704244,20.08125,20.08125
advection_diffusion_seed2,13,0,29.988305613305613,29.93373180873181,1691.015625,24.35228140437263,36.32856745703887,20.2921875,20.2921875
advection_diffusion_seed2,13,1,44.744165170556556,78.72980251346499,1958.203125,46.10313054347575,75.73120101049416,23.4984375,23.4984375
advection_diffusion_seed2,13,2,83.51808176100629,34.119496855345915,1676.953125,96.57370528694969,25.724661207038867,20.1234375,20.1234375
advection_diffusion_seed2,13,3,97.06761006289308,81.6745283018868,1676.953125,86.01198653694969,90.06936395019385,20.1234375,20.1234375
advection_diffusion_seed2,14,0,30.37735849056604,30.02751572327044,1676.953125,24.739412252403696,36.431531299135216,20.1234375,20.1234375
advection_diffusion_seed2,14,1,45.02717391304348,78.75679347826087,1940.625,46.397358364918816,75.76873110848699,23.2875,23.2875
advection_diffusion_seed2,14,2,83.95703125,34.2421875,1687.5,97.04296875,25.838171924135217,20.25,20.25
advection_diffusion_seed2,14,3,97.50390625,81.84375,1687.5,86.41796875,90.24776557586478,20.25,20.25
advection_diffusion_seed2,15,0,30.85010593220339,30.182733050847457,1659.375,25.20648232786101,36.475713623638015,19.9125,19.9125
advection_diffusion_seed2,15,1,45.54106170598911,79.0426497277677,1937.109375,46.89165658816966,76.0216551503864,23.2453125,23.2453125
advection_diffusion_seed2,15,2,84.35170807453416,34.19642857142857,1698.046875,97.4399116948084,25.90344799863801,20.376562500000002,20.376562500000002
advection_diffusion_seed2,15,3,97.82928719008264,81.89178719008264,1701.5625,86.7410835698084,90.1847677628732,20.41875,20.41875
advection_diffusion_seed2,16,0,31.05270127118644,30.238347457627118,1659.375,25.399974758972615,36.619980454357034,19.9125,19.9125
advection_diffusion_seed2,16,1,45.86065573770492,79.1974043715847,1930.078125,47.219702280659845,76.20645348027355,23.1609375,23.1609375
advection_diffusion_seed2,16,2,84.82531055900621,34.42934782608695,1698.046875,97.82758998584407,26.047714829357037,20.376562500000002,20.376562500000002
advection_diffusion_seed2,16,3,98.16268191268192,82.12577962577963,1691.015625,87.16040248584407,90.50741262250955,20.2921875,20.2921875
advection_diffusion_seed2,17,0,31.52122641509434,30.412735849056602,1676.953125,25.86501072088965,36.79310220146345,20.1234375,20.1234375
advection_diffusion_seed2,17,1,46.14963503649635,79.3761405109489,1926.5625,47.52733450452026,76.35446949027197,23.118750000000002,23.118750000000002
advection_diffusion_seed2,17,2,85.18305439330544,34.60120292887029,1680.46875,98.14551951656797,26.220836576463448,20.165625000000002,20.165625000000002
advection_diffusion_seed2,17,3,98.5884533898305,82.1146716101695,1659.375,87.62598826656797,90.49503796257633,19.9125,19.9125
advection_diffusion_seed2,18,0,31.9609375,30.421875,1687.5,26.29450594295875,36.846093749999994,20.25,20.25
advection_diffusion_seed2,18,1,46.55570652173913,79.31725543478261,1940.625,47.940114393068114,76.3297886832063,23.2875,23.2875
advection_diffusion_seed2,18,2,85.57247899159664,34.6875,1673.4375,98.53675122270333,26.26328125,20.08125,20.08125
advection_diffusion_seed2,18,3,98.92875782881002,82.2964509394572,1683.984375,87.96448559770333,90.7206696894572,20.2078125,20.2078125
advection_diffusion_seed2,19,0,32.41352201257862,30.59748427672956,1676.953125,26.751843559120985,36.976949375206885,20.1234375,20.1234375
advection_diffusion_seed2,19,1,47.17840909090909,79.5,1933.59375,48.541158721370564,76.55470495253594,23.203125,23.203125
advection_diffusion_seed2,19,2,86.05657894736842,34.81578947368421,1669.921875,98.82637223073014,26.436324375206887,20.0390625,20.0390625
advection_diffusion_seed2,19,3,99.03444676409185,82.45302713987473,1683.984375,88.26465348073015,90.83249223835206,20.2078125,20.2078125
advection_diffusion_seed2,20,0,32.810534591194966,30.782232704402517,1676.953125,27.160490844876957,37.11846341258262,20.1234375,20.1234375
advection_diffusion_seed2,20,1,47.56957116788321,79.60196167883211,1926.5625,48.92502023029699,76.65507627825058,23.118750000000002,23.118750000000002
advection_diffusion_seed2,20,2,86.4208156779661,34.94570974576271,1659.375,99.16853010211999,26.609479037582616,19.9125,19.9125
advection_diffusion_seed2,20,3,99.47054140127389,82.59156050955414,1655.859375,88.72282697711998,90.92779121773424,19.8703125,19.8703125
advection_diffusion_seed3,0,0,24.375,28.125,1944.140625,18.578591825304116,34.699724075975354,23.329687500000002,23.329687500000002
advection_diffusion_seed3,0,1,39.50797872340426,78.44747340425532,1982.8125,40.7724048012096,75.12885736086959,23.79375,23.79375
advection_diffusion_seed3,0,2,77.02130390143738,31.80569815195072,1712.109375,91.505662376907,23.230974075975357,20.5453125,20.5453125
advection_diffusion_seed3,0,3,92.5845521023766,80.43304387568556,1923.046875,80.100193626907,89.00776795166092,23.0765625,23.0765625
advection_diffusion_seed3,1,0,24.66113105924596,28.209156193895872,1958.203125,18.86092196764681,34.77204161709256,23.4984375,23.4984375
advection_diffusion_seed3,1,1,39.85940246045694,78.63466608084359,2000.390625,41.12341839676767,75.3057579340474,24.0046875,24.0046875
advection_diffusion_seed3,1,2,77.48321280991736,31.855630165289256,1701.5625,91.9386133728641,23.292744742092566,20.41875,20.41875
advection_diffusion_seed3,1,3,92.9358108108108,80.50337837837837,1951.171875,80.4804102478641,89.06626380157506,23.4140625,23.4140625
advection_diffusion_seed3,2,0,25.111363636363638,28.411363636363635,1933.59375,19.33032602798443,34.88661874970468,23.203125,23.203125
advection_diffusion_seed3,2,1,40.25066844919786,78.70655080213903,1972.265625,41.51182007495648,75.35064440267288,23.6671875,23.6671875
advection_diffusion_seed3,2,2,77.89630977130977,31.988045738045738,1691.015625,92.43773374528419,23.512790624704685,20.2921875,20.2921875
advection_diffusion_seed3,2,3,93.57368896925858,80.625,1944.140625,81.0322649952842,89.10025511334105,23.329687500000002,23.329687500000002
advection_diffusion_seed3,3,0,25.46875,28.563179347826086,1940.625,19.694657018017747,35.055994111156366,23.2875,23.2875
advection_diffusion_seed3,3,1,40.608377659574465,78.80319148936171,1982.8125,41.87292237406049,75.4767300468706,23.79375,23.79375
advection_diffusion_seed3,3,2,78.43814168377824,32.090605749486656,1712.109375,92.81789896688912,23.59779098615637,20.5453125,20.5453125
advection_diffusion_seed3,3,3,93.75,80.71347549909255,1937.109375,81.37024271688911,89.20629026242284,23.2453125,23.2453125
advection_diffusion_seed3,4,0,25.846994535519126,28.73633879781421,1930.078125,20.075161564248532,35.14644537666784,23.1609375,23.1609375
advection_diffusion_seed3,4,1,41.029804270462634,78.91681494661921,1975.78125,42.27125773294675,75.59708505839076,23.709375,23.709375
advection_diffusion_seed3,4,2,78.71932515337423,32.10889570552147,1719.140625,93.10577951778173,23.698789126667844,20.6296875,20.6296875
advection_diffusion_seed3,4,3,94.15004638218925,81.00417439703153,1894.921875,81.76359201778173,89.41428097588516,22.7390625,22.7390625
advection_diffusion_seed3,5,0,26.29431818181818,28.75227272727273,1933.59375,20.494948237061678,35.257587245128214,23.203125,23.203125
advection_diffusion_seed3,5,1,41.43382352941177,79.04411764705883,1972.265625,42.684503381857816,75.73119373282694,23.6671875,23.6671875
advection_diffusion_seed3,5,2,79.02876782077394,32.28360488798371,1726.171875,93.54991286680898,23.778290370128214,20.7140625,20.7140625
advection_diffusion_seed3,5,3,94.64449541284404,81.25114678899082,1916.015625,82.12335036680898,89.75646130684632,22.9921875,22.9921875
advection_diffusion_seed3,6,0,26.862522686025407,28.82940108892922,1937.109375,21.049565713737802,35.4163301456916,23.2453125,23.2453125
advection_diffusion_seed3,6,1,41.9367145421903,79.1842459605027,1958.203125,43.20296016046913,75.88317256013747,23.4984375,23.4984375
advection_diffusion_seed3,6,2,79.4286809815951,32.53450920245399,1719.140625,93.8752170676324,23.947580145691607,20.6296875,20.6296875
advection_diffusion_seed3,6,3,94.91628440366972,81.24426605504587,1916.015625,82.46974831763241,89.83119511180826,22.9921875,22.9921875
advection_diffusion_seed3,7,0,27.14318181818182,28.943181818181817,1933.59375,21.337078239794966,35.54104521780303,23.203125,23.203125
advection_diffusion_seed3,7,1,42.23488267148014,79.2610559566787,1947.65625,43.49805772002115,75.95820332055723,23.371875,23.371875
advection_diffusion_seed3,7,2,79.73484848484848,32.61742424242424,1740.234375,94.25220135639483,24.019560842803028,20.8828125,20.8828125
advection_diffusion_seed3,7,3,95.31135110294117,81.35914522058823,1912.5,82.79399823139484,89.95700862020945,22.95,22.95
