scene,t,axis,tau,budget,achieved,global_gap
crowding_seed2,2,x,0.0,1.0,1.0,0.0
crowding_seed2,3,x,0.0,1.0,1.0,0.0
crowding_seed2,4,x,0.0,1.0,1.0,0.0
crowding_seed2,5,x,0.0,1.0,1.0,0.0
crowding_seed2,6,x,0.0,1.0,1.0,0.0
crowding_seed2,7,x,0.0,1.0,1.0,0.0
crowding_seed2,8,x,0.0,1.0,1.0,0.0
crowding_seed2,9,x,0.0,1.0,1.0,0.0
crowding_seed2,10,x,0.0,1.0,1.0,0.0
crowding_seed2,11,x,0.0,1.0,1.0,0.0
crowding_seed2,12,x,0.0,1.0,1.0,0.0
crowding_seed2,13,x,0.0,1.0,1.0,0.0
crowding_seed2,14,x,0.0,1.0,1.0,0.0
crowding_seed2,15,x,0.0,1.0,1.0,0.0
crowding_seed2,16,x,0.0,1.0,1.0,0.0
crowding_seed2,17,x,0.0,1.0,1.0,0.0
crowding_seed2,18,x,0.0,1.0,1.0,0.0
crowding_seed2,19,x,0.0,1.0,1.0,0.0
crowding_seed2,20,x,0.0287479928359744,1.0287479928359744,1.0287479928359744,0.0
crowding_seed2,0,y,0.0,1.0,0.8438548196652214,9.573760895165151e-09
crowding_seed2,1,y,0.0,1.0,0.7892520125006044,0.00014596531690536096
crowding_seed2,2,y,0.0,1.0,0.7846260310186892,0.000191486553825726
crowding_seed2,3,y,0.0,1.0,0.7465712709102732,0.00019172687603852268
crowding_seed2,4,y,0.0,1.0,0.7112814544928057,0.00023571866322980028
crowding_seed2,5,y,0.0,1.0,0.6906576535237825,0.0002736099328792818
crowding_seed2,6,y,0.0,1.0,0.6877509185359969,0.00021300730617879182
crowding_seed2,7,y,0.0,1.0,0.6409648888339241,0.00018807691416666827
crowding_seed2,8,y,0.0,1.0,0.6160329775772801,0.0002646906466736709
crowding_seed2,9,y,0.0,1.0,0.6117009005986702,0.0003755961539084751
crowding_seed2,10,y,0.0,1.0,0.5832695085823651,0.0003595281464061628
crowding_seed2,11,y,0.0,1.0,0.5366771591944115,0.00038344036961812655
crowding_seed2,12,y,0.0,1.0,0.5184837927514749,0.0001710711970313028
crowding_seed2,13,y,0.0,1.0,0.5049730143623528,0.00018891218573546809
crowding_seed2,14,y,0.0,1.0,0.4737829304511152,0.00018773324353604792
crowding_seed2,15,y,0.0,1.0,0.45528454162588616,0.0001848331423977001
crowding_seed2,16,y,0.0,1.0,0.4381928415807508,0.0002002309742746844
crowding_seed2,17,y,0.0,1.0,0.4076418942224045,0.00023027315670121062
crowding_seed2,18,y,0.0,1.0,0.3891967690641849,0.00023623467355038397
crowding_seed2,19,y,0.0,1.0,0.3754057276500795,0.00021467500831739983
crowding_seed2,20,y,0.0,1.0,0.3586979845724443,0.000217707940900147
crowding_seed3,0,x,0.0,1.0,1.0,3.809864438153454e-06
crowding_seed3,1,x,0.0,1.0,1.0,2.404703309366596e-06
crowding_seed3,2,x,0.0,1.0,1.0,6.329312327579828e-07
crowding_seed3,3,x,0.0,1.0,1.0,0.0
crowding_seed3,4,x,0.0,1.0,1.0,0.0
crowding_seed3,5,x,0.0,1.0,1.0,0.0
crowding_seed3,6,x,0.0,1.0,1.0,2.1600499167107046e-11
crowding_seed3,7,x,0.0,1.0,1.0,4.3417867345851846e-07
crowding_seed3,8,x,0.0,1.0,1.0,1.232724571309518e-07
crowding_seed3,9,x,0.0,1.0,1.0,3.0302105642476818e-06
crowding_seed3,10,x,0.0,1.0,1.0,6.786444600948016e-06
crowding_seed3,11,x,0.0,1.0,1.0,0.0
crowding_seed3,12,x,0.0,1.0,1.0,8.785887075646315e-07
crowding_seed3,13,x,0.0,1.0,1.0,0.0
crowding_seed3,14,x,0.0,1.0,1.0,0.0
crowding_seed3,15,x,0.0,1.0,1.0,0.0
crowding_seed3,16,x,0.20019211065574893,1.200192110655749,1.200192110655749,0.0
crowding_seed3,17,x,0.467373017298911,1.467373017298911,1.467373017298911,0.0
crowding_seed3,18,x,0.46905813276397623,1.4690581327639762,1.4690581327639762,0.0
crowding_seed3,19,x,0.6903094951923094,1.6903094951923094,1.6903094951923094,0.0
crowding_seed3,20,x,0.9453385013544846,1.9453385013544846,1.9453385013544846,0.0
crowding_seed3,0,y,0.0,1.0,0.8200726121319697,1.1401883437400784e-08
crowding_seed3,1,y,0.0,1.0,0.7870596045815539,9.60622542773848e-05
crowding_seed3,2,y,0.0,1.0,0.7618472114874919,0.00012326401675677445
crowding_seed3,3,y,0.0,1.0,0.7339044365212999,0.00015946659893240067
crowding_seed3,4,y,0.0,1.0,0.7026368716123201,0.00010960282037064673
crowding_seed3,5,y,0.0,1.0,0.6913689434403949,1.0035735147795322e-05
crowding_seed3,6,y,0.0,1.0,0.6634066037809738,2.7544590744277286e-05
crowding_seed3,7,y,0.0,1.0,0.6225275637054004,3.137155334287378e-05
crowding_seed3,8,y,0.0,1.0,0.6029689114244832,3.002326595336058e-05
crowding_seed3,9,y,0.0,1.0,0.5862452504458098,3.176261341608644e-05
crowding_seed3,10,y,0.0,1.0,0.5499213279035473,1.1555204722624168e-05
crowding_seed3,11,y,0.0,1.0,0.5339348648919895,3.59608610285278e-05
crowding_seed3,12,y,0.0,1.0,0.5184351361197415,3.930537211682683e-05
crowding_seed3,13,y,0.0,1.0,0.4731991158333919,1.982847171810853e-05
crowding_seed3,14,y,0.0,1.0,0.45348047198785224,2.574898148677285e-05
crowding_seed3,15,y,0.0,1.0,0.44674432646024087,5.7492735276998275e-05
crowding_seed3,16,y,0.0,1.0,0.41790365770435045,6.311726016283714e-05
crowding_seed3,17,y,0.0,1.0,0.38764411693149015,6.214722451702848e-05
crowding_seed3,18,y,0.0,1.0,0.3816438260459556,5.750222728861942e-05
crowding_seed3,19,y,0.0,1.0,0.3664806823234876,5.813411920030376e-05
crowding_seed3,20,y,0.0,1.0,0.3344490577874062,6.810573576787604e-05
advection_diffusion_seed1,0,x,0.0,1.0,1.0,4.6933223529777024e-08
advection_diffusion_seed1,1,x,0.0,1.0,1.0,4.3978502617392223e-08
advection_diffusion_seed1,2,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,3,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,4,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,5,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,6,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,7,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,8,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,9,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,10,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,11,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,12,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,13,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,14,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,15,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,16,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,17,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,18,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,19,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,20,x,0.0,1.0,1.0,0.0
advection_diffusion_seed1,0,y,29.7070587018333,30.7070587018333,29.922234516655372,1.8827503481588792e-05
advection_diffusion_seed1,1,y,29.688161472720992,30.688161472720992,29.90747653735786,5.856420193595113e-05
advection_diffusion_seed1,2,y,6.59742247828185,7.59742247828185,7.59742247828185,2.546585164964199e-11
advection_diffusion_seed1,3,y,6.64717629602713,7.64717629602713,7.64717629602713,1.1368683772161603e-13
advection_diffusion_seed1,4,y,6.677672053210845,7.677672053210845,7.677672053210845,3.3394951515219873e-07
advection_diffusion_seed1,5,y,29.62772461252853,30.62772461252853,30.197386384678666,3.051844123547198e-05
advection_diffusion_seed1,6,y,6.623483462832727,7.623483462832727,7.623483462832727,9.873097042145673e-07
advection_diffusion_seed1,7,y,6.619489703262062,7.619489703262062,7.619489703262062,4.5261117520567495e-08
advection_diffusion_seed1,8,y,6.661091014105057,7.661091014105057,7.661091014105057,5.900346877751872e-11
advection_diffusion_seed1,9,y,29.44316964606609,30.44316964606609,30.02558386424284,6.410198693629354e-06
advection_diffusion_seed1,10,y,29.382191530506546,30.382191530506546,29.61244159899568,1.9950620298914146e-05
advection_diffusion_seed1,11,y,6.655119879124793,7.655119879124793,7.655119879124797,3.3395486298104515e-05
advection_diffusion_seed1,12,y,6.581507699745767,7.581507699745767,7.581507699745771,6.852167189208558e-08
advection_diffusion_seed1,13,y,6.654607356509526,7.654607356509526,7.65460735650953,7.016554945948883e-07
advection_diffusion_seed1,14,y,6.602757129854371,7.602757129854371,7.602757129854371,5.88799673550966e-06
advection_diffusion_seed1,15,y,6.6702638102192005,7.6702638102192005,7.6702638102192005,8.638189569865062e-06
advection_diffusion_seed1,16,y,6.554399138213451,7.554399138213451,7.554399138213455,4.1598013922339305e-10
advection_diffusion_seed1,17,y,6.510787673086835,7.510787673086835,7.510787673086838,5.270976544125006e-09
advection_diffusion_seed1,18,y,6.538313228065039,7.538313228065039,7.538313228065039,6.372147254296578e-10
advection_diffusion_seed1,19,y,6.580698192162139,7.580698192162139,7.580698192162139,3.149125404888764e-11
advection_diffusion_seed1,20,y,6.488296008429565,7.488296008429565,7.488296008429565,1.3387762010097504e-09
advection_diffusion_seed2,0,x,12.20409919543441,13.20409919543441,13.20409919543441,1.0745261761258007e-05
advection_diffusion_seed2,1,x,12.114984631147536,13.114984631147536,13.114984631147536,2.096635057569074e-06
advection_diffusion_seed2,2,x,12.08838198701612,13.08838198701612,13.08838198701612,8.425266389622266e-05
advection_diffusion_seed2,3,x,12.150558070588403,13.150558070588403,13.150558070588403,0.0002025746683784746
advection_diffusion_seed2,4,x,12.191080035335034,13.191080035335034,13.191080035335034,0.00012669398631715012
advection_diffusion_seed2,5,x,12.147898914493183,13.147898914493183,13.147898914493183,5.605850219581043e-07
advection_diffusion_seed2,6,x,12.102783973608766,13.102783973608766,13.102783973608766,4.4364912810124224e-07
advection_diffusion_seed2,7,x,12.029030484745974,13.029030484745974,13.029030484745974,2.5390952600901073e-05
advection_diffusion_seed2,8,x,12.056631285732834,13.056631285732834,13.056631285732834,1.344046495432849e-06
advection_diffusion_seed2,9,x,12.140032209429819,13.140032209429819,13.140032209429819,4.5522990376412054e-05
advection_diffusion_seed2,10,x,12.158797713225454,13.158797713225454,13.158797713225454,1.604538283572765e-06
advection_diffusion_seed2,11,x,12.042572198108886,13.042572198108886,13.042572198108886,5.2707084023495554e-05
advection_diffusion_seed2,12,x,11.988563581387737,12.988563581387737,12.988563581387737,3.706679683546099e-05
advection_diffusion_seed2,13,x,12.055623525943403,13.055623525943403,13.055623525943403,0.00015737405249183212
advection_diffusion_seed2,14,x,12.0859375,13.0859375,13.0859375,2.4028454618019168e-05
advection_diffusion_seed2,15,x,12.088203620274243,13.088203620274243,13.088203620274243,5.387977739701455e-05
advection_diffusion_seed2,16,x,12.002279426837859,13.002279426837859,13.002279426837859,1.8714584598455986e-05
advection_diffusion_seed2,17,x,11.962465123262533,12.962465123262533,12.962465123262533,3.593765063669707e-05
advection_diffusion_seed2,18,x,11.96427223110669,12.96427223110669,12.96427223110669,7.114456366252853e-06
advection_diffusion_seed2,19,x,11.769793283361722,12.769793283361722,12.769793283361722,2.278459987792303e-05
advection_diffusion_seed2,20,x,11.747714424153884,12.747714424153884,12.747714424153884,1.9117385818390176e-05
advection_diffusion_seed2,0,y,7.445373941016623,8.445373941016623,8.445373941016626,1.1368683772161603e-13
advection_diffusion_seed2,1,y,7.286023867696514,8.286023867696514,8.286023867696514,0.0
advection_diffusion_seed2,2,y,7.370680901628514,8.370680901628514,8.370680901628518,0.0
advection_diffusion_seed2,3,y,7.385050297404121,8.38505029740412,8.38505029740412,0.0
advection_diffusion_seed2,4,y,7.465071893760722,8.465071893760722,8.465071893760722,0.0
advection_diffusion_seed2,5,y,7.383502683787402,8.383502683787402,8.383502683787402,0.0
advection_diffusion_seed2,6,y,7.4919156733247405,8.49191567332474,8.49191567332474,0.0
advection_diffusion_seed2,7,y,7.4118174256263,8.4118174256263,8.4118174256263,1.1368683772161603e-13
advection_diffusion_seed2,8,y,7.394232536764704,8.394232536764704,8.394232536764704,0.0
advection_diffusion_seed2,9,y,7.349251593015559,8.349251593015559,8.349251593015559,0.0
advection_diffusion_seed2,10,y,7.432236842105265,8.432236842105265,8.432236842105269,1.1368683772161603e-13
advection_diffusion_seed2,11,y,7.399300265635375,8.399300265635375,8.399300265635375,0.0
advection_diffusion_seed2,12,y,7.367714353176897,8.367714353176897,8.367714353176897,0.0
advection_diffusion_seed2,13,y,7.394835648307048,8.394835648307048,8.394835648307051,1.1368683772161603e-13
advection_diffusion_seed2,14,y,7.404015575864783,8.404015575864783,8.404015575864783,0.0
advection_diffusion_seed2,15,y,7.292980572790558,8.292980572790558,8.292980572790558,1.1368683772161603e-13
advection_diffusion_seed2,16,y,7.381632996729916,8.381632996729916,8.38163299672992,0.0
advection_diffusion_seed2,17,y,7.3803663524068455,8.380366352406845,8.380366352406845,0.0
advection_diffusion_seed2,18,y,7.424218750000001,8.424218750000001,8.424218750000001,0.0
advection_diffusion_seed2,19,y,7.379465098477326,8.379465098477326,8.379465098477326,0.0
advection_diffusion_seed2,20,y,7.336230708180096,8.336230708180096,8.336230708180096,0.0
advection_diffusion_seed3,0,x,13.48435847546962,14.48435847546962,14.48435847546962,3.5177172321709804e-06
advection_diffusion_seed3,1,x,13.455400562946735,14.455400562946735,14.455400562946735,3.5739161148740095e-05
advection_diffusion_seed3,2,x,13.541423973974418,14.541423973974418,14.541423973974418,8.277273946077912e-05
advection_diffusion_seed3,3,x,13.379757283110877,14.379757283110877,14.379757283110877,1.9654596030704852e-05
advection_diffusion_seed3,4,x,13.386454364407498,14.386454364407498,14.386454364407498,9.010070107251522e-05
advection_diffusion_seed3,5,x,13.521145046035045,14.521145046035045,14.521145046035045,3.4525955925346352e-06
advection_diffusion_seed3,6,x,13.446536086037312,14.446536086037312,14.446536086037312,2.1904061668465147e-05
advection_diffusion_seed3,7,x,13.51735287154635,14.51735287154635,14.51735287154635,1.4122941820460255e-05
advection_diffusion_seed3,8,x,13.440754937945371,14.440754937945371,14.440754937945371,9.922323442879133e-07
advection_diffusion_seed3,9,x,13.457600653061462,14.457600653061462,14.457600653061462,5.207793128647609e-05
advection_diffusion_seed3,10,x,13.413189409009249,14.413189409009249,14.413189409009249,0.00021837454733031336
advection_diffusion_seed3,11,x,13.422365937334959,14.422365937334959,14.422365937334959,6.6851989686256275e-06
advection_diffusion_seed3,12,x,13.280712447246927,14.280712447246927,14.280712447246927,9.625135703572596e-06
advection_diffusion_seed3,13,x,13.239699323975415,14.239699323975415,14.239699323975415,1.059845817508176e-05
advection_diffusion_seed3,14,x,13.21313295226372,14.21313295226372,14.21313295226372,7.21824923175518e-05
advection_diffusion_seed3,15,x,13.1813487336767,14.1813487336767,14.1813487336767,2.2814886051492067e-06
advection_diffusion_seed3,16,x,13.108098328515553,14.108098328515553,14.108098328515553,3.1137070664044586e-06
advection_diffusion_seed3,17,x,12.911282273346714,13.911282273346714,13.911282273346714,1.2070587445123238e-06
advection_diffusion_seed3,18,x,12.866644227256543,13.866644227256543,13.866644227256543,3.4556888977022027e-06
advection_diffusion_seed3,19,x,12.939061194990288,13.939061194990288,13.939061194990288,7.149865041355952e-06
advection_diffusion_seed3,20,x,12.809760768739068,13.809760768739068,13.809760768739068,2.924674163296004e-06
advection_diffusion_seed3,0,y,7.574724075975361,8.574724075975361,8.574724075975368,0.0
advection_diffusion_seed3,1,y,7.56288542319669,8.56288542319669,8.56288542319669,0.0
advection_diffusion_seed3,2,y,7.475255113341053,8.475255113341053,8.475255113341053,1.1368683772161603e-13
advection_diffusion_seed3,3,y,7.492814763330287,8.492814763330287,8.492814763330287,0.0
advection_diffusion_seed3,4,y,7.410106578853625,8.410106578853625,8.410106578853629,0.0
advection_diffusion_seed3,5,y,7.505314517855492,8.505314517855492,8.505314517855496,0.0
advection_diffusion_seed3,6,y,7.586929056762383,8.586929056762383,8.586929056762386,0.0
advection_diffusion_seed3,7,y,7.597863399621215,8.597863399621215,8.597863399621218,0.0
advection_diffusion_seed3,8,y,7.542113170546557,8.542113170546557,8.542113170546557,0.0
advection_diffusion_seed3,9,y,7.729603203823579,8.72960320382358,8.729603203823586,1.1368683772161603e-13
advection_diffusion_seed3,10,y,7.645311406483135,8.645311406483135,8.645311406483135,0.0
advection_diffusion_seed3,11,y,7.696641057597038,8.696641057597038,8.696641057597038,1.1368683772161603e-13
advection_diffusion_seed3,12,y,7.584887762504486,8.584887762504486,8.584887762504493,1.1368683772161603e-13
advection_diffusion_seed3,13,y,7.6402284089449495,8.64022840894495,8.64022840894495,0.0
advection_diffusion_seed3,14,y,7.583490057662548,8.583490057662548,8.583490057662548,0.0
advection_diffusion_seed3,15,y,7.563765023856689,8.56376502385669,8.56376502385669,0.0
advection_diffusion_seed3,16,y,7.475911377448789,8.475911377448789,8.475911377448796,1.1368683772161603e-13
advection_diffusion_seed3,17,y,7.433042628092817,8.433042628092817,8.43304262809282,1.1368683772161603e-13
advection_diffusion_seed3,18,y,7.4549286038312275,8.454928603831227,8.454928603831227,0.0
advection_diffusion_seed3,19,y,7.3948225817544575,8.394822581754458,8.394822581754458,0.0
advection_diffusion_seed3,20,y,7.497379611882376,8.497379611882376,8.49737961188238,0.0
translation_growth_grid49,0,x,0.0,1.0,1.0,2.6070939341593657e-05
translation_growth_grid49,1,x,0.0,1.0,1.0,2.961553796865246e-05
translation_growth_grid49,2,x,0.0,1.0,1.0,3.570897929705552e-05
translation_growth_grid49,3,x,0.0,1.0,1.0,3.9699051924912965e-05
translation_growth_grid49,4,x,0.0,1.0,1.0,3.88158893116497e-05
translation_growth_grid49,5,x,0.0,1.0,1.0,4.36059034285563e-05
translation_growth_grid49,6,x,0.0,1.0,1.0,4.4643197313121163e-05
translation_growth_grid49,7,x,0.0,1.0,1.0,5.2852530913582996e-05
translation_growth_grid49,8,x,0.0,1.0,1.0,6.470352704468496e-05
translation_growth_grid49,9,x,0.0,1.0,1.0,6.291943149960844e-05
translation_growth_grid49,10,x,0.0,1.0,1.0,6.689208714760753e-05
translation_growth_grid49,11,x,0.0,1.0,1.0,7.156589477119724e-05
translation_growth_grid49,12,x,0.0,1.0,1.0,7.22240528148177e-05
translation_growth_grid49,13,x,0.0,1.0,1.0,8.900029682479271e-05
translation_growth_grid49,14,x,0.0,1.0,1.0,9.744840534153809e-05
translation_growth_grid49,15,x,0.0,1.0,1.0,0.00010212652036045711
translation_growth_grid49,16,x,0.0,1.0,1.0,0.00010506110552910286
translation_growth_grid49,17,x,0.0,1.0,1.0,9.578821951095051e-05
translation_growth_grid49,18,x,0.0,1.0,1.0,0.00010760092573036673
translation_growth_grid49,19,x,0.0,1.0,1.0,0.0001292558859802284
translation_growth_grid49,20,x,0.0,1.0,1.0,0.00013926356865567868
translation_growth_grid49,0,y,0.0,1.0,1.0,1.3931873752426327e-05
translation_growth_grid49,1,y,0.0,1.0,1.0,1.198596379481387e-05
translation_growth_grid49,2,y,0.0,1.0,1.0,1.1325131026751478e-05
translation_growth_grid49,3,y,0.0,1.0,1.0,1.3038177485213964e-05
translation_growth_grid49,4,y,0.0,1.0,1.0,1.4234067691631935e-05
translation_growth_grid49,5,y,0.0,1.0,1.0,1.9699277629570133e-05
translation_growth_grid49,6,y,0.0,1.0,1.0,1.8436396544529998e-05
translation_growth_grid49,7,y,0.0,1.0,1.0,1.519135588523568e-05
translation_growth_grid49,8,y,0.0014705882352856747,1.0014705882352857,1.0014705882352857,1.0817178008437622e-05
translation_growth_grid49,9,y,0.0,1.0,1.0,1.3580212566921546e-05
translation_growth_grid49,10,y,0.0,1.0,1.0,1.6621042050246615e-05
translation_growth_grid49,11,y,0.0,1.0,1.0,1.881369132661348e-05
translation_growth_grid49,12,y,0.0,1.0,1.0,1.7172782918351004e-05
translation_growth_grid49,13,y,0.0,1.0,1.0,1.3201735100665246e-05
translation_growth_grid49,14,y,0.0795289855072383,1.0795289855072383,1.0795289855072383,1.3416445767688856e-05
translation_growth_grid49,15,y,0.03885869565217348,1.0388586956521735,1.0388586956521735,1.3448664390125487e-05
translation_growth_grid49,16,y,0.0,1.0,1.0,1.4611928577323852e-05
translation_growth_grid49,17,y,0.0,1.0,1.0,1.434303123915015e-05
translation_growth_grid49,18,y,0.09500217770035135,1.0950021777003514,1.0950021777003514,1.51678489146434e-05
translation_growth_grid49,19,y,0.13794642857143202,1.137946428571432,1.1379464285714391,1.797226150301867e-05
translation_growth_grid49,20,y,0.19673913043478564,1.1967391304347856,1.1967391304347856,1.6860402865859214e-05
translation_growth_grid81,0,x,0.0,1.0,1.0,3.5331681388584e-05
translation_growth_grid81,1,x,0.0,1.0,1.0,3.235779999499755e-05
translation_growth_grid81,2,x,0.0,1.0,1.0,4.118519899520834e-05
translation_growth_grid81,3,x,0.0,1.0,1.0,4.445602708358365e-05
translation_growth_grid81,4,x,0.0,1.0,1.0,4.497587889318311e-05
translation_growth_grid81,5,x,0.0,1.0,1.0,5.2803840645765376e-05
translation_growth_grid81,6,x,0.0,1.0,1.0,6.0460538648499096e-05
translation_growth_grid81,7,x,0.0,1.0,1.0,6.071805761109772e-05
translation_growth_grid81,8,x,0.0,1.0,1.0,6.661316854206234e-05
translation_growth_grid81,9,x,0.0,1.0,1.0,7.547124623386026e-05
translation_growth_grid81,10,x,0.0,1.0,1.0,8.197072796178873e-05
translation_growth_grid81,11,x,0.0,1.0,1.0,8.230645102003109e-05
translation_growth_grid81,12,x,0.0,1.0,1.0,9.03979800881416e-05
translation_growth_grid81,13,x,0.0,1.0,1.0,0.00010266685549709109
translation_growth_grid81,14,x,0.0,1.0,1.0,0.00010249132350281798
translation_growth_grid81,15,x,0.0,1.0,1.0,0.00010908201187476152
translation_growth_grid81,16,x,0.0,1.0,1.0,0.00012420936425883156
translation_growth_grid81,17,x,0.0,1.0,1.0,0.00012661489731158326
translation_growth_grid81,18,x,0.0,1.0,1.0,0.0001308475006851495
translation_growth_grid81,19,x,0.0,1.0,1.0,0.0001435678599932544
translation_growth_grid81,20,x,0.0,1.0,1.0,0.00015758302637891575
translation_growth_grid81,0,y,0.0,1.0,1.0,1.5357906704593915e-05
translation_growth_grid81,1,y,0.0,1.0,1.0,1.460345100667837e-05
translation_growth_grid81,2,y,0.0,1.0,1.0,1.3542228771257214e-05
translation_growth_grid81,3,y,0.0,1.0,1.0,1.3979924176510394e-05
translation_growth_grid81,4,y,0.0,1.0,1.0,1.4650248772341001e-05
translation_growth_grid81,5,y,0.0,1.0,1.0,1.5059964368902001e-05
translation_growth_grid81,6,y,0.0,1.0,1.0,1.3510203814348642e-05
translation_growth_grid81,7,y,0.0,1.0,1.0,1.5360634506578208e-05
translation_growth_grid81,8,y,0.0,1.0,1.0,1.5702081213930796e-05
translation_growth_grid81,9,y,0.0,1.0,1.0,1.4954295693314634e-05
translation_growth_grid81,10,y,0.0,1.0,1.0,1.5862703435232106e-05
translation_growth_grid81,11,y,0.0,1.0,1.0,1.483033827298641e-05
translation_growth_grid81,12,y,0.0,1.0,1.0,1.41726220590499e-05
translation_growth_grid81,13,y,0.0,1.0,1.0,1.4749371075595263e-05
translation_growth_grid81,14,y,0.0,1.0,1.0,1.4175135561345087e-05
translation_growth_grid81,15,y,0.0,1.0,1.0,1.6024471506170812e-05
translation_growth_grid81,16,y,0.05137571682752906,1.051375716827529,1.0513757168275362,1.5860040093684802e-05
translation_growth_grid81,17,y,0.016505414312618427,1.0165054143126184,1.0165054143126184,1.5324103173952608e-05
translation_growth_grid81,18,y,0.09660416001278094,1.096604160012781,1.096604160012788,1.6881671967894363e-05
translation_growth_grid81,19,y,0.10333079804311751,1.1033307980431175,1.1033307980431175,1.749589068822388e-05
translation_growth_grid81,20,y,0.3085459616593269,1.308545961659327,1.308545961659334,1.9363156411600357e-05
