scene,t,axis,tau,budget,achieved,global_gap
translation_growth,20,x,0.0,1.0,1.0,0.00015417445501952898
translation_growth,0,y,0.0,1.0,1.0,1.3786652630187746e-05
translation_growth,1,y,0.0,1.0,1.0,1.433666324146543e-05
translation_growth,2,y,0.0,1.0,1.0,1.325550050523816e-05
translation_growth,3,y,0.0,1.0,1.0,1.1926755178137682e-05
translation_growth,4,y,0.0,1.0,1.0,1.321100893392213e-05
translation_growth,5,y,0.0,1.0,1.0,1.60837410021486e-05
translation_growth,6,y,0.0,1.0,1.0,1.5666744161535462e-05
translation_growth,7,y,0.0,1.0,1.0,1.3437581515063357e-05
translation_growth,8,y,0.0,1.0,1.0,1.5339466813202307e-05
translation_growth,9,y,0.0,1.0,1.0,1.5930339259284665e-05
translation_growth,10,y,0.0,1.0,1.0,1.5666644117118267e-05
translation_growth,11,y,0.0,1.0,1.0,1.313516497702949e-05
translation_growth,12,y,0.0,1.0,1.0,1.2986349702259758e-05
translation_growth,13,y,0.0,1.0,1.0,1.6017782400012948e-05
translation_growth,14,y,0.0,1.0,1.0,1.8057244119518145e-05
translation_growth,15,y,0.02810225276104461,1.0281022527610446,1.0281022527610446,1.4198090298123134e-05
translation_growth,16,y,0.11400496174080388,1.1140049617408039,1.1140049617408039,1.5523220326940645e-05
translation_growth,17,y,0.04549525915611241,1.0454952591561124,1.0454952591561124,1.4465813251263171e-05
translation_growth,18,y,0.039786794039429196,1.0397867940394292,1.0397867940394292,1.593772242358682e-05
translation_growth,19,y,0.005040818117976187,1.0050408181179762,1.0050408181179762,1.5781928482283547e-05
translation_growth,20,y,0.23009928447945072,1.2300992844794507,1.2300992844794507,1.8551237531028164e-05
local_growth,0,x,0.0,1.0,1.0,3.0352772085961988e-05
local_growth,1,x,0.0,1.0,1.0,2.7245875827475174e-05
local_growth,2,x,0.0,1.0,1.0,2.402293173986436e-05
local_growth,3,x,0.0,1.0,1.0,2.480564248230621e-05
local_growth,4,x,0.0,1.0,1.0,2.559425244896829e-05
local_growth,5,x,0.0,1.0,1.0,2.616792579601679e-05
local_growth,6,x,0.0,1.0,1.0,2.7020271517130823e-05
local_growth,7,x,0.0,1.0,1.0,2.602562213382953e-05
local_growth,8,x,0.0,1.0,1.0,2.5256617163904593e-05
local_growth,9,x,0.0,1.0,1.0,2.4463618444769963e-05
local_growth,10,x,0.0,1.0,1.0,2.415386542509168e-05
local_growth,11,x,0.0,1.0,1.0,2.2820849039817404e-05
local_growth,12,x,0.0,1.0,1.0,2.192926754673863e-05
local_growth,13,x,0.0,1.0,1.0,2.1048617043106788e-05
local_growth,14,x,0.0,1.0,1.0,2.0465368919531102e-05
local_growth,15,x,0.0,1.0,1.0,2.0688932195866983e-05
local_growth,16,x,0.0,1.0,1.0,1.994142805017418e-05
local_growth,17,x,0.0,1.0,1.0,2.000549069691715e-05
local_growth,18,x,0.0,1.0,1.0,2.0964062656503302e-05
local_growth,19,x,0.0,1.0,1.0,2.1708430708144988e-05
local_growth,20,x,0.0,1.0,1.0,2.2152103198891382e-05
local_growth,0,y,0.0,1.0,1.0,1.3786652630187746e-05
local_growth,1,y,0.0,1.0,1.0,1.2214144135214156e-05
local_growth,2,y,0.0,1.0,1.0,1.0586339385554311e-05
local_growth,3,y,0.0,1.0,1.0,8.591747473474243e-06
local_growth,4,y,0.0,1.0,1.0,9.40750379641031e-06
local_growth,5,y,0.0,1.0,1.0,7.726991668732808e-06
local_growth,6,y,0.0,1.0,1.0,6.743272535914002e-06
local_growth,7,y,0.0,1.0,1.0,7.518212214563391e-06
local_growth,8,y,0.0,1.0,1.0,7.465876876722177e-06
local_growth,9,y,0.0,1.0,1.0,7.844888784802606e-06
local_growth,10,y,0.0,1.0,1.0,6.831196401435591e-06
local_growth,11,y,0.0,1.0,1.0,5.975334318009118e-06
local_growth,12,y,0.0,1.0,1.0,7.033209271867236e-06
local_growth,13,y,0.0,1.0,1.0,6.429511074657057e-06
local_growth,14,y,0.0,1.0,1.0,5.406249044881406e-06
local_growth,15,y,0.0,1.0,1.0,4.946630838276178e-06
local_growth,16,y,0.0,1.0,1.0,5.185131044527225e-06
local_growth,17,y,0.0,1.0,1.0,4.750060554670199e-06
local_growth,18,y,0.0,1.0,1.0,3.912347096957092e-06
local_growth,19,y,0.0,1.0,1.0,2.9622559054587327e-06
local_growth,20,y,0.0,1.0,1.0,3.0459505069302395e-06
hierarchy_change,0,x,13.264152613578403,14.264152613578403,14.264152613578403,1.0762294550659135e-05
hierarchy_change,1,x,13.21019915979248,14.21019915979248,14.21019915979248,5.848514410899952e-05
hierarchy_change,2,x,0.0,1.0,1.0,0.0
hierarchy_change,3,x,0.0,1.0,1.0,0.0
hierarchy_change,4,x,0.0,1.0,1.0,0.0
hierarchy_change,5,x,0.0,1.0,1.0,0.0
hierarchy_change,6,x,0.0,1.0,1.0,0.0
hierarchy_change,7,x,0.0,1.0,1.0,0.0
hierarchy_change,8,x,0.0,1.0,1.0,0.0
hierarchy_change,9,x,0.0,1.0,1.0,0.0
hierarchy_change,10,x,0.0,1.0,1.0,0.0
hierarchy_change,11,x,0.0,1.0,1.0,0.0
hierarchy_change,12,x,0.0,1.0,1.0,0.0
hierarchy_change,13,x,0.0,1.0,1.0,0.0
hierarchy_change,14,x,0.0,1.0,1.0,0.0
hierarchy_change,15,x,0.0,1.0,1.0,4.463879577087937e-08
hierarchy_change,16,x,0.0,1.0,1.0,3.2265928098240693e-06
hierarchy_change,17,x,0.0,1.0,1.0,3.7757862116905017e-06
hierarchy_change,18,x,0.0,1.0,1.0,4.6153349444466585e-06
hierarchy_change,19,x,0.0,1.0,1.0,5.658887005211e-06
hierarchy_change,20,x,0.0,1.0,1.0,1.7402245873654465e-05
hierarchy_change,0,y,7.31330072815615,8.31330072815615,8.31330072815615,0.0
hierarchy_change,1,y,7.241579804239894,8.241579804239894,8.241579804239894,0.0
hierarchy_change,2,y,26.106444783892528,27.106444783892528,26.443418931214204,8.583641374571016e-06
hierarchy_change,3,y,24.401108856550344,25.401108856550344,24.442592539596433,0.00010157469364457938
hierarchy_change,4,y,22.92237123456274,23.92237123456274,23.023729110893356,0.00011825233764284349
hierarchy_change,5,y,21.371667760019086,22.371667760019086,21.505500752252132,0.0
hierarchy_change,6,y,19.730515119154674,20.730515119154674,19.88390274553548,0.0
hierarchy_change,7,y,18.306820765614965,19.306820765614965,18.50600552148842,0.0
hierarchy_change,8,y,8.432962488914097,9.432962488914097,9.432962488914097,0.0
hierarchy_change,9,y,8.752903200979876,9.752903200979876,9.752903200979876,1.5916157281026244e-12
hierarchy_change,10,y,8.800454604675398,9.800454604675398,9.800454604675398,3.410605131648481e-13
hierarchy_change,11,y,9.004296874999998,10.004296874999998,10.004296874999998,0.0
hierarchy_change,12,y,9.260340493235745,10.260340493235745,10.260340493235745,1.0553734455243102e-05
hierarchy_change,13,y,8.912569103194102,9.912569103194102,9.013688365071474,2.165196178793849e-06
hierarchy_change,14,y,7.668438992834389,8.668438992834389,8.668438992834389,1.0383716244177776e-05
hierarchy_change,15,y,6.013266225961544,7.013266225961544,7.013266225961544,4.9352159976479015e-06
hierarchy_change,16,y,4.729707458941604,5.729707458941604,5.729707458941604,4.901417241853778e-06
hierarchy_change,17,y,3.410020165839356,4.410020165839356,4.410020165839356,6.099791107772035e-07
hierarchy_change,18,y,1.941942630597012,2.941942630597012,2.941942630597012,1.648065676818078e-06
hierarchy_change,19,y,0.5149807115699403,1.5149807115699403,1.5149807115699403,3.993750738118251e-06
hierarchy_change,20,y,0.0,1.0,1.0,1.2877520816800825e-05
crowding,0,x,0.0,1.0,1.0,0.0
crowding,1,x,0.0,1.0,1.0,0.0
crowding,2,x,0.0,1.0,1.0,0.0
crowding,3,x,0.0,1.0,1.0,0.0
crowding,4,x,0.0,1.0,1.0,0.0
crowding,5,x,0.0,1.0,1.0,0.0
crowding,6,x,0.0,1.0,1.0,0.0
crowding,7,x,0.0,1.0,1.0,0.0013768343844731135
crowding,8,x,0.0,1.0,1.0,0.001423103662318681
crowding,9,x,0.0,1.0,1.0,0.0
crowding,10,x,0.0,1.0,1.0,1.0422618970551412e-05
crowding,11,x,0.0,1.0,1.0,0.0
crowding,12,x,0.0,1.0,1.0,7.931211257528048e-06
crowding,13,x,0.0,1.0,1.0,3.0469493594864616e-06
crowding,14,x,0.0,1.0,1.0,9.14008137442579e-06
crowding,15,x,0.0,1.0,1.0,9.459802186029265e-07
crowding,16,x,0.0,1.0,1.0,0.0
crowding,17,x,0.07863225934853801,1.078632259348538,1.078632259348538,0.0
crowding,18,x,0.19870272717058413,1.1987027271705841,1.1987027271705841,0.0
crowding,19,x,0.4056640624999943,1.4056640624999943,1.4056640624999943,1.1467508102214197e-05
crowding,20,x,0.6842548585924959,1.684254858592496,1.684254858592496,0.0
crowding,0,y,0.0,1.0,0.7308228552934537,0.00033711891020082874
crowding,1,y,0.0,1.0,0.7228119902586201,0.00028951469757876325
crowding,2,y,0.0,1.0,0.6931852769784612,0.00019453472404018513
crowding,3,y,0.0,1.0,0.6591505339564883,0.0002281140875939336
crowding,4,y,0.0,1.0,0.6351299075677446,0.00017079402442421454
crowding,5,y,0.0,1.0,0.6257637187906973,0.0002238097397637695
crowding,6,y,0.0,1.0,0.5922868296146468,0.00022757512126325707
crowding,7,y,0.0,1.0,0.569456942491513,0.00021352857515433143
crowding,8,y,0.0,1.0,0.553981339830333,0.000141371760437492
crowding,9,y,0.0,1.0,0.524935709019946,9.789906114288094e-05
crowding,10,y,0.0,1.0,0.49760895317220033,3.819135860250178e-05
crowding,11,y,0.0,1.0,0.4626772287790004,2.0906098420647723e-05
crowding,12,y,0.0,1.0,0.46600441797103187,2.2175411287683744e-05
crowding,13,y,0.0,1.0,0.4370674782466146,1.225616239963756e-05
crowding,14,y,0.0,1.0,0.4116125549579088,2.907140240282491e-05
crowding,15,y,0.0,1.0,0.41593125190048497,2.196683227584373e-05
crowding,16,y,0.0,1.0,0.38678879803432764,1.983192761823016e-05
crowding,17,y,0.0,1.0,0.3576116871513655,9.473640004475925e-06
crowding,18,y,0.0,1.0,0.35074085754247974,5.608927597378077e-06
crowding,19,y,0.0,1.0,0.33076499487895816,1.4210175149909077e-06
crowding,20,y,0.0,1.0,0.3066387498791485,1.0242113909653128e-05
advection_diffusion,0,x,13.02705776091166,14.02705776091166,14.02705776091166,1.016224121030973e-05
advection_diffusion,1,x,13.007901340971785,14.007901340971785,14.007901340971785,4.910855477646692e-05
advection_diffusion,2,x,12.913792443471522,13.913792443471522,13.913792443471522,0.00018455750807788718
advection_diffusion,3,x,13.131654998647193,14.131654998647193,14.131654998647193,0.00014442049928220513
advection_diffusion,4,x,13.153983784997664,14.153983784997664,14.153983784997664,8.628669445442938e-05
advection_diffusion,5,x,13.085950008324716,14.085950008324716,14.085950008324716,5.029797648603562e-06
advection_diffusion,6,x,12.896310924524357,13.896310924524357,13.896310924524357,0.0
advection_diffusion,7,x,13.036430622021115,14.036430622021115,14.036430622021115,4.028754347018548e-06
advection_diffusion,8,x,12.968159958011952,13.968159958011952,13.968159958011952,1.4904200043019955e-06
advection_diffusion,9,x,13.04230270632901,14.04230270632901,14.04230270632901,0.00024866718183602643
advection_diffusion,10,x,12.947178928280493,13.947178928280493,13.947178928280493,2.847169071173994e-06
advection_diffusion,11,x,12.946922759160486,13.946922759160486,13.946922759160486,7.479925329789694e-06
advection_diffusion,12,x,12.891648262918991,13.891648262918991,13.891648262918991,0.0001183253904173398
advection_diffusion,13,x,12.900103595214844,13.900103595214844,13.900103595214844,0.00010313106588455412
advection_diffusion,14,x,12.817682357235483,13.817682357235483,13.817682357235483,6.328201970973168e-05
advection_diffusion,15,x,12.762237662165006,13.762237662165006,13.762237662165006,3.72790584606264e-05
advection_diffusion,16,x,12.686184853235176,13.686184853235176,13.686184853235176,1.1207306556570984e-05
advection_diffusion,17,x,12.608586267672536,13.608586267672536,13.608586267672536,9.81562220658816e-06
advection_diffusion,18,x,12.541912127993484,13.541912127993484,13.541912127993484,6.160593522963609e-05
advection_diffusion,19,x,12.440832817305349,13.440832817305349,13.440832817305349,5.9678961861209245e-06
advection_diffusion,20,x,12.407642704439468,13.407642704439468,13.407642704439468,9.312780548498267e-06
advection_diffusion,0,y,7.114670114930462,8.114670114930462,8.114670114930462,0.0
advection_diffusion,1,y,7.158682208166329,8.15868220816633,8.15868220816633,0.0
advection_diffusion,2,y,7.135745796932753,8.135745796932753,8.135745796932753,1.1368683772161603e-13
advection_diffusion,3,y,7.06058183627367,8.06058183627367,8.06058183627367,0.0
advection_diffusion,4,y,7.022042661798967,8.022042661798967,8.022042661798967,0.0
advection_diffusion,5,y,7.132817650228201,8.132817650228201,8.132817650228205,0.0
advection_diffusion,6,y,6.977129669372204,7.977129669372204,7.977129669372204,1.1368683772161603e-13
advection_diffusion,7,y,7.0047754323628055,8.004775432362806,8.004775432362806,0.0
advection_diffusion,8,y,7.026418739710987,8.026418739710987,8.02641873971099,0.0
advection_diffusion,9,y,7.083666219750107,8.083666219750107,8.083666219750107,1.1368683772161603e-13
advection_diffusion,10,y,7.191985899773641,8.191985899773641,8.191985899773641,0.0
advection_diffusion,11,y,7.104502070783131,8.10450207078313,8.10450207078313,0.0
advection_diffusion,12,y,7.164199884143287,8.164199884143287,8.164199884143287,0.0
advection_diffusion,13,y,7.189554543980378,8.189554543980378,8.189554543980378,1.1368683772161603e-13
advection_diffusion,14,y,7.143393245574558,8.143393245574558,8.143393245574558,0.0
advection_diffusion,15,y,7.1415320686584,8.1415320686584,8.141532068658407,5.660723070377571e-05
advection_diffusion,16,y,7.148418898809524,8.148418898809524,8.148418898809524,5.513365999831876e-05
advection_diffusion,17,y,7.081965687662688,8.081965687662688,8.081965687662688,3.4161994108217186e-05
advection_diffusion,18,y,6.9785184322224225,7.9785184322224225,7.97851843222243,4.765449068599992e-05
advection_diffusion,19,y,6.9697484076348,7.9697484076348,7.9697484076348,4.949540391407936e-05
advection_diffusion,20,y,6.976889211182364,7.976889211182364,7.9768892111823675,1.6486335766785487e-05
hierarchy_change_seed1,0,x,0.0,1.0,1.0,2.431909251754405e-08
hierarchy_change_seed1,1,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,2,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,3,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,4,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,5,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,6,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,7,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,8,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,9,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,10,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,11,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,12,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,13,x,0.0,1.0,1.0,0.0
hierarchy_change_seed1,14,x,0.0,1.0,1.0,4.189229173334752e-06
hierarchy_change_seed1,15,x,0.0,1.0,1.0,2.046400027211348e-08
hierarchy_change_seed1,16,x,0.0,1.0,1.0,2.9692945702208817e-06
hierarchy_change_seed1,17,x,0.0,1.0,1.0,6.594213573407615e-06
hierarchy_change_seed1,18,x,0.0,1.0,1.0,4.572492514398618e-06
hierarchy_change_seed1,19,x,0.0,1.0,1.0,2.2057213271864384e-05
hierarchy_change_seed1,20,x,0.0,1.0,1.0,2.0525081680489166e-05
hierarchy_change_seed1,0,y,29.81493651157464,30.81493651157464,30.052624706075825,1.259067084902199e-05
hierarchy_change_seed1,1,y,28.358881419573642,29.358881419573642,28.54422428210782,6.810940385548747e-05
hierarchy_change_seed1,2,y,26.56075521971566,27.56075521971566,26.67991683392937,3.4651748137548566e-10
hierarchy_change_seed1,3,y,24.918302192616927,25.918302192616927,25.025697771085795,0.0
hierarchy_change_seed1,4,y,23.492102581521742,24.492102581521742,23.535895758222324,3.5822242807626026e-05
hierarchy_change_seed1,5,y,21.86024627601339,22.86024627601339,21.90114884406413,0.0
hierarchy_change_seed1,6,y,20.415215676538622,21.415215676538622,20.445157875762682,0.0
hierarchy_change_seed1,7,y,18.823454608713654,19.823454608713654,18.89423238427237,0.0
hierarchy_change_seed1,8,y,17.347214226973684,18.347214226973684,17.45345787245411,0.0
hierarchy_change_seed1,9,y,15.85650486879971,16.85650486879971,16.00012713321638,0.0
hierarchy_change_seed1,10,y,14.26100671242078,15.26100671242078,14.406568439225545,1.1368683772161603e-13
hierarchy_change_seed1,11,y,12.807123920319974,13.807123920319974,13.014394131115097,2.7302345415591844e-06
hierarchy_change_seed1,12,y,8.806702949270871,9.806702949270871,9.806702949270871,2.608239810797386e-07
hierarchy_change_seed1,13,y,9.138414884868418,10.138414884868418,9.964424058942328,3.347808171838551e-05
hierarchy_change_seed1,14,y,8.43537866661704,9.43537866661704,9.132306684726984,4.179282541372231e-05
hierarchy_change_seed1,15,y,6.856981885302197,7.856981885302197,7.856981885302197,7.907633062131936e-06
hierarchy_change_seed1,16,y,5.451040377475252,6.451040377475252,6.451040377475252,6.4911038180071046e-06
hierarchy_change_seed1,17,y,4.164341649972691,5.164341649972691,5.164341649972698,0.0
hierarchy_change_seed1,18,y,2.7353815447541905,3.7353815447541905,3.7353815447541905,0.0
hierarchy_change_seed1,19,y,1.1411931818181884,2.1411931818181884,2.1411931818181955,2.0168033643130912e-07
hierarchy_change_seed1,20,y,0.0,1.0,1.0,4.508673100644955e-06
hierarchy_change_seed2,0,x,12.36890431680618,13.36890431680618,13.36890431680618,1.8077344066114165e-07
hierarchy_change_seed2,1,x,12.213018132739592,13.213018132739592,13.213018132739592,0.00011310946422327106
hierarchy_change_seed2,2,x,0.0,1.0,1.0,7.077329996718618e-06
hierarchy_change_seed2,3,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,4,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,5,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,6,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,7,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,8,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,9,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,10,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,11,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,12,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,13,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,14,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,15,x,0.0,1.0,1.0,0.0
hierarchy_change_seed2,16,x,0.0,1.0,1.0,2.842170943040401e-14
hierarchy_change_seed2,17,x,0.0,1.0,1.0,2.6800447585628717e-06
hierarchy_change_seed2,18,x,0.0,1.0,1.0,3.843292262217801e-06
hierarchy_change_seed2,19,x,0.0,1.0,1.0,5.86762834586807e-06
hierarchy_change_seed2,20,x,0.0,1.0,1.0,1.6367678313145007e-05
hierarchy_change_seed2,0,y,7.483812013705677,8.483812013705677,8.483812013705677,0.0
hierarchy_change_seed2,1,y,7.757365848612086,8.757365848612086,8.757365848612086,1.1368683772161603e-13
hierarchy_change_seed2,2,y,25.122390278594217,26.122390278594217,25.395824007371836,0.00013398616238191607
hierarchy_change_seed2,3,y,23.673043932764728,24.673043932764728,23.788732675318478,2.2737367544323206e-13
hierarchy_change_seed2,4,y,22.146905723314603,23.146905723314603,22.31663684909494,3.58978695658152e-07
hierarchy_change_seed2,5,y,20.535356208337326,21.535356208337326,20.762401200896434,0.0
hierarchy_change_seed2,6,y,19.023154633620692,20.023154633620692,19.308332039687556,2.2737367544323206e-13
hierarchy_change_seed2,7,y,17.380982892786555,18.380982892786555,17.693546926779057,0.0
hierarchy_change_seed2,8,y,8.82450761554622,9.82450761554622,9.82450761554622,2.291631062689703e-08
hierarchy_change_seed2,9,y,9.00043279097839,10.00043279097839,10.00043279097839,6.821210263296962e-13
hierarchy_change_seed2,10,y,9.125846116529605,10.125846116529605,10.125846116529605,4.547473508864641e-13
hierarchy_change_seed2,11,y,9.362635522959188,10.362635522959188,10.362635522959188,0.0
hierarchy_change_seed2,12,y,9.522153541717454,10.522153541717454,9.869545157598623,6.327788992166461e-05
hierarchy_change_seed2,13,y,8.264693847133898,9.264693847133898,9.1393236405236,1.2422996178429457e-05
hierarchy_change_seed2,14,y,6.783982125957706,7.783982125957706,7.783982125957706,6.810508762100653e-05
hierarchy_change_seed2,15,y,5.36899265631169,6.36899265631169,6.36899265631169,5.998874030410661e-06
hierarchy_change_seed2,16,y,3.9687375992063494,4.968737599206349,4.968737599206349,2.1599237243208336e-07
hierarchy_change_seed2,17,y,2.5026658477628985,3.5026658477628985,3.5026658477628985,1.7239135559066199e-06
hierarchy_change_seed2,18,y,1.212127614299611,2.212127614299611,2.212127614299611,1.7552995359437773e-06
hierarchy_change_seed2,19,y,0.0,1.0,1.0,3.1220132541420753e-06
hierarchy_change_seed2,20,y,0.0,1.0,1.0,3.279587303950393e-06
hierarchy_change_seed3,0,x,13.643518833425247,14.643518833425247,14.643518833425247,3.17926790103229e-05
hierarchy_change_seed3,1,x,0.0,1.0,1.0,0.0006354959067493837
hierarchy_change_seed3,2,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,3,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,4,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,5,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,6,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,7,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,8,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,9,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,10,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,11,x,0.0,1.0,1.0,0.0
hierarchy_change_seed3,12,x,0.0,1.0,1.0,2.842170943040401e-14
hierarchy_change_seed3,13,x,0.0,1.0,1.0,3.294244692142456e-06
hierarchy_change_seed3,14,x,0.0,1.0,1.0,3.073545485676732e-06
hierarchy_change_seed3,15,x,0.0,1.0,1.0,3.2816609518704354e-06
hierarchy_change_seed3,16,x,0.0,1.0,1.0,3.5809042913115263e-06
hierarchy_change_seed3,17,x,0.0,1.0,1.0,3.672464913506701e-06
hierarchy_change_seed3,18,x,0.0,1.0,1.0,4.2982214836229105e-06
hierarchy_change_seed3,19,x,0.0,1.0,1.0,5.32615806037029e-06
hierarchy_change_seed3,20,x,0.0,1.0,1.0,1.9172324982719147e-05
hierarchy_change_seed3,0,y,7.702743270922053,8.702743270922053,8.702743270922056,0.0
hierarchy_change_seed3,1,y,27.564161607616768,28.564161607616768,27.99629915078821,4.390053618408274e-07
hierarchy_change_seed3,2,y,26.170956189496387,27.170956189496387,26.192425701743964,6.313427547866013e-06
hierarchy_change_seed3,3,y,24.577302631578952,25.577302631578952,24.60454125207947,4.5487241322916816e-05
hierarchy_change_seed3,4,y,23.028277202628367,24.028277202628367,23.10564442699272,6.389461532307905e-06
hierarchy_change_seed3,5,y,21.43973055476215,22.43973055476215,21.546974785163663,3.398949957045261e-07
hierarchy_change_seed3,6,y,19.82435787583419,20.82435787583419,19.995418862039372,0.0
hierarchy_change_seed3,7,y,18.41859149106248,19.41859149106248,18.62827083609141,2.2737367544323206e-13
hierarchy_change_seed3,8,y,8.90515571106447,9.90515571106447,9.90515571106447,0.0
hierarchy_change_seed3,9,y,9.10833333333333,10.10833333333333,10.10833333333333,4.547473508864641e-13
hierarchy_change_seed3,10,y,9.205509534124946,10.205509534124946,10.205509534124946,2.2737367544323206e-13
hierarchy_change_seed3,11,y,9.400004286194822,10.400004286194822,10.400004286194822,2.2737367544323206e-13
hierarchy_change_seed3,12,y,9.552555077579566,10.552555077579566,10.552555077579566,2.503473979231785e-06
hierarchy_change_seed3,13,y,9.257592385912702,10.257592385912702,9.327272657849697,4.1138655319628015e-05
hierarchy_change_seed3,14,y,7.712184902900276,8.712184902900276,8.662872209676358,2.1429364437608456e-05
hierarchy_change_seed3,15,y,6.255934106929331,7.255934106929331,7.255934106929331,7.582191074106959e-06
hierarchy_change_seed3,16,y,4.773203124999995,5.773203124999995,5.773203124999995,5.843043140885129e-06
hierarchy_change_seed3,17,y,3.4706419940605926,4.470641994060593,4.4706419940606,8.28903580440965e-07
hierarchy_change_seed3,18,y,2.1135388801070008,3.1135388801070008,3.1135388801070008,2.237250896541809e-06
hierarchy_change_seed3,19,y,0.7990489130434781,1.7990489130434781,1.7990489130434781,2.889722850341059e-06
hierarchy_change_seed3,20,y,0.0,1.0,1.0,1.3185646139390883e-05
crowding_seed1,0,x,0.0,1.0,1.0,0.0
crowding_seed1,1,x,0.0,1.0,1.0,0.0
crowding_seed1,2,x,0.0,1.0,1.0,0.0
crowding_seed1,3,x,0.0,1.0,1.0,0.0014244595133732219
crowding_seed1,4,x,0.0,1.0,1.0,0.0013531816393879126
crowding_seed1,5,x,0.0,1.0,1.0,0.0
crowding_seed1,6,x,0.0,1.0,1.0,0.0
crowding_seed1,7,x,0.0,1.0,1.0,0.0
crowding_seed1,8,x,0.0,1.0,1.0,0.0
crowding_seed1,9,x,0.0,1.0,1.0,0.0
crowding_seed1,10,x,0.0,1.0,1.0,5.8590438129613176e-05
crowding_seed1,11,x,0.0,1.0,1.0,0.0
crowding_seed1,12,x,0.0,1.0,1.0,0.0
crowding_seed1,13,x,0.0,1.0,1.0,1.32612058223458e-06
crowding_seed1,14,x,0.0,1.0,1.0,3.6766216453543166e-06
crowding_seed1,15,x,0.0,1.0,1.0,3.394310624571517e-06
crowding_seed1,16,x,0.0,1.0,1.0,1.4227564179236651e-05
crowding_seed1,17,x,0.0,1.0,1.0,0.0
crowding_seed1,18,x,0.0,1.0,1.0,0.0
crowding_seed1,19,x,0.06082165996929234,1.0608216599692923,1.0608216599692923,0.0
crowding_seed1,20,x,0.26540577168368884,1.2654057716836888,1.2654057716836888,2.2737367544323206e-13
crowding_seed1,0,y,0.0,1.0,0.6693935224221406,0.0003367795277364749
crowding_seed1,1,y,0.0,1.0,0.6577262803647628,0.0002466249992760794
crowding_seed1,2,y,0.0,1.0,0.6345809151413846,0.00024991308563926395
crowding_seed1,3,y,0.0,1.0,0.6226302009232043,0.00018937736781055037
crowding_seed1,4,y,0.0,1.0,0.5927195971488999,0.00014325587481867075
crowding_seed1,5,y,0.0,1.0,0.5949382312585243,0.00025587948202732136
crowding_seed1,6,y,0.0,1.0,0.5686763087983309,0.0002495616975812798
crowding_seed1,7,y,0.0,1.0,0.5355202844642832,0.00020828289783980658
crowding_seed1,8,y,0.0,1.0,0.5253010038772423,0.00011452995938876498
crowding_seed1,9,y,0.0,1.0,0.504245789913611,2.7463389108417502e-05
crowding_seed1,10,y,0.0,1.0,0.4740636337731985,2.46421605556435e-05
crowding_seed1,11,y,0.0,1.0,0.4505616298670354,2.627573764546476e-05
crowding_seed1,12,y,0.0,1.0,0.43158750226830733,2.239754945732031e-06
crowding_seed1,13,y,0.0,1.0,0.4142578186961572,4.3008657426568675e-06
crowding_seed1,14,y,0.0,1.0,0.3839188109292486,1.18509270755629e-05
crowding_seed1,15,y,0.0,1.0,0.3694741996484652,9.793513361611161e-06
crowding_seed1,16,y,0.0,1.0,0.35952859193917774,5.208501989317771e-05
crowding_seed1,17,y,0.0,1.0,0.3456709629926422,2.9670123837144402e-05
crowding_seed1,18,y,0.0,1.0,0.332391098384452,3.763011463775445e-05
crowding_seed1,19,y,0.0,1.0,0.3135006562681255,5.666738912546432e-05
crowding_seed1,20,y,0.0,1.0,0.29805562872564906,4.78142692412753e-05
crowding_seed2,0,x,0.0,1.0,1.0,0.0
crowding_seed2,1,x,0.0,1.0,1.0,0.0
