scene,group,method,readout,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion,distance_x_nrmse,distance_y_nrmse,growth_log_mae,tau_x,tau_y
local_growth,canonical,X-only RA-MTM,first_frame_2d_affine,0.03933816067309415,0.03697111464500359,0.004237106687220492,0.052113029782348545,0.006415169545882253,0.07847752813988057,0.0003209046684088023,0.00017667415936702818,0.0005045441264900849,0.768567145153797,19,0,60,0.12,0.19835930186778392,,4.5883435939586546e-17,0.0,
local_growth,canonical,Dual-Reference RA-MTM,dual_native,0.008333333333333333,0.008333333333333331,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,19,0,60,0.12,0.19835930186778392,0.4532887035776214,4.5883435939586546e-17,0.0,0.0
hierarchy_change,canonical,TMTM,initial_y_oracle,0.24122727473591718,0.23356244562114975,0.31246982623937775,0.05466920724876217,0.4490616546288786,0.23817637988729745,0.012850278139749366,0.010810102218049953,0.14038991264068276,1.4837881904565469,76,0,80,0.12,0.646469109182452,,5.299580219109146e-17,,
hierarchy_change,canonical,TMTM,first_frame_2d_affine,0.25351725719622925,0.23486993436736764,0.25259548349842703,0.19737165469377826,0.3466367182529885,0.40229297403408126,0.013543552707992405,0.012170245873345722,0.14733045459543453,1.204912197785817,76,0,80,0.12,0.646469109182452,,5.299580219109146e-17,,
hierarchy_change,canonical,ST-MTM,initial_y_oracle,0.09206486545709011,0.08409008389208049,0.07774442298519427,0.05466920724876217,0.15483325877403212,0.23817637988729745,0.00805514433297794,0.006601360916814082,0.08891754413242013,1.2097612502805233,76,0,80,0.12,0.2460030768356453,,0.6079385421020255,,
hierarchy_change,canonical,ST-MTM,first_frame_2d_affine,0.12258848329896097,0.11642793546953366,0.05018409158482344,0.14981428877736927,0.148713318186634,0.20630450207529014,0.006995495036041939,0.005855933673797739,0.07491741717578893,1.1883213933587202,76,0,80,0.12,0.2460030768356453,,0.6079385421020255,,
hierarchy_change,canonical,X-only RA-MTM,initial_y_oracle,0.07046464208246495,0.0458268745900598,0.013768217758578529,0.05466920724876217,0.04897242262912117,0.23817637988729745,0.0064502654092574415,0.005700096076917914,0.07868770053709859,0.9640845501704,76,0,80,0.12,0.29894022992578534,,5.837344496661956e-17,13.264152613578403,
hierarchy_change,canonical,X-only RA-MTM,first_frame_2d_affine,0.11713086926775898,0.11094334873853609,0.02916747335759333,0.15270817104511622,0.03490171287887807,0.1970218345354699,0.0062035017453898125,0.005548372228403998,0.07465610336814443,0.9643737210150958,76,0,80,0.12,0.29894022992578534,,5.837344496661956e-17,13.264152613578403,
hierarchy_change,canonical,Dual-Reference RA-MTM,dual_native,0.06425888220799786,0.051959214917866973,0.013768217758578529,0.0691431498803458,0.04897242262912117,0.1916110145666181,0.01789910400807368,0.01613761378180457,0.07862915088256262,0.9173792528647029,76,0,80,0.12,0.29894022992578534,0.43579872058679114,5.837344496661956e-17,13.264152613578403,26.106444783892528
crowding,canonical,TMTM,initial_y_oracle,0.024663526795590737,0.02170726702329734,0.030682469682648282,0.0007859941601417529,0.06221238190183178,0.0017641445336884054,0.0021203819333637116,0.0019238191100585378,0.02099314832800324,1.78703923021363,54,13,60,0.12,0.7629342049940394,,7.172358771715773e-17,,
crowding,canonical,TMTM,first_frame_2d_affine,0.028864618011544427,0.02449406352734732,0.028854799688252827,0.01639297064175136,0.06767055836829668,0.025427236962266214,0.0025449536335987095,0.0016223954088078233,0.021295436223002073,1.9755873388345975,54,13,60,0.12,0.7629342049940394,,7.172358771715773e-17,,
crowding,canonical,ST-MTM,initial_y_oracle,0.1340680744138872,0.11649595705499916,0.1647429974733468,0.0007859941601417529,0.28220870063810993,0.0017641445336884054,0.002159058315847772,0.0017914673911598902,0.02141840461250897,1.3545578638063012,54,0,60,0.12,0.00047653760970788235,,0.02592786272138896,,
crowding,canonical,ST-MTM,first_frame_2d_affine,0.026139180669125784,0.020794680804743598,0.02899176930797022,0.0028761114757071254,0.07279780966364052,0.00773092530555857,0.002115487184163413,0.0017914966771976305,0.021603258922656972,1.3086859739810432,54,0,60,0.12,0.00047653760970788235,,0.02592786272138896,,
crowding,canonical,X-only RA-MTM,initial_y_oracle,0.005537411097070628,0.005285192993276112,0.007392153057178083,0.0007859941601417529,0.011541399408058773,0.0017641445336884054,0.0006519663708792351,0.00027267014410171025,0.0008359871670348085,0.32144614445032504,54,0,60,0.12,0.7247835862761622,,4.1561083278611e-17,0.6842548585924959,
crowding,canonical,X-only RA-MTM,first_frame_2d_affine,0.07717756511716947,0.06045413675755942,0.0031244455357914767,0.0853718912681339,0.007404179361178423,0.223554266253209,0.006071866170029127,0.004219754236484212,0.0632665100126556,1.2209305262335963,54,0,60,0.12,0.7247835862761622,,4.1561083278611e-17,0.6842548585924959,
crowding,canonical,Dual-Reference RA-MTM,dual_native,0.006012584898625784,0.0056914580372029,0.007392153057178083,0.0028388850428111368,0.011541399408058773,0.00560569741970081,0.0003016566796081689,0.0002333561391049466,0.0010989122498767988,0.08734995830701583,54,0,60,0.12,0.7247835862761622,0.018525843319203268,4.1561083278611e-17,0.6842548585924959,0.0
advection_diffusion,canonical,TMTM,initial_y_oracle,0.1758031230745842,0.15684454579468962,0.2214624507743703,0.009542098662710113,0.4183505313152111,0.018709709100825023,0.002236845416418039,0.0018249133868024688,0.02286380010151277,1.4963463736559173,80,8,80,0.12,0.5798682710407316,,4.299945816077511e-17,,
advection_diffusion,canonical,TMTM,first_frame_2d_affine,0.17483877883965945,0.17340857513961674,0.22166968164318676,0.08532756211532132,0.28168667151490984,0.14575442260194452,0.0024060848245623457,0.0017113128673836478,0.02381265252572369,1.5879165288464132,80,8,80,0.12,0.5798682710407316,,4.299945816077511e-17,,
advection_diffusion,canonical,ST-MTM,initial_y_oracle,0.08928969665354038,0.07980953844923884,0.1116451373193583,0.009542098662710113,0.17525825699357067,0.018709709100825023,0.0024246436701370793,0.0021585425935358705,0.025081022583305784,1.539348772307965,80,0,80,0.12,0.3832416194281321,,0.02196635815822493,,
advection_diffusion,canonical,ST-MTM,first_frame_2d_affine,0.16098758214872624,0.1588217089284616,0.07978619580414104,0.2030351213816002,0.19727149742995773,0.22638421303513218,0.0024277568653127907,0.0022288366689487784,0.025080647005592694,1.5539495579901077,80,0,80,0.12,0.3832416194281321,,0.02196635815822493,,
advection_diffusion,canonical,X-only RA-MTM,initial_y_oracle,0.057204909991089486,0.049724051589712825,0.06875601134602739,0.009542098662710113,0.11695853910712246,0.018709709100825023,0.0008090853320708981,0.00031191141751139785,0.007151303585992775,0.30973704030343874,80,0,80,0.12,0.41413002784114006,,3.9394485937260806e-17,13.153983784997664,
advection_diffusion,canonical,X-only RA-MTM,first_frame_2d_affine,0.15380824300694673,0.15283636204006676,0.06092559715802026,0.20350014144771134,0.12052131506389087,0.22427379770294326,0.000708274427333438,0.0004642857210004587,0.005212913859548469,0.21768539915919188,80,0,80,0.12,0.41413002784114006,,3.9394485937260806e-17,13.153983784997664,
