scene,method,t,topology,hierarchy
translation,TMTM,19,True,True
translation,TMTM,20,True,True
translation,ST-MTM,0,True,True
translation,ST-MTM,1,True,True
translation,ST-MTM,2,True,True
translation,ST-MTM,3,True,True
translation,ST-MTM,4,True,True
translation,ST-MTM,5,True,True
translation,ST-MTM,6,True,True
translation,ST-MTM,7,True,True
translation,ST-MTM,8,True,True
translation,ST-MTM,9,True,True
translation,ST-MTM,10,True,True
translation,ST-MTM,11,True,True
translation,ST-MTM,12,True,True
translation,ST-MTM,13,True,True
translation,ST-MTM,14,True,True
translation,ST-MTM,15,True,True
translation,ST-MTM,16,True,True
translation,ST-MTM,17,True,True
translation,ST-MTM,18,True,True
translation,ST-MTM,19,True,True
translation,ST-MTM,20,True,True
translation,X-only RA-MTM,0,True,True
translation,X-only RA-MTM,1,True,True
translation,X-only RA-MTM,2,True,True
translation,X-only RA-MTM,3,True,True
translation,X-only RA-MTM,4,True,True
translation,X-only RA-MTM,5,True,True
translation,X-only RA-MTM,6,True,True
translation,X-only RA-MTM,7,True,True
translation,X-only RA-MTM,8,True,True
translation,X-only RA-MTM,9,True,True
translation,X-only RA-MTM,10,True,True
translation,X-only RA-MTM,11,True,True
translation,X-only RA-MTM,12,True,True
translation,X-only RA-MTM,13,True,True
translation,X-only RA-MTM,14,True,True
translation,X-only RA-MTM,15,True,True
translation,X-only RA-MTM,16,True,True
translation,X-only RA-MTM,17,True,True
translation,X-only RA-MTM,18,True,True
translation,X-only RA-MTM,19,True,True
translation,X-only RA-MTM,20,True,True
translation,Dual-X,0,True,True
translation,Dual-X,1,True,True
translation,Dual-X,2,True,True
translation,Dual-X,3,True,True
translation,Dual-X,4,True,True
translation,Dual-X,5,True,True
translation,Dual-X,6,True,True
translation,Dual-X,7,True,True
translation,Dual-X,8,True,True
translation,Dual-X,9,True,True
translation,Dual-X,10,True,True
translation,Dual-X,11,True,True
translation,Dual-X,12,True,True
translation,Dual-X,13,True,True
translation,Dual-X,14,True,True
translation,Dual-X,15,True,True
translation,Dual-X,16,True,True
translation,Dual-X,17,True,True
translation,Dual-X,18,True,True
translation,Dual-X,19,True,True
translation,Dual-X,20,True,True
translation,Dual-Y,0,True,True
translation,Dual-Y,1,True,True
translation,Dual-Y,2,True,True
translation,Dual-Y,3,True,True
translation,Dual-Y,4,True,True
translation,Dual-Y,5,True,True
translation,Dual-Y,6,True,True
translation,Dual-Y,7,True,True
translation,Dual-Y,8,True,True
translation,Dual-Y,9,True,True
translation,Dual-Y,10,True,True
translation,Dual-Y,11,True,True
translation,Dual-Y,12,True,True
translation,Dual-Y,13,True,True
translation,Dual-Y,14,True,True
translation,Dual-Y,15,True,True
translation,Dual-Y,16,True,True
translation,Dual-Y,17,True,True
translation,Dual-Y,18,True,True
translation,Dual-Y,19,True,True
translation,Dual-Y,20,True,True
growth,TMTM,0,True,True
growth,TMTM,1,True,True
growth,TMTM,2,True,True
growth,TMTM,3,True,True
growth,TMTM,4,True,True
growth,TMTM,5,True,True
growth,TMTM,6,True,True
growth,TMTM,7,True,True
growth,TMTM,8,True,True
growth,TMTM,9,True,True
growth,TMTM,10,True,True
growth,TMTM,11,True,True
growth,TMTM,12,True,True
growth,TMTM,13,True,True
growth,TMTM,14,True,True
growth,TMTM,15,True,True
growth,TMTM,16,True,True
growth,TMTM,17,True,True
growth,TMTM,18,True,True
growth,TMTM,19,True,True
growth,TMTM,20,True,True
growth,ST-MTM,0,True,True
growth,ST-MTM,1,True,True
growth,ST-MTM,2,True,True
growth,ST-MTM,3,True,True
growth,ST-MTM,4,True,True
growth,ST-MTM,5,True,True
growth,ST-MTM,6,True,True
growth,ST-MTM,7,True,True
growth,ST-MTM,8,True,True
growth,ST-MTM,9,True,True
growth,ST-MTM,10,True,True
growth,ST-MTM,11,True,True
growth,ST-MTM,12,True,True
growth,ST-MTM,13,True,True
growth,ST-MTM,14,True,True
growth,ST-MTM,15,True,True
growth,ST-MTM,16,True,True
growth,ST-MTM,17,True,True
growth,ST-MTM,18,True,True
growth,ST-MTM,19,True,True
growth,ST-MTM,20,True,True
growth,X-only RA-MTM,0,True,True
growth,X-only RA-MTM,1,True,True
growth,X-only RA-MTM,2,True,True
growth,X-only RA-MTM,3,True,True
growth,X-only RA-MTM,4,True,True
growth,X-only RA-MTM,5,True,True
growth,X-only RA-MTM,6,True,True
growth,X-only RA-MTM,7,True,True
growth,X-only RA-MTM,8,True,True
growth,X-only RA-MTM,9,True,True
growth,X-only RA-MTM,10,True,True
growth,X-only RA-MTM,11,True,True
growth,X-only RA-MTM,12,True,True
growth,X-only RA-MTM,13,True,True
growth,X-only RA-MTM,14,True,True
growth,X-only RA-MTM,15,True,True
growth,X-only RA-MTM,16,True,True
growth,X-only RA-MTM,17,True,True
growth,X-only RA-MTM,18,True,True
growth,X-only RA-MTM,19,True,True
growth,X-only RA-MTM,20,True,True
growth,Dual-X,0,True,True
growth,Dual-X,1,True,True
growth,Dual-X,2,True,True
growth,Dual-X,3,True,True
growth,Dual-X,4,True,True
growth,Dual-X,5,True,True
growth,Dual-X,6,True,True
growth,Dual-X,7,True,True
growth,Dual-X,8,True,True
growth,Dual-X,9,True,True
growth,Dual-X,10,True,True
growth,Dual-X,11,True,True
growth,Dual-X,12,True,True
growth,Dual-X,13,True,True
growth,Dual-X,14,True,True
growth,Dual-X,15,True,True
growth,Dual-X,16,True,True
growth,Dual-X,17,True,True
growth,Dual-X,18,True,True
growth,Dual-X,19,True,True
growth,Dual-X,20,True,True
growth,Dual-Y,0,True,True
growth,Dual-Y,1,True,True
growth,Dual-Y,2,True,True
growth,Dual-Y,3,True,True
growth,Dual-Y,4,True,True
growth,Dual-Y,5,True,True
growth,Dual-Y,6,True,True
growth,Dual-Y,7,True,True
growth,Dual-Y,8,True,True
growth,Dual-Y,9,True,True
growth,Dual-Y,10,True,True
growth,Dual-Y,11,True,True
growth,Dual-Y,12,True,True
growth,Dual-Y,13,True,True
growth,Dual-Y,14,True,True
growth,Dual-Y,15,True,True
growth,Dual-Y,16,True,True
growth,Dual-Y,17,True,True
growth,Dual-Y,18,True,True
growth,Dual-Y,19,True,True
growth,Dual-Y,20,True,True
translation_growth,TMTM,0,True,True
translation_growth,TMTM,1,True,True
translation_growth,TMTM,2,True,True
translation_growth,TMTM,3,True,True
translation_growth,TMTM,4,True,True
translation_growth,TMTM,5,True,True
translation_growth,TMTM,6,True,True
translation_growth,TMTM,7,True,True
translation_growth,TMTM,8,True,True
translation_growth,TMTM,9,True,True
translation_growth,TMTM,10,True,True
translation_growth,TMTM,11,True,True
translation_growth,TMTM,12,True,True
translation_growth,TMTM,13,True,True
translation_growth,TMTM,14,True,True
translation_growth,TMTM,15,True,True
translation_growth,TMTM,16,True,True
translation_growth,TMTM,17,True,True
translation_growth,TMTM,18,True,True
translation_growth,TMTM,19,True,True
translation_growth,TMTM,20,True,True
translation_growth,ST-MTM,0,True,True
translation_growth,ST-MTM,1,True,True
translation_growth,ST-MTM,2,True,True
translation_growth,ST-MTM,3,True,True
translation_growth,ST-MTM,4,True,True
translation_growth,ST-MTM,5,True,True
translation_growth,ST-MTM,6,True,True
translation_growth,ST-MTM,7,True,True
translation_growth,ST-MTM,8,True,True
translation_growth,ST-MTM,9,True,True
translation_growth,ST-MTM,10,True,True
translation_growth,ST-MTM,11,True,True
translation_growth,ST-MTM,12,True,True
translation_growth,ST-MTM,13,True,True
translation_growth,ST-MTM,14,True,True
translation_growth,ST-MTM,15,True,True
translation_growth,ST-MTM,16,True,True
translation_growth,ST-MTM,17,True,True
translation_growth,ST-MTM,18,True,True
translation_growth,ST-MTM,19,True,True
translation_growth,ST-MTM,20,True,True
translation_growth,X-only RA-MTM,0,True,True
translation_growth,X-only RA-MTM,1,True,True
translation_growth,X-only RA-MTM,2,True,True
translation_growth,X-only RA-MTM,3,True,True
translation_growth,X-only RA-MTM,4,True,True
translation_growth,X-only RA-MTM,5,True,True
translation_growth,X-only RA-MTM,6,True,True
translation_growth,X-only RA-MTM,7,True,True
translation_growth,X-only RA-MTM,8,True,True
translation_growth,X-only RA-MTM,9,True,True
translation_growth,X-only RA-MTM,10,True,True
translation_growth,X-only RA-MTM,11,True,True
translation_growth,X-only RA-MTM,12,True,True
translation_growth,X-only RA-MTM,13,True,True
translation_growth,X-only RA-MTM,14,True,True
translation_growth,X-only RA-MTM,15,True,True
translation_growth,X-only RA-MTM,16,True,True
translation_growth,X-only RA-MTM,17,True,True
translation_growth,X-only RA-MTM,18,True,True
translation_growth,X-only RA-MTM,19,True,True
translation_growth,X-only RA-MTM,20,True,True
translation_growth,Dual-X,0,True,True
translation_growth,Dual-X,1,True,True
translation_growth,Dual-X,2,True,True
translation_growth,Dual-X,3,True,True
translation_growth,Dual-X,4,True,True
translation_growth,Dual-X,5,True,True
translation_growth,Dual-X,6,True,True
translation_growth,Dual-X,7,True,True
translation_growth,Dual-X,8,True,True
translation_growth,Dual-X,9,True,True
translation_growth,Dual-X,10,True,True
translation_growth,Dual-X,11,True,True
translation_growth,Dual-X,12,True,True
translation_growth,Dual-X,13,True,True
translation_growth,Dual-X,14,True,True
translation_growth,Dual-X,15,True,True
translation_growth,Dual-X,16,True,True
translation_growth,Dual-X,17,True,True
translation_growth,Dual-X,18,True,True
translation_growth,Dual-X,19,True,True
translation_growth,Dual-X,20,True,True
translation_growth,Dual-Y,0,True,True
translation_growth,Dual-Y,1,True,True
translation_growth,Dual-Y,2,True,True
translation_growth,Dual-Y,3,True,True
translation_growth,Dual-Y,4,True,True
translation_growth,Dual-Y,5,True,True
translation_growth,Dual-Y,6,True,True
translation_growth,Dual-Y,7,True,True
translation_growth,Dual-Y,8,True,True
translation_growth,Dual-Y,9,True,True
translation_growth,Dual-Y,10,True,True
translation_growth,Dual-Y,11,True,True
translation_growth,Dual-Y,12,True,True
translation_growth,Dual-Y,13,True,True
translation_growth,Dual-Y,14,True,True
translation_growth,Dual-Y,15,True,True
translation_growth,Dual-Y,16,True,True
translation_growth,Dual-Y,17,True,True
translation_growth,Dual-Y,18,True,True
translation_growth,Dual-Y,19,True,True
translation_growth,Dual-Y,20,True,True
local_growth,TMTM,0,True,True
local_growth,TMTM,1,True,True
local_growth,TMTM,2,True,True
local_growth,TMTM,3,True,True
local_growth,TMTM,4,True,True
local_growth,TMTM,5,True,True
local_growth,TMTM,6,True,True
local_growth,TMTM,7,True,True
local_growth,TMTM,8,True,True
local_growth,TMTM,9,True,True
local_growth,TMTM,10,True,True
local_growth,TMTM,11,True,True
local_growth,TMTM,12,True,True
local_growth,TMTM,13,True,True
local_growth,TMTM,14,True,True
local_growth,TMTM,15,True,True
local_growth,TMTM,16,True,True
local_growth,TMTM,17,True,True
local_growth,TMTM,18,True,True
local_growth,TMTM,19,True,True
local_growth,TMTM,20,True,True
local_growth,ST-MTM,0,True,True
local_growth,ST-MTM,1,True,True
local_growth,ST-MTM,2,True,True
local_growth,ST-MTM,3,True,True
local_growth,ST-MTM,4,True,True
local_growth,ST-MTM,5,True,True
local_growth,ST-MTM,6,True,True
local_growth,ST-MTM,7,True,True
local_growth,ST-MTM,8,True,True
local_growth,ST-MTM,9,True,True
local_growth,ST-MTM,10,True,True
local_growth,ST-MTM,11,True,True
local_growth,ST-MTM,12,True,True
local_growth,ST-MTM,13,True,True
local_growth,ST-MTM,14,True,True
local_growth,ST-MTM,15,True,True
local_growth,ST-MTM,16,True,True
local_growth,ST-MTM,17,True,True
local_growth,ST-MTM,18,True,True
local_growth,ST-MTM,19,True,True
local_growth,ST-MTM,20,True,True
local_growth,X-only RA-MTM,0,True,True
local_growth,X-only RA-MTM,1,True,True
local_growth,X-only RA-MTM,2,True,True
local_growth,X-only RA-MTM,3,True,True
local_growth,X-only RA-MTM,4,True,True
local_growth,X-only RA-MTM,5,True,True
local_growth,X-only RA-MTM,6,True,True
local_growth,X-only RA-MTM,7,True,True
local_growth,X-only RA-MTM,8,True,True
local_growth,X-only RA-MTM,9,True,True
local_growth,X-only RA-MTM,10,True,True
local_growth,X-only RA-MTM,11,True,True
local_growth,X-only RA-MTM,12,True,True
local_growth,X-only RA-MTM,13,True,True
local_growth,X-only RA-MTM,14,True,True
local_growth,X-only RA-MTM,15,True,True
local_growth,X-only RA-MTM,16,True,True
local_growth,X-only RA-MTM,17,True,True
local_growth,X-only RA-MTM,18,True,True
local_growth,X-only RA-MTM,19,True,True
local_growth,X-only RA-MTM,20,True,True
local_growth,Dual-X,0,True,True
local_growth,Dual-X,1,True,True
local_growth,Dual-X,2,True,True
local_growth,Dual-X,3,True,True
local_growth,Dual-X,4,True,True
local_growth,Dual-X,5,True,True
local_growth,Dual-X,6,True,True
local_growth,Dual-X,7,True,True
local_growth,Dual-X,8,True,True
local_growth,Dual-X,9,True,True
local_growth,Dual-X,10,True,True
local_growth,Dual-X,11,True,True
local_growth,Dual-X,12,True,True
local_growth,Dual-X,13,True,True
local_growth,Dual-X,14,True,True
local_growth,Dual-X,15,True,True
local_growth,Dual-X,16,True,True
local_growth,Dual-X,17,True,True
local_growth,Dual-X,18,True,True
local_growth,Dual-X,19,True,True
local_growth,Dual-X,20,True,True
local_growth,Dual-Y,0,True,True
local_growth,Dual-Y,1,True,True
local_growth,Dual-Y,2,True,True
local_growth,Dual-Y,3,True,True
local_growth,Dual-Y,4,True,True
local_growth,Dual-Y,5,True,True
local_growth,Dual-Y,6,True,True
local_growth,Dual-Y,7,True,True
local_growth,Dual-Y,8,True,True
local_growth,Dual-Y,9,True,True
local_growth,Dual-Y,10,True,True
local_growth,Dual-Y,11,True,True
local_growth,Dual-Y,12,True,True
local_growth,Dual-Y,13,True,True
local_growth,Dual-Y,14,True,True
local_growth,Dual-Y,15,True,True
local_growth,Dual-Y,16,True,True
local_growth,Dual-Y,17,True,True
local_growth,Dual-Y,18,True,True
local_growth,Dual-Y,19,True,True
local_growth,Dual-Y,20,True,True
hierarchy_change,TMTM,0,True,True
hierarchy_change,TMTM,1,True,True
hierarchy_change,TMTM,2,True,True
hierarchy_change,TMTM,3,True,True
hierarchy_change,TMTM,4,True,True
hierarchy_change,TMTM,5,True,True
hierarchy_change,TMTM,6,True,True
hierarchy_change,TMTM,7,True,True
hierarchy_change,TMTM,8,True,True
hierarchy_change,TMTM,9,True,True
hierarchy_change,TMTM,10,True,True
hierarchy_change,TMTM,11,True,True
hierarchy_change,TMTM,12,True,True
hierarchy_change,TMTM,13,True,True
hierarchy_change,TMTM,14,True,True
hierarchy_change,TMTM,15,True,True
hierarchy_change,TMTM,16,True,True
hierarchy_change,TMTM,17,True,True
hierarchy_change,TMTM,18,True,True
hierarchy_change,TMTM,19,True,True
hierarchy_change,TMTM,20,True,True
hierarchy_change,ST-MTM,0,True,True
hierarchy_change,ST-MTM,1,True,True
hierarchy_change,ST-MTM,2,True,True
hierarchy_change,ST-MTM,3,True,True
hierarchy_change,ST-MTM,4,True,True
hierarchy_change,ST-MTM,5,True,True
hierarchy_change,ST-MTM,6,True,True
hierarchy_change,ST-MTM,7,True,True
hierarchy_change,ST-MTM,8,True,True
hierarchy_change,ST-MTM,9,True,True
hierarchy_change,ST-MTM,10,True,True
hierarchy_change,ST-MTM,11,True,True
hierarchy_change,ST-MTM,12,True,True
hierarchy_change,ST-MTM,13,True,True
hierarchy_change,ST-MTM,14,True,True
hierarchy_change,ST-MTM,15,True,True
hierarchy_change,ST-MTM,16,True,True
hierarchy_change,ST-MTM,17,True,True
hierarchy_change,ST-MTM,18,True,True
hierarchy_change,ST-MTM,19,True,True
hierarchy_change,ST-MTM,20,True,True
hierarchy_change,X-only RA-MTM,0,True,True
hierarchy_change,X-only RA-MTM,1,True,True
hierarchy_change,X-only RA-MTM,2,True,True
hierarchy_change,X-only RA-MTM,3,True,True
hierarchy_change,X-only RA-MTM,4,True,True
hierarchy_change,X-only RA-MTM,5,True,True
hierarchy_change,X-only RA-MTM,6,True,True
hierarchy_change,X-only RA-MTM,7,True,True
hierarchy_change,X-only RA-MTM,8,True,True
hierarchy_change,X-only RA-MTM,9,True,True
hierarchy_change,X-only RA-MTM,10,True,True
hierarchy_change,X-only RA-MTM,11,True,True
hierarchy_change,X-only RA-MTM,12,True,True
hierarchy_change,X-only RA-MTM,13,True,True
hierarchy_change,X-only RA-MTM,14,True,True
hierarchy_change,X-only RA-MTM,15,True,True
hierarchy_change,X-only RA-MTM,16,True,True
hierarchy_change,X-only RA-MTM,17,True,True
hierarchy_change,X-only RA-MTM,18,True,True
hierarchy_change,X-only RA-MTM,19,True,True
hierarchy_change,X-only RA-MTM,20,True,True
hierarchy_change,Dual-X,0,True,True
hierarchy_change,Dual-X,1,True,True
hierarchy_change,Dual-X,2,True,True
hierarchy_change,Dual-X,3,True,True
hierarchy_change,Dual-X,4,True,True
hierarchy_change,Dual-X,5,True,True
hierarchy_change,Dual-X,6,True,True
hierarchy_change,Dual-X,7,True,True
hierarchy_change,Dual-X,8,True,True
hierarchy_change,Dual-X,9,True,True
hierarchy_change,Dual-X,10,True,True
hierarchy_change,Dual-X,11,True,True
hierarchy_change,Dual-X,12,True,True
hierarchy_change,Dual-X,13,True,True
hierarchy_change,Dual-X,14,True,True
hierarchy_change,Dual-X,15,True,True
hierarchy_change,Dual-X,16,True,True
hierarchy_change,Dual-X,17,True,True
hierarchy_change,Dual-X,18,True,True
hierarchy_change,Dual-X,19,True,True
hierarchy_change,Dual-X,20,True,True
hierarchy_change,Dual-Y,0,True,True
hierarchy_change,Dual-Y,1,True,True
hierarchy_change,Dual-Y,2,True,True
hierarchy_change,Dual-Y,3,True,True
hierarchy_change,Dual-Y,4,True,True
hierarchy_change,Dual-Y,5,True,True
hierarchy_change,Dual-Y,6,True,True
hierarchy_change,Dual-Y,7,True,True
hierarchy_change,Dual-Y,8,True,True
hierarchy_change,Dual-Y,9,True,True
hierarchy_change,Dual-Y,10,True,True
hierarchy_change,Dual-Y,11,True,True
hierarchy_change,Dual-Y,12,True,True
hierarchy_change,Dual-Y,13,True,True
hierarchy_change,Dual-Y,14,True,True
hierarchy_change,Dual-Y,15,True,True
hierarchy_change,Dual-Y,16,True,True
hierarchy_change,Dual-Y,17,True,True
hierarchy_change,Dual-Y,18,True,True
hierarchy_change,Dual-Y,19,True,True
hierarchy_change,Dual-Y,20,True,True
crowding,TMTM,0,True,True
crowding,TMTM,1,True,True
crowding,TMTM,2,True,True
crowding,TMTM,3,True,True
crowding,TMTM,4,True,True
crowding,TMTM,5,True,True
crowding,TMTM,6,True,True
crowding,TMTM,7,True,True
crowding,TMTM,8,True,True
crowding,TMTM,9,True,True
crowding,TMTM,10,True,True
crowding,TMTM,11,True,True
crowding,TMTM,12,True,True
crowding,TMTM,13,True,True
crowding,TMTM,14,True,True
crowding,TMTM,15,True,True
crowding,TMTM,16,True,True
crowding,TMTM,17,True,True
crowding,TMTM,18,True,True
crowding,TMTM,19,True,True
crowding,TMTM,20,True,True
crowding,ST-MTM,0,True,True
crowding,ST-MTM,1,True,True
crowding,ST-MTM,2,True,True
crowding,ST-MTM,3,True,True
crowding,ST-MTM,4,True,True
crowding,ST-MTM,5,True,True
crowding,ST-MTM,6,True,True
crowding,ST-MTM,7,True,True
crowding,ST-MTM,8,True,True
crowding,ST-MTM,9,True,True
crowding,ST-MTM,10,True,True
crowding,ST-MTM,11,True,True
crowding,ST-MTM,12,True,True
crowding,ST-MTM,13,True,True
crowding,ST-MTM,14,True,True
crowding,ST-MTM,15,True,True
crowding,ST-MTM,16,True,True
crowding,ST-MTM,17,True,True
crowding,ST-MTM,18,True,True
crowding,ST-MTM,19,True,True
crowding,ST-MTM,20,True,True
crowding,X-only RA-MTM,0,True,True
crowding,X-only RA-MTM,1,True,True
crowding,X-only RA-MTM,2,True,True
crowding,X-only RA-MTM,3,True,True
crowding,X-only RA-MTM,4,True,True
crowding,X-only RA-MTM,5,True,True
crowding,X-only RA-MTM,6,True,True
crowding,X-only RA-MTM,7,True,True
crowding,X-only RA-MTM,8,True,True
crowding,X-only RA-MTM,9,True,True
crowding,X-only RA-MTM,10,True,True
crowding,X-only RA-MTM,11,True,True
crowding,X-only RA-MTM,12,True,True
crowding,X-only RA-MTM,13,True,True
crowding,X-only RA-MTM,14,True,True
crowding,X-only RA-MTM,15,True,True
crowding,X-only RA-MTM,16,True,True
crowding,X-only RA-MTM,17,True,True
crowding,X-only RA-MTM,18,True,True
crowding,X-only RA-MTM,19,True,True
crowding,X-only RA-MTM,20,True,True
crowding,Dual-X,0,True,True
crowding,Dual-X,1,True,True
crowding,Dual-X,2,True,True
crowding,Dual-X,3,True,True
crowding,Dual-X,4,True,True
crowding,Dual-X,5,True,True
crowding,Dual-X,6,True,True
crowding,Dual-X,7,True,True
crowding,Dual-X,8,True,True
crowding,Dual-X,9,True,True
crowding,Dual-X,10,True,True
crowding,Dual-X,11,True,True
crowding,Dual-X,12,True,True
crowding,Dual-X,13,True,True
crowding,Dual-X,14,True,True
crowding,Dual-X,15,True,True
crowding,Dual-X,16,True,True
crowding,Dual-X,17,True,True
crowding,Dual-X,18,True,True
crowding,Dual-X,19,True,True
crowding,Dual-X,20,True,True
crowding,Dual-Y,0,True,True
crowding,Dual-Y,1,True,True
crowding,Dual-Y,2,True,True
crowding,Dual-Y,3,True,True
crowding,Dual-Y,4,True,True
crowding,Dual-Y,5,True,True
crowding,Dual-Y,6,True,True
crowding,Dual-Y,7,True,True
crowding,Dual-Y,8,True,True
crowding,Dual-Y,9,True,True
crowding,Dual-Y,10,True,True
crowding,Dual-Y,11,True,True
crowding,Dual-Y,12,True,True
crowding,Dual-Y,13,True,True
crowding,Dual-Y,14,True,True
crowding,Dual-Y,15,True,True
crowding,Dual-Y,16,True,True
crowding,Dual-Y,17,True,True
crowding,Dual-Y,18,True,True
crowding,Dual-Y,19,True,True
crowding,Dual-Y,20,True,True
advection_diffusion,TMTM,0,True,True
advection_diffusion,TMTM,1,True,True
advection_diffusion,TMTM,2,True,True
advection_diffusion,TMTM,3,True,True
advection_diffusion,TMTM,4,True,True
advection_diffusion,TMTM,5,True,True
advection_diffusion,TMTM,6,True,True
advection_diffusion,TMTM,7,True,True
advection_diffusion,TMTM,8,True,True
advection_diffusion,TMTM,9,True,True
advection_diffusion,TMTM,10,True,True
advection_diffusion,TMTM,11,True,True
advection_diffusion,TMTM,12,True,True
advection_diffusion,TMTM,13,True,True
advection_diffusion,TMTM,14,True,True
advection_diffusion,TMTM,15,True,True
advection_diffusion,TMTM,16,True,True
advection_diffusion,TMTM,17,True,True
advection_diffusion,TMTM,18,True,True
advection_diffusion,TMTM,19,True,True
advection_diffusion,TMTM,20,True,True
advection_diffusion,ST-MTM,0,True,True
advection_diffusion,ST-MTM,1,True,True
advection_diffusion,ST-MTM,2,True,True
advection_diffusion,ST-MTM,3,True,True
advection_diffusion,ST-MTM,4,True,True
advection_diffusion,ST-MTM,5,True,True
advection_diffusion,ST-MTM,6,True,True
advection_diffusion,ST-MTM,7,True,True
advection_diffusion,ST-MTM,8,True,True
advection_diffusion,ST-MTM,9,True,True
advection_diffusion,ST-MTM,10,True,True
advection_diffusion,ST-MTM,11,True,True
advection_diffusion,ST-MTM,12,True,True
advection_diffusion,ST-MTM,13,True,True
advection_diffusion,ST-MTM,14,True,True
advection_diffusion,ST-MTM,15,True,True
advection_diffusion,ST-MTM,16,True,True
advection_diffusion,ST-MTM,17,True,True
advection_diffusion,ST-MTM,18,True,True
advection_diffusion,ST-MTM,19,True,True
advection_diffusion,ST-MTM,20,True,True
advection_diffusion,X-only RA-MTM,0,True,True
advection_diffusion,X-only RA-MTM,1,True,True
advection_diffusion,X-only RA-MTM,2,True,True
advection_diffusion,X-only RA-MTM,3,True,True
advection_diffusion,X-only RA-MTM,4,True,True
advection_diffusion,X-only RA-MTM,5,True,True
advection_diffusion,X-only RA-MTM,6,True,True
advection_diffusion,X-only RA-MTM,7,True,True
advection_diffusion,X-only RA-MTM,8,True,True
advection_diffusion,X-only RA-MTM,9,True,True
advection_diffusion,X-only RA-MTM,10,True,True
advection_diffusion,X-only RA-MTM,11,True,True
advection_diffusion,X-only RA-MTM,12,True,True
advection_diffusion,X-only RA-MTM,13,True,True
advection_diffusion,X-only RA-MTM,14,True,True
advection_diffusion,X-only RA-MTM,15,True,True
advection_diffusion,X-only RA-MTM,16,True,True
advection_diffusion,X-only RA-MTM,17,True,True
advection_diffusion,X-only RA-MTM,18,True,True
advection_diffusion,X-only RA-MTM,19,True,True
advection_diffusion,X-only RA-MTM,20,True,True
advection_diffusion,Dual-X,0,True,True
advection_diffusion,Dual-X,1,True,True
advection_diffusion,Dual-X,2,True,True
advection_diffusion,Dual-X,3,True,True
advection_diffusion,Dual-X,4,True,True
advection_diffusion,Dual-X,5,True,True
advection_diffusion,Dual-X,6,True,True
advection_diffusion,Dual-X,7,True,True
advection_diffusion,Dual-X,8,True,True
advection_diffusion,Dual-X,9,True,True
advection_diffusion,Dual-X,10,True,True
advection_diffusion,Dual-X,11,True,True
advection_diffusion,Dual-X,12,True,True
advection_diffusion,Dual-X,13,True,True
advection_diffusion,Dual-X,14,True,True
advection_diffusion,Dual-X,15,True,True
advection_diffusion,Dual-X,16,True,True
advection_diffusion,Dual-X,17,True,True
advection_diffusion,Dual-X,18,True,True
advection_diffusion,Dual-X,19,True,True
advection_diffusion,Dual-X,20,True,True
advection_diffusion,Dual-Y,0,True,True
advection_diffusion,Dual-Y,1,True,True
advection_diffusion,Dual-Y,2,True,True
advection_diffusion,Dual-Y,3,True,True
advection_diffusion,Dual-Y,4,True,True
advection_diffusion,Dual-Y,5,True,True
advection_diffusion,Dual-Y,6,True,True
advection_diffusion,Dual-Y,7,True,True
advection_diffusion,Dual-Y,8,True,True
advection_diffusion,Dual-Y,9,True,True
advection_diffusion,Dual-Y,10,True,True
advection_diffusion,Dual-Y,11,True,True
advection_diffusion,Dual-Y,12,True,True
advection_diffusion,Dual-Y,13,True,True
advection_diffusion,Dual-Y,14,True,True
advection_diffusion,Dual-Y,15,True,True
advection_diffusion,Dual-Y,16,True,True
advection_diffusion,Dual-Y,17,True,True
advection_diffusion,Dual-Y,18,True,True
advection_diffusion,Dual-Y,19,True,True
advection_diffusion,Dual-Y,20,True,True
hierarchy_change_seed1,TMTM,0,True,True
hierarchy_change_seed1,TMTM,1,True,True
hierarchy_change_seed1,TMTM,2,True,True
hierarchy_change_seed1,TMTM,3,True,True
hierarchy_change_seed1,TMTM,4,True,True
hierarchy_change_seed1,TMTM,5,True,True
hierarchy_change_seed1,TMTM,6,True,True
hierarchy_change_seed1,TMTM,7,True,True
hierarchy_change_seed1,TMTM,8,True,True
hierarchy_change_seed1,TMTM,9,True,True
hierarchy_change_seed1,TMTM,10,True,True
hierarchy_change_seed1,TMTM,11,True,True
hierarchy_change_seed1,TMTM,12,True,True
hierarchy_change_seed1,TMTM,13,True,True
hierarchy_change_seed1,TMTM,14,True,True
hierarchy_change_seed1,TMTM,15,True,True
hierarchy_change_seed1,TMTM,16,True,True
hierarchy_change_seed1,TMTM,17,True,True
hierarchy_change_seed1,TMTM,18,True,True
hierarchy_change_seed1,TMTM,19,True,True
hierarchy_change_seed1,TMTM,20,True,True
hierarchy_change_seed1,ST-MTM,0,True,True
hierarchy_change_seed1,ST-MTM,1,True,True
hierarchy_change_seed1,ST-MTM,2,True,True
hierarchy_change_seed1,ST-MTM,3,True,True
hierarchy_change_seed1,ST-MTM,4,True,True
hierarchy_change_seed1,ST-MTM,5,True,True
hierarchy_change_seed1,ST-MTM,6,True,True
hierarchy_change_seed1,ST-MTM,7,True,True
hierarchy_change_seed1,ST-MTM,8,True,True
hierarchy_change_seed1,ST-MTM,9,True,True
hierarchy_change_seed1,ST-MTM,10,True,True
hierarchy_change_seed1,ST-MTM,11,True,True
hierarchy_change_seed1,ST-MTM,12,True,True
