t,rmse_hPa,max_change_hPa,input_min_hPa,smoothed_min_hPa
0,1.4280566616463437,8.624521987304206,993.4428945411686,1000.603911532316
1,1.408841811935608,6.07998359843873,994.9579986860065,999.9511330452071
2,1.7480057412809564,9.555114496700526,993.2458413580358,1000.6815304019225
3,2.1458413130672653,11.192922753790413,984.4158256182591,992.1449572607467
4,2.151654827444801,14.332885508392224,971.7734091670403,978.6730845982748
5,2.0211135094394277,12.266833413090012,978.7163841970148,987.8697101545945
6,2.3797199709319843,12.264286970076796,970.315581534567,982.2633766450122
7,2.408322670401086,11.73317981079731,976.7235505761543,986.1493341959591
8,1.88540338012622,10.14780355413518,988.9808355632441,995.3914919476794
9,2.333953788001073,18.72134473587471,967.305585725165,986.0269304610397
10,2.0703647360622934,14.464160668475301,963.7333624944159,976.1975585259203
11,2.345124814594979,13.748484573868495,971.6985165274108,980.2471886617406
12,2.1159663169680236,15.174777773763935,971.5311069888709,979.7254347937709
13,2.65507188406523,13.980760320336685,967.6397522475071,974.6636902993351
14,2.108027495882158,15.176521553711495,953.557493833193,965.7770379893003
15,1.9225903380866034,9.106373697394702,957.427470296381,964.1620668981286
16,1.900902837924198,9.316284872217807,973.8041957158887,977.3021300104447
17,2.2480406654251004,19.77018969962387,957.8132929587247,976.8789349472854
18,1.766067352941586,10.031164765283279,979.2728424814734,985.3901349864312
19,2.243345304885423,14.879301750794525,965.7900405742539,980.1063857073398
20,2.46383963796517,15.725163807427293,967.4046388367645,982.6391872426243
21,1.9522644507217115,11.926945439051678,974.9842107872596,982.8325473009477
22,2.0964406456341793,9.662792028153262,966.8986727348697,975.696949032559
23,1.8483225995697292,8.032771892508777,975.6120364728162,982.2534726156088
24,1.9757471905583925,9.428737740111956,980.264494270676,986.1573802770703
25,2.412697421745063,12.499759111699177,973.7231982799137,983.3845595848444
26,2.478133036459072,12.941619869324427,977.544633150602,985.220401254187
27,2.0078972458803794,9.688132638601019,985.4282976848435,993.93087166446
28,1.9842586429816935,19.397117269696423,978.0781628988877,994.7969273735902
29,2.256840546099161,12.711281902298083,978.9147868665959,990.7210073051907
30,2.1399446954350103,10.604765097018799,977.628360077934,985.020984994317
31,2.1030221793454165,13.381486918383075,963.4586197151399,975.6450159767369
32,1.9299550747285563,9.682699969814962,970.1091962799927,979.3869881583821
33,1.7119535476477408,8.474645386792304,984.1680430711982,987.9850711919511
34,2.081543628648529,10.06708363864982,978.1652116028204,987.0565738186159
35,1.9194817678242888,8.644825640157023,981.9516136548397,989.4846077644545
36,2.187483732985107,10.02883733387921,971.5394669176056,980.8351126091391
37,2.278580966776768,11.628769245780745,957.2252227658452,968.2714117249899
38,2.597111291319116,19.294119990760805,945.4733041930057,963.0710201560171
39,2.364629355933316,13.79741571594559,947.6990493648946,959.7649146187904
40,1.8336240353525226,10.619088080265215,959.7546680269114,966.3594410078449
41,1.9475272895231621,14.953650870486058,971.0106819763928,983.6251821142745
42,1.6867708738461855,8.95412839201083,984.7644104692667,989.6655759557733
43,1.8561013813113385,11.621067249603925,978.4721187430333,990.0931859926372
44,2.075717006623922,16.557741001461864,955.1410560088559,970.0518042387218
45,1.8209512452605086,10.037597472326865,970.8460052032964,976.5676385556326
46,2.105250315147375,13.779859063274671,969.5776198289653,982.0347242028721
47,2.492870690912769,24.613771452423748,960.0535485712915,982.7348655845085
48,2.0807963857701903,18.237485184868547,961.9628950785024,977.7262782611632
49,2.0804033166328915,9.67347228070173,968.0389238511332,975.9531495294385
50,2.0295352464046315,12.797723252347282,963.8471567619345,976.3847807027856
51,2.501203698078393,13.713363460386404,949.782816902565,962.79015862812
52,2.0741042842184974,15.591231406547422,944.17045077727,958.0624584906308
53,1.852746415699626,11.244699577636197,959.3306695902277,967.5155205150807
54,2.4603692927827545,17.236683714227752,951.9588988344381,968.1736052000563
55,2.366070121321749,15.063165117461722,971.5346564096047,985.0853792591447
56,1.9191898344475244,12.397479581122411,983.2572916518594,992.014895309547
57,1.542272152322386,8.18849025495922,994.0430501906491,997.0967115332533
58,1.9637555017945645,7.22657009682905,998.5809276617952,1003.5889329159886
