t,date,block,reference_nmae,motion_step_nmae,growth_step_log_mae,trajectory_nmae,total_growth_log_error,geometry_sse,geometry_den,tau,n,matched
0,1999-11-17 00:00:00,0,0.017784371478906755,,,,0.0,6803.289163204262,19922.321078528126,1.1341245774688105,4,0
1,1999-11-18 00:00:00,0,0.013740041678131238,0.004044329800775515,1.1102230246251565e-16,0.004044329800775515,0.0,3506.618476478252,12469.85601476553,0.6488050013757487,3,2
2,1999-11-19 00:00:00,0,0.03363993187982333,0.007207235923405856,0.0,0.0031629061226303417,0.0,3034.1200832263926,18097.576235400727,4.8054017003917835,5,2
3,1999-11-20 00:00:00,0,0.008333333333333333,0.012613944268203763,0.0,0.00945103814557342,0.0,1179.2995607618134,2396.797862619819,0.0,2,2
4,1999-11-21 00:00:00,0,0.045599377362394874,0.030253793615645137,1.1102230246251565e-16,0.021959795276502124,2.220446049250313e-16,2928.549220685407,10927.288242733326,6.313395333097361,4,2
5,1999-11-22 00:00:00,0,0.008333333333333333,0.030253793615645137,9.71445146547012e-17,0.00945103814557342,1.1102230246251565e-16,1000.2655525757768,2500.022800227879,0.0,2,2
6,1999-11-23 00:00:00,0,0.06812231556957554,0.04451366950818739,0.0,0.04451366950818739,0.0,13689.568328502686,39382.10410037826,9.063369553260117,5,2
7,1999-11-24 00:00:00,1,0.008333333333333333,0.04929625065340302,1.1102230246251565e-16,0.03703227418943816,2.220446049250313e-16,8012.146766419641,22142.069778434365,0.0,4,3
8,1999-11-25 00:00:00,1,0.01735434032073118,0.006467702631060372,0.0,0.0342048263930599,1.6653345369377348e-16,5183.750274345,47304.974503929996,1.673127076938954,5,3
9,1999-11-26 00:00:00,1,0.00939094108898845,0.012375794105167634,0.0,0.030419110878227486,2.185751579730777e-16,13009.653728092198,40774.62065219108,0.1269129306786141,5,3
10,1999-11-27 00:00:00,1,0.010277018345300804,0.003246477710156194,1.6653345369377348e-16,0.01943166675385841,1.6653345369377348e-16,10483.077425177822,40203.617656418064,0.4368545531637551,5,5
11,1999-11-28 00:00:00,1,0.050385506776768806,0.04454931241124466,1.249000902703301e-16,0.045010404530208076,0.0,11950.64047332827,43168.22753090657,7.0399388286097775,5,4
12,1999-11-29 00:00:00,1,0.040110045354577746,0.021237762010635507,1.1102230246251565e-16,0.03496078860261065,0.0,5469.8236608560965,22936.21927035699,4.322207562991892,4,2
13,1999-11-30 00:00:00,1,0.10343629475968122,0.05959768330035891,7.401486830834377e-17,0.08290487570209933,0.0,12746.330502436052,42733.79022871098,17.821368426367385,5,3
14,1999-12-01 00:00:00,2,0.09629572679733636,0.009350494850555873,1.3322676295501878e-16,0.050791055224627145,1.1102230246251565e-16,8851.235740105469,45828.722634930244,16.939911957042263,5,5
15,1999-12-02 00:00:00,2,0.008333333333333333,0.11533016192426172,7.401486830834377e-17,0.05020887302145724,2.220446049250313e-16,2702.5292378126605,8259.74031210359,0.0,3,3
16,1999-12-03 00:00:00,2,0.012736337034176929,0.006827743806371818,1.4802973661668753e-16,0.05562647315362223,1.1102230246251565e-16,8959.216910468975,23677.356090024798,0.8193292567646182,4,3
17,1999-12-04 00:00:00,2,0.008333333333333333,0.006827743806371818,7.401486830834377e-17,0.05020887302145724,1.6653345369377348e-16,8017.9691125983045,24460.390199007586,0.0,4,3
18,1999-12-05 00:00:00,2,0.08723478509179204,0.06254358174496484,0.0,0.05376823405364045,0.0,24815.471549627076,73069.8998815161,18.839133012243437,6,3
19,1999-12-06 00:00:00,2,0.023053778225264606,0.08722854999317245,2.7755575615628914e-17,0.08559971989160887,0.0,14460.411463041792,53993.966970907466,2.08315420721334,6,4
20,1999-12-07 00:00:00,2,0.04963630511378001,0.03556743992143671,2.7755575615628914e-17,0.1211671598130456,0.0,14730.636306272194,56686.249994126396,9.140985014824324,6,4
21,1999-12-08 00:00:00,3,0.04044698747764279,0.023428888980477396,2.7755575615628914e-17,0.09233304635403593,1.1102230246251565e-16,7404.646622256061,22433.28271965947,5.498618164097593,4,4
22,1999-12-09 00:00:00,3,0.011959994138361433,0.0318909348015766,0.0,0.059407705700851764,2.185751579730777e-16,4853.944694534837,11290.214192531817,0.435199296603372,3,3
23,1999-12-10 00:00:00,3,0.007428265218387627,0.005436797034919512,0.0,0.08437699655444637,0.0,6753.062881715263,30542.94664341747,0.0,4,2
24,1999-12-11 00:00:00,3,0.0489158000338097,0.04837664122828795,3.700743415417188e-17,0.10392290042748213,1.942890293094024e-16,4181.470443540841,21246.73756144671,6.49842586921892,4,3
