dataset,method,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion
ring,TMTM,0.23646177555534587,0.21290851072610897,0.2867754467754471,0.05034965034965036,0.5466666666666667,0.15384615384615388,0.02106153161674528,0.019911478122928847,0.07388113109708634,2.107274202643218,36,14,146,0.21
ring,ST-MTM,0.336957420102455,0.2956042780368608,0.40683253821297927,0.05034965034965036,0.9286470875906616,0.15384615384615388,0.03010902607522403,0.023745531006253078,0.11667160133344567,1.9248581077435536,36,3,146,0.21
ring,X-only RA-MTM,0.063960639393808,0.044185556635978965,0.018271724018850456,0.05034965034965036,0.07658905589940063,0.15384615384615388,0.02382400945043708,0.02169494969158644,0.05426238180138863,1.0818932670965493,36,5,146,0.21
ring,Dual-Reference RA-MTM,0.028769517346633605,0.018556574152621883,0.018271724018850456,0.012991691152610695,0.07658905589940063,0.03752824442479613,0.020499754464260205,0.019539697073358057,0.030385396146648275,0.16168514683474577,36,0,146,0.21
ring,X-only centroid RA,0.08604129326087528,0.059825477638609244,0.04348167796443659,0.05034965034965036,0.16123391295805062,0.15384615384615388,0.028918028073416147,0.026030302674455833,0.06490759155699376,1.609433627544964,36,9,146,0.21
ring,Dual centroid RA,0.08077113170086701,0.043957969120692206,0.04348167796443659,0.03467745536711054,0.16123391295805062,0.14655663621180864,0.03256805261569885,0.029334612838389718,0.04776144076119921,1.0389743511631127,36,4,146,0.21
