run,t,method,raster_length,nominal_topology_failed,nominal_width_collapsed,topology_equal,hierarchy_legal,max_overlap,root_level_error_hPa,anchor_raster_error,width_raster_error
grid61,0,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,1,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,2,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,3,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,4,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,5,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,6,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,7,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,8,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,9,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,10,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,11,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,12,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,13,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,14,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,15,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,16,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,17,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,18,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,19,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,20,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,21,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,22,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,23,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,24,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,25,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,26,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,27,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,28,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,29,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,30,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
grid61,31,TMTM,3721,False,False,True,True,0.0,0.0,0.0,0.0
