t,current,previous,track,iou,boundary
1,2720,3446,4,0.545201668984701,True
1,3050,3172,3,0.171875,True
2,3660,3050,3,0.18143459915611815,True
2,3705,2720,4,0.1351931330472103,True
3,1813,1886,8,0.05637982195845697,True
3,3660,3660,3,0.2857142857142857,True
4,1070,1813,8,0.0877490462060195,True
4,3666,3660,3,0.8917274939172749,True
5,1256,1070,8,0.3744186046511628,False
5,3678,3666,3,0.027237354085603113,True
6,1450,1256,8,0.24242424242424243,True
7,0,16,16,0.23003194888178913,True
7,1641,1450,8,0.0017825311942959,True
7,3246,3371,18,0.6129032258064516,False
8,0,0,16,0.1757188498402556,True
8,1646,1641,8,0.046875,True
8,3376,3246,18,0.1320754716981132,False
8,3686,3686,20,0.1,True
9,366,0,16,0.40441176470588236,True
9,548,792,21,0.16233766233766234,True
9,1524,1646,8,0.09375,True
9,3691,3376,18,0.07352941176470588,True
10,0,366,16,0.6323529411764706,True
10,31,32,23,0.5151515151515151,True
10,60,548,21,0.7182320441988951,True
10,2440,2756,24,0.07258064516129033,True
10,3259,3691,18,0.22183098591549297,True
11,0,0,16,0.3953488372093023,True
11,32,31,23,0.616822429906542,True
11,60,60,21,0.7770700636942676,True
11,3704,3259,18,0.43042071197411,True
12,32,32,23,0.6484848484848484,True
12,52,60,21,0.040983606557377046,True
12,1707,1768,25,0.12121212121212122,True
12,3701,3704,18,0.47806354009077157,True
13,54,52,21,0.11363636363636363,True
13,277,32,23,0.6363636363636364,True
13,3055,3179,28,0.11333333333333333,True
13,3720,3701,18,0.4538799414348463,True
14,12,627,29,0.43492063492063493,True
14,39,277,23,0.35333333333333333,True
14,60,54,21,0.4489795918367347,True
14,3271,3720,18,0.2698019801980198,True
14,3294,3055,28,0.04878048780487805,True
15,9,12,29,0.7682291666666666,True
15,53,60,21,0.02040816326530612,True
15,344,39,23,0.02040816326530612,True
15,3230,3271,18,0.0964818763326226,True
16,6,9,29,0.6642468239564429,True
16,42,223,31,0.018867924528301886,True
16,52,53,21,0.18181818181818182,True
16,3598,3230,18,0.22707889125799574,True
17,6,6,29,0.7052238805970149,True
17,54,42,31,0.125,True
17,3712,3598,18,0.27699530516431925,True
18,6,6,29,0.5926892950391645,True
18,53,54,31,0.3460207612456747,True
18,3714,3712,18,0.6507936507936508,True
19,5,6,29,0.47391304347826085,True
19,53,53,31,0.52,True
19,2989,2745,36,0.28285714285714286,True
19,3708,3714,18,0.4225352112676056,True
20,14,5,29,0.49504950495049505,True
20,468,53,31,0.11231101511879049,True
20,2997,2989,36,0.21068249258160238,True
20,3714,3708,18,0.11267605633802817,True
21,45,468,31,0.853448275862069,True
21,445,14,29,0.43010752688172044,True
21,2754,2997,36,0.3163265306122449,True
21,3293,3081,41,0.05568445475638051,True
22,55,45,31,0.528395061728395,True
