scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
translation_growth,LegacyObjective,defined,11,3.306497156849921e-05,8.91441624576809e-06,9.690018126976933e-05,3.364312195833808e-17,1.730015710521203e-07,2.619867585942865e-14,,0,0.0,0.0004826130085433533,0.0,-0.9999196274659425,0.028403582982718945,2.755414297374934e-07,6.073356122489789e-07,3.267794445418717e-07,2.955599001344369e-07,7.428680204806742e-08,3.122502256758253e-17,3.608224830031759e-17,,,,,,,,,
translation_growth,TightBudget,defined,11,0.0,0.0,1.1013412404281553e-14,3.364312195833808e-17,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.017491208971478045,0.0,0.0,0.0,0.0,0.0,3.122502256758253e-17,3.608224830031759e-17,,,,,,,,,
translation_growth,LooseBudget,defined,11,4.01638557779086e-07,4.4261148808288907e-07,4.594326389432505e-06,3.364312195833808e-17,1.983974912253311e-08,2.8004650547409626e-16,,0,0.0,1.693485842224618e-05,0.0,-119.99999803473057,0.10664470796473324,3.3469879814923835e-09,9.173567280621831e-09,8.919658149864062e-09,8.919658149864062e-09,3.688429067357409e-09,3.122502256758253e-17,3.608224830031759e-17,,,,,,,,,
hierarchy_conflict,Full,defined,11,3.3168469795583757,8.270979892088804e-08,1.19768442541357e-07,0.0,0.1312884134121422,0.01694960213633058,1.1704975904081039e-06,0,0.0,1.2750000000000057,5.297378358750912,-0.9651738312857674,0.047384792007505894,0.027640391496319798,0.04443502869958072,6.547991201107569e-09,6.547991201107569e-09,6.892483243407337e-10,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,RelativeWidth,defined,11,3.3168469795583757,8.270979892088804e-08,1.19768442541357e-07,0.0,0.1312884134121422,0.01694960213633058,1.1704975904081039e-06,0,0.0,1.2750000000000057,5.297378358750912,-0.9651738312857674,0.05634712497703731,0.027640391496319798,0.04443502869958072,6.547991201107569e-09,6.547991201107569e-09,6.892483243407337e-10,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,OldTime,defined,11,3.3168469795583757,8.270979892088804e-08,1.19768442541357e-07,0.0,0.1312884134121422,0.016949602136330576,1.1704975904081039e-06,0,0.0,1.2749999999999986,5.297378358750912,-0.9651738312857674,0.047500374959781766,0.027640391496319798,0.04443502869958073,6.547991195926527e-09,6.547991195926527e-09,6.892483243407337e-10,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,NoTime,defined,11,3.316846961615765,0.0,0.0,0.0,0.1312884134962541,0.016949602100711256,0.0,0,0.0,1.2749999999999986,5.297378358750912,-0.9651738312857674,0.046778000076301396,0.027640391346798042,0.044435037728876206,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,NoReferencePenalty,defined,11,3.6723736664218505,1.77174753446252e-07,4.871497377045841e-07,0.0,0.13010157264152328,0.01692641370669541,2.4354491543476797e-06,0,0.0,1.0350688016495013,5.297378358750912,-0.7421784963466393,0.055863208952359855,0.030603113886848755,0.046293323892712165,1.1970637020889777e-08,1.96917492682284e-09,1.4764562787187668e-09,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,ReferenceOnly,defined,11,2.64868939874991,2.5400838943312464e-08,1.441499438037397e-07,0.0,0.14392098222741653,0.016951204441302863,5.72860500369643e-07,0,0.0,1.2750000000000057,5.297378358750912,-0.9999999999999787,0.043785582995042205,0.02207241165624925,0.04414481965625772,2.010932593776715e-09,2.56677947045129e-10,2.116736578609372e-10,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,LegacyObjective,defined,11,3.6660622128027827,2.5655223456766407e-07,4.395100031473476e-07,0.0,0.13009806892269574,0.016925505070814688,2.911002532357543e-06,0,0.0,1.0476900827788924,5.297378358750912,-0.754801982485219,0.05340295797213912,0.03055051844002319,0.04618812850463623,1.1447204003219487e-08,1.1379213883018952e-08,2.1379352880638672e-09,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,TightBudget,defined,11,3.316845790466303,9.085037966372056e-09,4.138769922334973e-08,0.0,0.1312905443676121,0.01695058108419272,2.5374875889383475e-07,0,0.0,1.2749999999999986,5.297378358750912,0.0,0.041420290945097804,0.027640381587219192,0.0441448196562576,7.46423269119371e-10,2.941038309186202e-10,7.570864971976713e-11,0.0,0.0,0.0,,,,,,,,
hierarchy_conflict,LooseBudget,defined,11,3.3168471663263346,9.368936124687365e-08,4.912421663227917e-07,0.0,0.13128841173603986,0.01694960209407117,1.5952673884100932e-06,0,0.0,1.2750000000000057,5.297378358750912,-119.96517421758216,0.23338920797687024,0.027640393052719456,0.044435034508324894,7.417206591142644e-09,7.417206591142644e-09,7.807446770572805e-10,0.0,0.0,0.0,,,,,,,,
topology_change,Full,defined,11,3.3546590711951723,0.027908363025641324,0.02736169767231269,2.0185873175002847e-17,0.1274078952490121,0.0159765878916591,0.42620007570240404,0,0.0,1.4849999999999994,5.675262148337595,-0.9168575451700463,0.04759229102637619,0.027955492259959767,0.04652236858666328,0.0005597093887847792,2.066376871094159e-09,0.00023256969188034437,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
