scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
gaussian2d_hierarchy_change,Full,defined,21,1.6521861310294235,0.44641571644162426,0.8111632075590662,3.419883424068563e-17,0.29894022992578534,0.06241091556063175,,0,0.0,6.0328124999999915,13.264152613578403,0.0,0.15519858396146446,0.013768217758578529,0.04897242262912117,0.06785488874301351,0.004145360930394589,0.0037201309703468687,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,NoTime,defined,21,1.6561868381004938,0.44673202092082764,0.8111520478361891,3.419883424068563e-17,0.298905343227069,0.0623655901046632,,0,0.0,6.0328124999999915,13.264152613578403,0.0,0.15114729199558496,0.013801556984170783,0.048948742907962174,0.06790814532318291,0.004096555223634098,0.003722766841006897,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,NoReferencePenalty,defined,21,1.9215672476524024,0.5754966173198419,0.9032597799244548,3.419883424068563e-17,0.29554070786673525,0.06161967156255886,,0,0.0,4.668945329502989,13.264152613578403,0.0,0.1479709999402985,0.016013060397103353,0.11841832633160401,0.08767363953621951,0.02596566634838546,0.004795805144332016,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,ReferenceOnly,defined,21,0.6761097899518576,0.3381328415799282,0.8010718838078302,3.419883424068563e-17,0.32141417875995076,0.07345014988407923,,0,0.0,6.032812500000006,13.264152613578403,0.0,0.20553662499878556,0.005634248249598813,0.008333333333333333,0.052830847324670985,1.2950899410298551e-08,0.002817773679832735,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,RelativeWidth,defined,21,2.859869510299536,0.698438640705016,1.1176019673012727,0.40228255718538347,0.2811788603595875,0.054588484161789505,,0,0.0,8.695986195158852,13.495994058135864,0.0,0.17558470799122006,0.0238322459191628,0.08767225914351728,0.0735784459097183,0.006202325765777498,0.005820322005875134,0.6079384918076312,0.6079384918076312,,,,,,,,,
gaussian2d_advection_diffusion,Full,defined,21,8.250721361523286,0.04615927284657513,0.09355067124554325,3.700743415417188e-17,0.41413002784114006,0.15644305710810716,,0,0.0,5.758593750000003,13.153983784997664,0.0,0.239486625068821,0.06875601134602739,0.11695853910712246,0.0009335129114602384,4.939264681045922e-05,0.00038466060705479277,3.9394485937260806e-17,3.9660115469519753e-17,,,,,,,,,
gaussian2d_advection_diffusion,NoTime,defined,21,8.250630547884603,0.046675324759339706,0.09355067124554335,3.700743415417188e-17,0.4141310552317725,0.15644357089462688,,0,0.0,5.758593750000003,13.153983784997664,0.0,0.23794029199052602,0.06875525456570503,0.11695853910712246,0.000936951800523611,4.966251248002873e-05,0.0003889610396611642,3.9394485937260806e-17,3.9660115469519753e-17,,,,,,,,,
gaussian2d_advection_diffusion,NoReferencePenalty,defined,21,10.608824993798983,0.06846644596995129,0.07198557108853913,3.700743415417188e-17,0.3914798530531972,0.14944803880565785,,0,0.0,4.5423885804038235,13.153983784997664,0.0,0.23365966707933694,0.08840687494832486,0.11776379165539327,0.0014157851521901313,0.0005658509227748746,0.0005705537164162607,3.9394485937260806e-17,3.9660115469519753e-17,,,,,,,,,
gaussian2d_advection_diffusion,ReferenceOnly,defined,21,6.48958589450176,0.039636703242086034,0.09355062808081152,3.700743415417188e-17,0.4469582297890966,0.17030976782374185,,0,0.0,5.758593750000003,13.153983784997664,-0.9999979125410334,0.2135476249968633,0.054079882454181334,0.10904958341790201,0.0008629198056859238,1.382516546429476e-09,0.00033030586035071697,3.9394485937260806e-17,3.9660115469519753e-17,,,,,,,,,
gaussian2d_advection_diffusion,RelativeWidth,defined,21,8.309978433943368,0.042343676455092405,0.07357290375058975,0.020645634146600964,0.41371344023593176,0.15613485648214728,,0,0.0,5.807468029538896,13.22770618953227,0.0,0.2637689160183072,0.06924982028286139,0.11752187720776068,0.0005985073262155524,4.939185913482044e-05,0.00035286397045910335,0.021966358168445946,0.021966358168445905,,,,,,,,,
