scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
gaussian2d_hierarchy_change,Full,defined,21,1.8208196150085423,0.5239814573419862,0.8631418666800789,3.419883424068563e-17,0.2963623976008895,0.06187332448447322,,0,0.0,6.0328124999999915,13.264152613578403,0.0,0.07166958297602832,0.015173496791737852,0.0974281096857112,0.07959678060860656,0.015577020431022515,0.004366512144516552,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,NoTime,defined,21,1.8209535919435393,0.5246547133530448,0.8631420479056475,3.419883424068563e-17,0.2963717374669332,0.06189641576045012,,0,0.0,6.0328124999999915,13.264152613578403,0.0,0.06963204103522003,0.01517461326619616,0.09733611269631118,0.07963474961473686,0.015559994723217707,0.004372122611275373,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,OldTime,defined,21,1.8207136727719542,0.5231798808121931,0.8631418737115008,3.419883424068563e-17,0.29635627676931053,0.06188226420933868,,0,0.0,6.0328124999999915,13.264152613578403,0.0,0.07355204096529633,0.015172613939766285,0.09748922000297913,0.07959832803378501,0.015558608148551143,0.004359832340101609,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,NoReferencePenalty,defined,21,1.9215672476524024,0.5754966173198419,0.9032597799244548,3.419883424068563e-17,0.29554070786673525,0.06161967156255886,,0,0.0,4.668945329502989,13.264152613578403,0.0,0.07329804205801338,0.016013060397103353,0.11841832633160401,0.08767363953621951,0.02596566634838546,0.004795805144332016,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,ReferenceOnly,defined,21,0.738553582693352,0.35470408869188796,0.8010721834291692,3.419883424068563e-17,0.32007162266076605,0.07263559766151151,,0,0.0,6.032812500000006,13.264152613578403,0.0,0.0900457079987973,0.006154613189111267,0.008333333333333333,0.05422706760652972,2.2257605189738664e-07,0.002955867405765733,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,LegacyObjective,defined,21,1.9225311749506573,0.575505473608194,0.9032670054832203,3.419883424068563e-17,0.29554022643242167,0.061631831735220424,,0,0.0,4.668945317666257,13.264152613578403,0.0,0.1783809169428423,0.01602109312458881,0.11841832633160401,0.08768839004525456,0.02595091583935015,0.00479587894673495,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_hierarchy_change,RelativeWidth,defined,21,3.526480313483199,0.8958872466697416,1.2435805062631335,0.40228255718538347,0.27215560939713174,0.053481647438314586,,0,0.0,8.695986195158852,13.495994058135864,0.0,0.09561612503603101,0.029387335945693323,0.09742810885815331,0.08559138842585128,0.012414908333607363,0.00746572705558118,0.6079384918076312,0.6079384918076312,,,,,,,,,
gaussian2d_hierarchy_change,TightBudget,defined,21,0.9420606040902002,0.4989814360694321,0.902424158793627,3.419883424068563e-17,0.3142107754550205,0.07155945645724134,,0,0.0,6.0328124999999915,13.264152613578403,1.4210854715202004e-14,0.06647204200271517,0.007850505034085001,0.10219000363186179,0.07881433487655991,0.022579698315725743,0.0041581786339119345,5.837344496661956e-17,5.412337245047638e-17,,,,,,,,,
gaussian2d_crowding,Full,defined,21,1.0408037259096523,0.03290423065138555,0.1284571394557606,3.876969292341816e-17,0.7246482228087914,0.0002988947954164157,,0,0.0,2.2862220604050947,0.6842548585924959,0.0,0.05582683300599456,0.008673364382580435,0.011541399408058773,0.0004250341841041906,4.524143198985383e-05,0.0002742019220948796,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
gaussian2d_crowding,NoTime,defined,21,1.0404960215783257,0.035129577875178106,0.12879119990020862,3.876969292341816e-17,0.7246483281648521,0.0002949936954740652,,0,0.0,2.2810693593709814,0.6842548585924959,0.0,0.05663933290634304,0.008670800179819381,0.011541399408058773,0.0004322494626616506,5.2456710547313804e-05,0.00029274648229315087,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
gaussian2d_crowding,OldTime,defined,21,1.045379044995795,0.03209592775054612,0.12892566816527945,3.876969292341816e-17,0.7246457643060397,0.00034308398201128413,,0,0.0,2.3045110087763874,0.6842548585924959,0.0,0.055733666056767106,0.008711492041631625,0.011541399408058773,0.000436668667621003,5.687591550666621e-05,0.00026746606458788436,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
gaussian2d_crowding,NoReferencePenalty,defined,21,1.0617603463642586,0.030698411231515857,0.127935011564094,3.876969292341816e-17,0.7246401971240594,0.0005899933440556834,,0,0.0,2.394355351008052,0.6842548585924959,0.0,0.05118712491821498,0.008848002886368823,0.011713867187499952,0.000540403030687264,0.00016061027857292723,0.0002558200935959655,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
gaussian2d_crowding,ReferenceOnly,defined,21,0.11119257244223096,0.024760809898967295,0.16320352534849777,3.876969292341816e-17,0.7498446544890641,0.0021831838380932025,,0,0.0,3.1640625,0.6842548585924959,-0.7615271545647744,0.08433420793153346,0.0009266047703519246,0.003274333504036826,0.0009615749615133595,2.0597211752952183e-06,0.00020634008249139412,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
gaussian2d_crowding,LegacyObjective,defined,21,1.0617603463642586,0.030698411231515857,0.12793501156409307,3.876969292341816e-17,0.7246401971240594,0.0005899933440556834,,0,0.0,2.394355351008052,0.6842548585924959,0.0,0.05723979196045548,0.008848002886368823,0.011713867187499952,0.000540403030687264,0.00016061027857292723,0.0002558200935959655,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
gaussian2d_crowding,RelativeWidth,defined,21,1.0711468636929595,0.041415329052721245,0.13187711288485637,0.02429385735309768,0.7233492485689647,0.00028799223946046913,,0,0.0,2.3839302793606123,0.9360884045108548,0.0,0.05881179193966091,0.008926223864107996,0.01357445074597893,0.0006917231355409253,4.561373108092089e-05,0.00034512774210601035,0.025927862721389396,0.0259278627213895,,,,,,,,,
gaussian2d_crowding,TightBudget,defined,21,0.06510732893388631,0.0342127429296248,0.1658092353205737,3.876969292341816e-17,0.7524981776829385,0.0018445558293265893,,0,0.0,3.164062500000014,0.6842548585924959,0.0,0.047151457984000444,0.0005425610744490526,0.003380533854166619,0.0005696891281715052,0.00018989637605716837,0.00028510619108020665,4.1561083278611e-17,1.2463988174893358e-16,,,,,,,,,
