scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift,family,seed,grid,total_area_ratio_final,true_total_area_ratio_final,mean_displacement_final,true_mean_displacement_final
gaussian2d_hierarchy_change_seed2,RA-MTM,defined,21,1.603038246084174,0.42335924282620274,0.726941924778078,3.502489303876982e-17,0.2904660820060773,0.058534802647679234,,0,0.0,5.452734375000006,12.36890431680618,0.0,0.2221740420209244,0.013358652050701449,0.047054501264233585,0.0638292206205034,0.0036849109547785,0.003527993690218356,6.075868974608767e-17,7.771561172376095e-17,,0.01336661645036181,0.0469520778805561,0.06378697512234287,0.0035145679938072922,0.0036144090324563014,0.001982283750412317,0.0007392872536631543,,hierarchy_change,2,65,0.29652546406473107,0.29652546406473107,4.129085166625287,4.052296271093361
gaussian2d_hierarchy_change_seed3,TMTM,defined,21,15.543825521729783,1.4107700151968794,1.4107821243952956,3.502489303876982e-17,0.6627017802296747,0.11224583407392148,,0,0.0,0.014204545454560957,,,0.290932166040875,0.12953187934774818,0.21814332951251025,0.1352730336623266,0.011580930763146622,0.011756416793307328,5.733261088103347e-17,6.279698983036042e-17,,0.12953187934774818,0.21814332951251025,0.1352730336623266,0.011580930763146622,0.011756416793307328,5.733261088103347e-17,6.279698983036042e-17,,hierarchy_change,3,65,0.31478102189781026,0.3147810218978102,0.9801136363636367,4.157620179194587
gaussian2d_hierarchy_change_seed3,ST-MTM,defined,21,9.186117999748609,0.867854898258752,1.4384370754874445,0.3952886902963816,0.24560511198812682,0.05647239934645879,,0,0.0,19.365142608754198,,,0.30759770795702934,0.0765509833312384,0.15728585301105386,0.08874302598550474,0.01786281433286476,0.007232124152156266,0.5906210896801296,0.5906210562666564,,0.076586940831121,0.15717300158599562,0.0884695848062056,0.017999280477318136,0.007307853801729467,0.591283834768188,0.5911709369893418,,hierarchy_change,3,65,0.9999999999999999,0.3147810218978102,3.552713678800501e-15,4.157620179194587
gaussian2d_hierarchy_change_seed3,RA-MTM,defined,21,1.3008061008374503,0.45242211529106263,0.7878181285732484,2.312964634635743e-17,0.29058319099153257,0.05630400642449933,,0,0.0,5.969531249999989,13.643518833425247,0.0,0.1504638750338927,0.010840050840312086,0.008333333333333333,0.07235651254605327,0.00454931350659614,0.0037701842940921887,3.86843335142828e-17,1.412064909445121e-16,,0.010812086337259923,0.008568146824779996,0.07235940640324591,0.004480859335918822,0.003901310869315237,0.001857777580341783,0.0010781934631708863,,hierarchy_change,3,65,0.31478102189781026,0.3147810218978102,4.337876999691263,4.157620179194587
gaussian2d_crowding_seed1,TMTM,defined,21,3.7463455692787297,0.35215211583727885,0.3528623431100056,4.229421046191072e-17,0.7640518678048556,0.007154095820429932,,0,0.0,0.014204545454560957,,,0.21221562498249114,0.031219546410656083,0.061539495429266,0.030789186926514823,0.030789186926514823,0.0029346009653106572,4.557263131680737e-17,9.115971866258121e-17,,0.031219546410656083,0.061539495429266,0.030789186926514823,0.030789186926514823,0.0029346009653106572,4.557263131680737e-17,9.115971866258121e-17,,crowding,1,65,0.9604365620736698,0.9604365620736699,0.07575757575757318,7.082747858132073
gaussian2d_crowding_seed1,ST-MTM,defined,21,19.247341557395597,0.3541373929066037,0.3541373929066037,0.02437152686109592,0.000394033392188482,7.298294083710763e-08,,0,0.0,0.0,,,0.05434145906474441,0.16039451297829663,0.2797316175791774,0.031223214704292575,0.03122321470429257,0.002951144940888364,0.026066828781207217,0.026066828781207252,,0.16039100758066044,0.2800916501947363,0.031275541453537316,0.031275541453537316,0.0029511449408883643,0.023345507442113465,0.023036515705374357,,crowding,1,65,1.0,0.9604365620736699,0.0,7.082747858132073
gaussian2d_crowding_seed1,RA-MTM,defined,21,0.7616517347178697,0.02033059060366919,0.10896128907070045,5.2867763077388404e-17,0.7258134266018847,7.239969955053506e-05,,0,0.0,2.1197960697044493,0.26540577168368884,0.0,0.17243149993009865,0.006347097789315581,0.008789495783103026,0.00018078967103538128,9.01709400206643e-05,0.00016942158836390992,5.79469921121086e-17,9.094287822808411e-17,,0.0063506432448485976,0.008742043784240507,0.0002968498333467334,0.0001883247997253197,0.0002895658722630026,0.0035840052912572275,0.0015080324194111992,,crowding,1,65,0.96043656207367,0.9604365620736699,7.125507423488493,7.082747858132073
gaussian2d_crowding_seed2,TMTM,defined,21,3.8099935955895448,0.3538700252623832,0.35363328283814066,6.520357446211237e-17,0.7556799047194389,0.009994122557807716,,0,0.0,0.014204545454546746,,,0.20732124999631196,0.03174994662991287,0.06567135296309949,0.030038926178116414,0.030023646795524616,0.0029489168771865268,7.207776042683633e-17,8.649764932089354e-17,,0.03174994662991287,0.06567135296309949,0.030038926178116414,0.030023646795524616,0.0029489168771865268,7.207776042683633e-17,8.649764932089354e-17,,crowding,2,65,0.9265463917525772,0.9265463917525774,0.028409090909091123,7.052973149025225
gaussian2d_crowding_seed2,ST-MTM,defined,21,20.236142565893758,0.35264865745126084,0.35264865745126084,0.038307368087525204,0.0006946329158545624,3.5868616967513186e-07,,0,0.0,0.0,,,0.05213858303613961,0.16863452138244797,0.27778281866143856,0.03023671497734269,0.030236714977342694,0.0029387388120938407,0.04134337973631801,0.04134337973631801,,0.1686106537429846,0.2775681106696181,0.030342207819595627,0.030342207819595627,0.002938738812093843,0.040826240733592686,0.04119698150868035,,crowding,2,65,1.0,0.9265463917525774,8.289665250534503e-15,7.052973149025225
gaussian2d_crowding_seed2,RA-MTM,defined,21,1.0013689520398084,0.00143739964179872,0.08785891412384217,5.2867763077388404e-17,0.7217533045606428,0.0017914274340665008,,0,0.0,1.8647081783943662,0.0287479928359744,0.0,0.1357080830493942,0.008344741266998404,0.008333333333333333,1.1978330348322668e-05,3.992776782774223e-06,1.1978330348322668e-05,5.799758821349124e-17,1.2093191031903317e-16,,0.008327969902584723,0.008552887038954548,0.00015592253100528018,0.00010820141793715658,0.00015532677398355805,0.0021275320261323247,0.0013291829188313647,,crowding,2,65,0.9265463917525775,0.9265463917525774,7.043390484746567,7.052973149025225
