dataset,method,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion,SNS_x,TW_x,TW_valid_frames_x,TD_x,distance_nrmse_x,growth_step_log_mae_x,SNS_y,TW_y,TW_valid_frames_y,TD_y,distance_nrmse_y,growth_step_log_mae_y,runtime_seconds,raster_x,raster_y,tau_x,tau_y
era5,TMTM,0.24681641426498213,0.20923246191850586,0.2771489770943906,0.05482224527809597,0.6357528678934166,0.20490442868161735,0.06945944012615976,0.055819696793360046,0.16837775640941302,1.5765956706815352,350,1,439,0.12,0.14896951250005702,0.8039121372454706,9,3537.8000000000025,0.5258624839984994,1.8978582470737009e-06,,,,,,,1.3441535000456497,2401,,,
era5,ST-MTM,0.6085597557213803,0.4739264141566262,0.6559431978416845,0.05482224527809597,1.7241249615046181,0.20490442868161735,0.06668891701924175,0.048683163817401266,0.15920865862302558,1.5258070561394956,350,2,439,0.12,0.07846088609567804,0.8759419592752926,9,3781.155547815089,0.2999813006928136,0.42272857361207183,,,,,,,1.4751592919928953,65536,,,
era5,X-only RA-MTM,0.08363916954360621,0.06462955330890331,0.053669922381872404,0.05482224527809597,0.14957470365217365,0.20490442868161735,0.03809387001283749,0.029161125253997805,0.07663161995233037,0.9126522634737473,350,3,439,0.12,0.2262327553507452,0.7213804713804715,9,2818.1724189157776,0.5155644994505058,4.752510078718237e-17,,,,,,,3.33468783297576,16384,,33.828859586602185,
era5,Dual-Reference RA-MTM,0.05830104073008323,0.04476379644520954,0.053669922381872404,0.019258474857274704,0.14957470365217365,0.06297983205099128,0.03629038592993761,0.028813741618007833,0.054585694050713236,0.6412295700447277,350,0,439,0.12,0.2262327553507452,0.7213804713804715,9,2818.1724189157776,0.5155644994505058,4.752510078718237e-17,0.1315143958219337,0.8682860349527016,9,1658.3313653886275,0.3867255585274518,4.752510078718237e-17,6.426257373997942,16384,16384,33.828859586602185,20.31914697090047
era5,X-only centroid RA,0.08974048935565838,0.06854809213742798,0.06225675530490981,0.05482224527809597,0.18087967726684515,0.20490442868161735,0.04358080319827764,0.03206131548909651,0.08406432670620886,1.137566314682148,350,0,439,0.12,0.21743946025992453,0.7132836299502966,9,2713.2858349441394,0.526819449696718,4.752510078718237e-17,,,,,,,3.1548750420333818,16384,,31.91220730978555,
era5,Dual centroid RA,0.07234231305224294,0.056110176597823955,0.06225675530490981,0.03348288304394098,0.18087967726684515,0.12432046789359102,0.047403941964400245,0.03360533638327727,0.07288494754943117,0.9631622739423845,350,0,439,0.12,0.21743946025992453,0.7132836299502966,9,2713.2858349441394,0.526819449696718,4.752510078718237e-17,0.1290722821994349,0.8678250761584095,9,1626.445057073619,0.394023340295561,4.752510078718237e-17,6.234616583096795,16384,16384,31.91220730978555,18.953450194179517
