t,kind,order,SNS,TW1,TW3,sse,passes_guard
22,free,"(5, 4, 1, 0, 2, 3)",0.26439425068795863,0.7916666666666666,,16730.758671122494,False
22,free,"(5, 4, 1, 2, 0, 3)",0.2845529300991254,0.75,,18006.391554512258,False
22,free,"(5, 4, 1, 3, 0, 2)",0.20877681827798084,0.625,,13211.310585025423,False
22,free,"(5, 4, 1, 3, 2, 0)",0.20840672465644938,0.625,,13187.89121394813,False
22,free,"(5, 4, 2, 0, 3, 1)",0.28098745944688175,0.625,,17780.770048460447,False
22,free,"(5, 4, 3, 0, 2, 1)",0.1079012456073057,0.8333333333333334,,6827.94612920668,False
22,free,"(5, 4, 3, 2, 0, 1)",0.07779464662112277,0.9166666666666666,,4922.813015549953,False
22,same_history,"(0, 2, 3, 1, 4, 5)",0.2453725304427939,0.5416666666666667,,16814.429551742007,False
22,same_history,"(0, 2, 3, 1, 5, 4)",0.21576604432758045,0.625,,16252.239612843548,False
22,same_history,"(1, 0, 2, 3, 4, 5)",0.10606380998758179,0.875,,7421.059995097483,False
22,same_history,"(1, 0, 2, 3, 5, 4)",0.0964785651409966,0.9583333333333334,,7475.648802812111,True
22,same_history,"(1, 2, 0, 3, 4, 5)",0.13572319154430162,0.7916666666666666,,9339.672075006245,False
22,same_history,"(1, 2, 0, 3, 5, 4)",0.12549039271279372,0.875,,9394.260809089701,False
22,same_history,"(1, 3, 0, 2, 4, 5)",0.3203705561642644,0.45833333333333337,,20911.06809105373,False
22,same_history,"(1, 3, 0, 2, 5, 4)",0.29661386024455716,0.625,,20348.878203213437,False
22,same_history,"(1, 3, 2, 0, 4, 5)",0.33636694783421356,0.5,,21939.290347125116,False
22,same_history,"(1, 3, 2, 0, 5, 4)",0.3120836951560504,0.625,,21377.100498102503,False
22,same_history,"(2, 0, 3, 1, 4, 5)",0.24639171499293563,0.5416666666666667,,17017.684675019562,False
22,same_history,"(2, 0, 3, 1, 5, 4)",0.21531314301143648,0.625,,16455.49446143272,False
22,same_history,"(3, 0, 2, 1, 4, 5)",0.33615970400013073,0.5833333333333333,,22829.26471208956,False
22,same_history,"(3, 0, 2, 1, 5, 4)",0.30066833783940744,0.6666666666666667,,22267.0747527799,False
22,same_history,"(3, 2, 0, 1, 4, 5)",0.31604826832512645,0.7083333333333333,,21785.429366745197,False
22,same_history,"(3, 2, 0, 1, 5, 4)",0.27867273524893643,0.7916666666666666,,21223.239486229013,False
22,same_history,"(4, 5, 0, 2, 3, 1)",0.305597525793598,0.5416666666666667,,19456.16729152514,False
22,same_history,"(4, 5, 1, 0, 2, 3)",0.2596216054283162,0.7916666666666666,,16430.331098776962,False
22,same_history,"(4, 5, 1, 2, 0, 3)",0.28139165135886884,0.75,,17809.112964369408,False
22,same_history,"(4, 5, 1, 3, 0, 2)",0.21738999126683323,0.625,,13846.863984041542,False
22,same_history,"(4, 5, 1, 3, 2, 0)",0.21944781893232723,0.625,,14005.153591498809,False
22,same_history,"(4, 5, 2, 0, 3, 1)",0.2985473220809326,0.625,,19055.102002927077,False
22,same_history,"(4, 5, 3, 0, 2, 1)",0.1348913590207888,0.8333333333333334,,9154.821732516912,False
22,same_history,"(4, 5, 3, 2, 0, 1)",0.10669525008423439,0.9583333333333334,,7506.66632529417,False
22,same_history,"(5, 4, 0, 2, 3, 1)",0.312242603818365,0.5416666666666667,,19805.83992833897,False
22,same_history,"(5, 4, 1, 0, 2, 3)",0.26508858202928287,0.7916666666666666,,16780.003745173763,False
22,same_history,"(5, 4, 1, 2, 0, 3)",0.28690024075427384,0.75,,18158.78567363138,False
22,same_history,"(5, 4, 1, 3, 0, 2)",0.22381288761214066,0.625,,14196.536976584874,False
22,same_history,"(5, 4, 1, 3, 2, 0)",0.22604254490157874,0.625,,14354.8263451143,False
22,same_history,"(5, 4, 2, 0, 3, 1)",0.30544560539721155,0.625,,19404.774981988885,False
22,same_history,"(5, 4, 3, 0, 2, 1)",0.14329674911107712,0.7916666666666666,,9504.494237194167,False
22,same_history,"(5, 4, 3, 2, 0, 1)",0.11543566429358303,0.875,,7856.338894991352,False
23,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6))",0.15975784102988555,0.6571428571428571,0.7619047619047619,67878.010336137,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(0), np.int64(1), np.int64(2), np.int64(3))",0.3091448261815297,0.6,0.5714285714285714,68931.88185849901,False
23,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(4))",0.19656963800087357,0.6285714285714286,0.8095238095238095,67350.57558747618,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(0), np.int64(1), np.int64(2), np.int64(3))",0.26319649602114253,0.5428571428571429,0.5952380952380952,69216.0357339045,False
23,tmtm,"(np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6))",0.2519224539027985,0.6,0.7380952380952381,68809.0047474723,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.21197070112158942,0.7428571428571429,0.8571428571428572,68030.32121333046,False
23,tmtm,"(np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(4))",0.28233964239634635,0.7714285714285715,0.7619047619047619,68286.20905206594,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.15546759759188244,0.8,0.8095238095238095,68319.1141419904,False
23,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6))",0.11940372870125224,0.9428571428571428,0.8571428571428572,67095.95128879425,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(2), np.int64(0), np.int64(1), np.int64(3))",0.27964856008374445,0.8285714285714285,0.7142857142857143,68951.66800270935,False
23,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(4))",0.15966558167566308,0.8571428571428572,0.8333333333333334,66573.15559338787,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(2), np.int64(0), np.int64(1), np.int64(3))",0.22958785290411346,0.7428571428571429,0.6904761904761905,69240.46093136929,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6))",0.25330345454739395,0.7714285714285715,0.6666666666666667,68764.19834140841,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(3), np.int64(2), np.int64(0), np.int64(1))",0.2174471299669125,0.7714285714285715,0.7857142857142857,68787.35999881968,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(5), np.int64(6), np.int64(4))",0.28514432135297,0.8,0.6190476190476191,68246.04169925649,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(3), np.int64(2), np.int64(0), np.int64(1))",0.15766743643257378,0.8285714285714285,0.7142857142857143,69080.79198073407,False
23,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(5))",0.14441009085080864,0.6571428571428571,0.7619047619047619,67686.66078420817,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(0), np.int64(1), np.int64(2), np.int64(3))",0.30558265087676856,0.6285714285714286,0.5952380952380952,68879.95053717252,False
23,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(6), np.int64(5), np.int64(4))",0.2004015752446162,0.6,0.8333333333333334,67402.50690880268,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(0), np.int64(1), np.int64(2), np.int64(3))",0.27743404417455,0.5428571428571429,0.5952380952380952,69407.38528583333,False
23,tmtm,"(np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(5))",0.23765582743062638,0.6,0.7380952380952381,68617.65519554347,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.20806562092901662,0.7714285714285715,0.8333333333333334,67978.38989200398,False
23,tmtm,"(np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(6), np.int64(5), np.int64(4))",0.2859074321292145,0.7428571428571429,0.7142857142857143,68338.14037339241,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.1711412725217224,0.8,0.8095238095238095,68510.46369391923,False
23,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(5))",0.10393068504949543,0.9428571428571428,0.8571428571428572,66904.60173686543,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(2), np.int64(0), np.int64(1), np.int64(3))",0.2759147206831417,0.8571428571428572,0.7619047619047619,68899.73668138288,False
23,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(6), np.int64(5), np.int64(4))",0.1635266447862014,0.8285714285714285,0.8571428571428572,66625.08691471435,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(2), np.int64(0), np.int64(1), np.int64(3))",0.24455464178481479,0.7428571428571429,0.6904761904761905,69431.81048329812,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(4), np.int64(6), np.int64(5))",0.2391030785097834,0.8,0.6666666666666667,68572.8487894796,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(3), np.int64(2), np.int64(0), np.int64(1))",0.21339970376164547,0.8,0.7619047619047619,68735.4286774932,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(6), np.int64(5), np.int64(4))",0.2886885990380358,0.7714285714285715,0.6428571428571428,68297.97302058297,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(3), np.int64(2), np.int64(0), np.int64(1))",0.17399520882641933,0.8285714285714285,0.7142857142857143,69272.14153266288,False
23,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6))",0.1796673660451267,0.8285714285714285,0.7142857142857143,68615.31325103446,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(1), np.int64(0), np.int64(2), np.int64(3))",0.2920758647561006,0.7714285714285715,0.6428571428571428,68428.2326003452,False
23,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(4))",0.21594006553448053,0.8,0.7619047619047619,68083.23944911922,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(1), np.int64(0), np.int64(2), np.int64(3))",0.2443897047491437,0.6571428571428571,0.6666666666666667,68707.74742249626,False
23,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(6))",0.2426454303743519,0.7428571428571429,0.6904761904761905,68943.06502499331,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.1647036032922443,0.8285714285714285,0.8571428571428572,66923.42931780021,False
23,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(5), np.int64(6), np.int64(4))",0.2733259963694909,0.8571428571428572,0.7619047619047619,68415.63027633251,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.10537503270391402,0.8857142857142857,0.8333333333333334,67207.58319320572,False
23,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(6))",0.1746110541136721,0.7142857142857143,0.8095238095238095,68064.86546396991,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(2), np.int64(1), np.int64(0), np.int64(3))",0.29175605525093,0.6571428571428571,0.7142857142857143,68679.63000483374,False
23,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(5), np.int64(6), np.int64(4))",0.2103145926875553,0.6857142857142857,0.8333333333333334,67537.4307153091,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(2), np.int64(1), np.int64(0), np.int64(3))",0.2442151983330849,0.5714285714285714,0.7142857142857143,68963.78388023925,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(4), np.int64(5), np.int64(6))",0.27554305077644015,0.5428571428571429,0.6190476190476191,69129.86987920763,False
23,tmtm,"(np.int64(4), np.int64(5), np.int64(6), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.20306523665611037,0.6571428571428571,0.8333333333333334,67912.07936356762,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(5), np.int64(6), np.int64(4))",0.30424150773124553,0.6857142857142857,0.5952380952380952,68607.07418380126,False
23,tmtm,"(np.int64(5), np.int64(6), np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.14570887495979234,0.7142857142857143,0.7619047619047619,68200.87229222758,False
23,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(5))",0.16407413497208154,0.8285714285714285,0.7142857142857143,68423.96369910565,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(1), np.int64(0), np.int64(2), np.int64(3))",0.2885234987402019,0.8,0.6190476190476191,68376.30127901872,False
23,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(6), np.int64(5), np.int64(4))",0.21982565847056626,0.7714285714285715,0.7857142857142857,68135.1707704457,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(1), np.int64(0), np.int64(2), np.int64(3))",0.2585928838082813,0.6571428571428571,0.6666666666666667,68899.09697442508,False
23,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(4), np.int64(6), np.int64(5))",0.22807082341515827,0.7428571428571429,0.6904761904761905,68751.7154730645,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.16078716296448226,0.8571428571428572,0.8333333333333334,66871.49799647373,False
23,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(6), np.int64(5), np.int64(4))",0.2769700717563067,0.8285714285714285,0.7142857142857143,68467.56159765899,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.12107055431215512,0.8857142857142857,0.8333333333333334,67398.93274513455,False
23,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(4), np.int64(6), np.int64(5))",0.1593989455844522,0.7142857142857143,0.8095238095238095,67873.51591204108,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(2), np.int64(1), np.int64(0), np.int64(3))",0.28814938598530604,0.6857142857142857,0.7619047619047619,68627.69868350727,False
23,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(6), np.int64(5), np.int64(4))",0.21411357110612367,0.6571428571428571,0.8571428571428572,67589.36203663559,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(2), np.int64(1), np.int64(0), np.int64(3))",0.2586358608489798,0.5714285714285714,0.7142857142857143,69155.13343216808,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(4), np.int64(6), np.int64(5))",0.26150239343867776,0.5428571428571429,0.6190476190476191,68938.52032727879,False
23,tmtm,"(np.int64(4), np.int64(6), np.int64(5), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.19913818012603818,0.6857142857142857,0.8095238095238095,67860.14804224114,False
23,tmtm,"(np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(6), np.int64(5), np.int64(4))",0.3077543656110043,0.6571428571428571,0.5714285714285714,68659.00550512773,False
23,tmtm,"(np.int64(6), np.int64(5), np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.16147326873185894,0.7142857142857143,0.7619047619047619,68392.22184415639,False
23,free,"(0, 1, 2, 3, 4, 5, 6)",0.11724091578094865,0.8571428571428572,0.8809523809523809,10248.867865620387,False
23,free,"(0, 1, 2, 3, 4, 6, 5)",0.10785981131030775,0.8571428571428572,0.8333333333333334,9428.798357354031,False
23,free,"(0, 1, 2, 3, 5, 6, 4)",0.13847281040395293,0.7714285714285715,0.8809523809523809,12104.899789957388,False
23,free,"(0, 1, 2, 3, 6, 5, 4)",0.1410187957263715,0.7428571428571429,0.8809523809523809,12327.462595642304,False
23,free,"(1, 0, 2, 3, 4, 5, 6)",0.1265358172140485,0.9428571428571428,0.8809523809523809,11061.401749181929,False
23,free,"(1, 0, 2, 3, 4, 6, 5)",0.1171547127434076,0.9428571428571428,0.8333333333333334,10241.332240915573,False
23,free,"(1, 0, 2, 3, 5, 6, 4)",0.14776771183705276,0.8571428571428572,0.8809523809523809,12917.43367351893,False
23,free,"(1, 0, 2, 3, 6, 5, 4)",0.15031369715947132,0.8285714285714285,0.8809523809523809,13139.996479203846,False
23,free,"(2, 0, 1, 3, 4, 5, 6)",0.08973641569318981,0.9714285714285714,0.8809523809523809,7844.502587238695,False
23,free,"(2, 0, 1, 3, 4, 6, 5)",0.0803553112225489,0.9714285714285714,0.9047619047619048,7024.433078972343,True
23,free,"(2, 0, 1, 3, 5, 6, 4)",0.11096831031619404,0.8857142857142857,0.8809523809523809,9700.534511575697,False
23,free,"(2, 0, 1, 3, 6, 5, 4)",0.11351429563861265,0.8571428571428572,0.8809523809523809,9923.097317260615,False
23,free,"(2, 1, 0, 3, 4, 5, 6)",0.11783199284099863,0.9142857142857143,0.8809523809523809,10300.538143412592,False
23,free,"(2, 1, 0, 3, 4, 6, 5)",0.10845088837035784,0.9142857142857143,0.8809523809523809,9480.468635146237,False
23,free,"(2, 1, 0, 3, 5, 6, 4)",0.13906388746400247,0.8285714285714285,0.8809523809523809,12156.570067749592,False
23,free,"(2, 1, 0, 3, 6, 5, 4)",0.14160987278642095,0.8,0.8809523809523809,12379.132873434508,False
23,free,"(3, 0, 1, 2, 4, 5, 6)",0.23941332742643048,0.7428571428571429,0.7380952380952381,20928.833093102778,False
23,free,"(3, 0, 1, 2, 4, 6, 5)",0.23003222295578948,0.7714285714285715,0.7380952380952381,20108.763584836423,False
23,free,"(3, 0, 1, 2, 5, 6, 4)",0.26064522204943463,0.8,0.7619047619047619,22784.865017439784,False
23,free,"(3, 0, 1, 2, 6, 5, 4)",0.26319120737185325,0.7142857142857143,0.7142857142857143,23007.427823124704,False
23,free,"(3, 1, 0, 2, 4, 5, 6)",0.23057768929339736,0.8285714285714285,0.7380952380952381,20156.446702816607,False
23,free,"(3, 1, 0, 2, 4, 6, 5)",0.22119658482275642,0.8571428571428572,0.7380952380952381,19336.377194550245,False
23,free,"(3, 1, 0, 2, 5, 6, 4)",0.2518095839164016,0.8857142857142857,0.7619047619047619,22012.478627153607,False
23,free,"(3, 1, 0, 2, 6, 5, 4)",0.2543555692388202,0.8,0.7142857142857143,22235.041432838523,False
23,free,"(3, 2, 0, 1, 4, 5, 6)",0.24355530578511608,0.7714285714285715,0.6666666666666667,21290.913077020192,False
23,free,"(3, 2, 0, 1, 4, 6, 5)",0.23417420131447514,0.8,0.6666666666666667,20470.843568753833,False
23,free,"(3, 2, 0, 1, 5, 6, 4)",0.2647872004081203,0.8285714285714285,0.6190476190476191,23146.945001357188,False
23,free,"(3, 2, 0, 1, 6, 5, 4)",0.26733318573053894,0.7428571428571429,0.6904761904761905,23369.507807042115,False
23,free,"(3, 2, 1, 0, 4, 5, 6)",0.25317024987194137,0.7142857142857143,0.6428571428571428,22131.424180373524,False
23,free,"(3, 2, 1, 0, 4, 6, 5)",0.24378914540130045,0.7428571428571429,0.6428571428571428,21311.354672107173,False
23,free,"(3, 2, 1, 0, 5, 6, 4)",0.27440214449494554,0.7714285714285715,0.6428571428571428,23987.45610471052,False
23,free,"(3, 2, 1, 0, 6, 5, 4)",0.2769481298173642,0.6857142857142857,0.6428571428571428,24210.018910395447,False
23,free,"(4, 5, 6, 0, 1, 2, 3)",0.2769481298173642,0.6857142857142857,0.6428571428571428,24210.018910395444,False
23,free,"(4, 5, 6, 1, 0, 2, 3)",0.26733318573053894,0.7428571428571429,0.6904761904761905,23369.50780704211,False
23,free,"(4, 5, 6, 2, 0, 1, 3)",0.2543555692388202,0.8,0.7142857142857143,22235.041432838523,False
23,free,"(4, 5, 6, 2, 1, 0, 3)",0.26319120737185325,0.7142857142857143,0.7142857142857143,23007.427823124704,False
23,free,"(4, 5, 6, 3, 0, 1, 2)",0.14160987278642104,0.8,0.8809523809523809,12379.132873434508,False
23,free,"(4, 5, 6, 3, 1, 0, 2)",0.11351429563861262,0.8571428571428572,0.8809523809523809,9923.097317260615,False
23,free,"(4, 5, 6, 3, 2, 0, 1)",0.15031369715947132,0.8285714285714285,0.8809523809523809,13139.996479203845,False
23,free,"(4, 5, 6, 3, 2, 1, 0)",0.1410187957263715,0.7428571428571429,0.8809523809523809,12327.462595642304,False
23,free,"(4, 6, 5, 0, 1, 2, 3)",0.27440214449494554,0.7714285714285715,0.6428571428571428,23987.45610471053,False
23,free,"(4, 6, 5, 1, 0, 2, 3)",0.2647872004081203,0.8285714285714285,0.6190476190476191,23146.94500135719,False
23,free,"(4, 6, 5, 2, 0, 1, 3)",0.25180958391640157,0.8857142857142857,0.7619047619047619,22012.478627153607,False
23,free,"(4, 6, 5, 2, 1, 0, 3)",0.26064522204943463,0.8,0.7619047619047619,22784.865017439777,False
23,free,"(4, 6, 5, 3, 0, 1, 2)",0.13906388746400247,0.8285714285714285,0.8809523809523809,12156.570067749592,False
23,free,"(4, 6, 5, 3, 1, 0, 2)",0.11096831031619404,0.8857142857142857,0.8809523809523809,9700.534511575697,False
23,free,"(4, 6, 5, 3, 2, 0, 1)",0.14776771183705276,0.8571428571428572,0.8809523809523809,12917.433673518932,False
23,free,"(4, 6, 5, 3, 2, 1, 0)",0.13847281040395293,0.7714285714285715,0.8809523809523809,12104.899789957388,False
23,free,"(5, 6, 4, 0, 1, 2, 3)",0.24378914540130045,0.7428571428571429,0.6428571428571428,21311.354672107176,False
23,free,"(5, 6, 4, 1, 0, 2, 3)",0.23417420131447514,0.8,0.6666666666666667,20470.843568753844,False
23,free,"(5, 6, 4, 2, 0, 1, 3)",0.22119658482275645,0.8571428571428572,0.7380952380952381,19336.37719455025,False
23,free,"(5, 6, 4, 2, 1, 0, 3)",0.2300322229557895,0.7714285714285715,0.7380952380952381,20108.763584836426,False
23,free,"(5, 6, 4, 3, 0, 1, 2)",0.10845088837035784,0.9142857142857143,0.8809523809523809,9480.468635146237,False
23,free,"(5, 6, 4, 3, 1, 0, 2)",0.08035531122254887,0.9714285714285714,0.9047619047619048,7024.433078972342,True
23,free,"(5, 6, 4, 3, 2, 0, 1)",0.11715471274340758,0.9428571428571428,0.8333333333333334,10241.332240915575,False
23,free,"(5, 6, 4, 3, 2, 1, 0)",0.10785981131030775,0.8571428571428572,0.8333333333333334,9428.798357354033,False
23,free,"(6, 5, 4, 0, 1, 2, 3)",0.25317024987194137,0.7142857142857143,0.6428571428571428,22131.424180373528,False
23,free,"(6, 5, 4, 1, 0, 2, 3)",0.24355530578511603,0.7714285714285715,0.6666666666666667,21290.913077020192,False
23,free,"(6, 5, 4, 2, 0, 1, 3)",0.23057768929339736,0.8285714285714285,0.7380952380952381,20156.446702816604,False
23,free,"(6, 5, 4, 2, 1, 0, 3)",0.23941332742643043,0.7428571428571429,0.7380952380952381,20928.83309310278,False
23,free,"(6, 5, 4, 3, 0, 1, 2)",0.1178319928409986,0.9142857142857143,0.8809523809523809,10300.53814341259,False
23,free,"(6, 5, 4, 3, 1, 0, 2)",0.08973641569318981,0.9714285714285714,0.8809523809523809,7844.502587238694,False
23,free,"(6, 5, 4, 3, 2, 0, 1)",0.1265358172140485,0.9428571428571428,0.8809523809523809,11061.401749181927,False
23,free,"(6, 5, 4, 3, 2, 1, 0)",0.11724091578094868,0.8571428571428572,0.8809523809523809,10248.867865620387,False
23,same_history,"(0, 1, 2, 3, 4, 5, 6)",0.11896260556916338,0.8571428571428572,0.8809523809523809,10547.673159366694,False
23,same_history,"(0, 1, 2, 3, 4, 6, 5)",0.10976045609687395,0.8571428571428572,0.8809523809523809,9753.138135962414,False
23,same_history,"(0, 1, 2, 3, 5, 6, 4)",0.14038893579504985,0.7714285714285715,0.8809523809523809,12410.127384382144,False
23,same_history,"(0, 1, 2, 3, 6, 5, 4)",0.14288513112182952,0.7428571428571429,0.8809523809523809,12625.755188352261,False
23,same_history,"(1, 0, 2, 3, 4, 5, 6)",0.1301190348108164,0.9428571428571428,0.8809523809523809,11533.630394705708,False
23,same_history,"(1, 0, 2, 3, 4, 6, 5)",0.12091258912037332,0.9428571428571428,0.8809523809523809,10739.095494407835,False
23,same_history,"(1, 0, 2, 3, 5, 6, 4)",0.1515490807544203,0.8571428571428572,0.8809523809523809,13396.084654280952,False
23,same_history,"(1, 0, 2, 3, 6, 5, 4)",0.15404647098902213,0.8285714285714285,0.8809523809523809,13611.71253390563,False
23,same_history,"(2, 0, 1, 3, 4, 5, 6)",0.09011957872339346,0.9714285714285714,0.8809523809523809,8002.857338467897,False
23,same_history,"(2, 0, 1, 3, 4, 6, 5)",0.08092748664616277,0.9714285714285714,0.9047619047619048,7208.322116052919,True
23,same_history,"(2, 0, 1, 3, 5, 6, 4)",0.11153683448763373,0.8857142857142857,0.8809523809523809,9865.311481119876,False
23,same_history,"(2, 0, 1, 3, 6, 5, 4)",0.11403024162150278,0.8571428571428572,0.8809523809523809,10080.939264607197,False
23,same_history,"(2, 1, 0, 3, 4, 5, 6)",0.11817767314847695,0.9142857142857143,0.8809523809523809,10458.828311832236,False
23,same_history,"(2, 1, 0, 3, 4, 6, 5)",0.10898283863317236,0.9142857142857143,0.8809523809523809,9664.293139378697,False
23,same_history,"(2, 1, 0, 3, 5, 6, 4)",0.13959739600951016,0.8285714285714285,0.8809523809523809,12321.282559367402,False
23,same_history,"(2, 1, 0, 3, 6, 5, 4)",0.14209153402017902,0.8,0.8809523809523809,12536.910281422648,False
23,same_history,"(3, 0, 1, 2, 4, 5, 6)",0.243447138602751,0.6857142857142857,0.6904761904761905,21284.628318708525,False
23,same_history,"(3, 0, 1, 2, 4, 6, 5)",0.23433712326006864,0.7142857142857143,0.6904761904761905,20490.093568703633,False
23,same_history,"(3, 0, 1, 2, 5, 6, 4)",0.2647723005798657,0.7428571428571429,0.6904761904761905,23147.082471830137,False
23,same_history,"(3, 0, 1, 2, 6, 5, 4)",0.26724225889009257,0.6571428571428571,0.6904761904761905,23362.71064796266,False
23,same_history,"(3, 1, 0, 2, 4, 5, 6)",0.23631747930836777,0.8571428571428572,0.6904761904761905,20668.24998016391,False
23,same_history,"(3, 1, 0, 2, 4, 6, 5)",0.22719339751123108,0.8857142857142857,0.6904761904761905,19873.71500678434,False
23,same_history,"(3, 1, 0, 2, 5, 6, 4)",0.25766011581248377,0.9142857142857143,0.6904761904761905,22530.7042246213,False
23,same_history,"(3, 1, 0, 2, 6, 5, 4)",0.2601340619650739,0.8285714285714285,0.6904761904761905,22746.33199370415,False
23,same_history,"(3, 2, 0, 1, 4, 5, 6)",0.24426706536884552,0.7714285714285715,0.6666666666666667,21353.332680729494,False
23,same_history,"(3, 2, 0, 1, 4, 6, 5)",0.2351803407559014,0.8,0.6666666666666667,20558.797677465533,False
23,same_history,"(3, 2, 0, 1, 5, 6, 4)",0.2655621111007585,0.8285714285714285,0.6190476190476191,23215.786939929472,False
