t,kind,order,SNS,TW1,TW3,sse,passes_guard
0,tmtm,"(np.int64(0),)",0.0,,,0.0,True
0,free,"(0,)",0.0,,,0.0,True
0,same_history,"(0,)",0.0,,,0.0,True
1,tmtm,"(np.int64(0),)",0.0,,,0.0,True
1,free,"(0,)",0.0,,,0.0,True
1,same_history,"(0,)",0.0,,,0.0,True
2,tmtm,"(np.int64(0),)",0.0,,,0.0,True
2,free,"(0,)",0.0,,,0.0,True
2,same_history,"(0,)",0.0,,,0.0,True
3,tmtm,"(np.int64(0),)",0.0,,,0.0,True
3,free,"(0,)",0.0,,,0.0,True
3,same_history,"(0,)",0.0,,,0.0,True
4,tmtm,"(np.int64(0),)",0.0,,,0.0,True
4,free,"(0,)",0.0,,,0.0,True
4,same_history,"(0,)",0.0,,,0.0,True
5,tmtm,"(np.int64(0),)",0.0,,,0.0,True
5,free,"(0,)",0.0,,,0.0,True
5,same_history,"(0,)",0.0,,,0.0,True
6,tmtm,"(np.int64(0),)",0.0,,,0.0,True
6,free,"(0,)",0.0,,,0.0,True
6,same_history,"(0,)",0.0,,,0.0,True
7,tmtm,"(np.int64(0),)",0.0,,,0.0,True
7,free,"(0,)",0.0,,,0.0,True
7,same_history,"(0,)",0.0,,,0.0,True
8,tmtm,"(np.int64(0), np.int64(1))",0.0,,,845.467455621302,False
8,tmtm,"(np.int64(1), np.int64(0))",0.0,,,845.467455621302,False
8,free,"(0, 1)",0.0,,,2.0194839173657902e-28,True
8,free,"(1, 0)",0.0,,,2.0194839173657902e-28,True
8,same_history,"(0, 1)",0.0,,,0.0,True
8,same_history,"(1, 0)",0.0,,,0.0,True
9,tmtm,"(np.int64(0), np.int64(1))",0.0,,,511.4556213017749,False
9,tmtm,"(np.int64(1), np.int64(0))",0.0,,,511.4556213017749,False
9,free,"(0, 1)",0.0,,,1.135959703518257e-28,True
9,free,"(1, 0)",0.0,,,1.135959703518257e-28,True
9,same_history,"(0, 1)",1.7412897042592793e-32,,,5.32544378698226,True
9,same_history,"(1, 0)",0.0,,,644.378698224852,False
10,tmtm,"(np.int64(0), np.int64(1))",0.0,,,631.7583323142144,False
10,tmtm,"(np.int64(1), np.int64(0))",1.355089264015003e-32,,,687.0545948454544,False
10,free,"(0, 1)",0.0,,,2.0194839173657902e-28,True
10,free,"(1, 0)",0.0,,,2.0194839173657902e-28,True
10,same_history,"(0, 1)",1.355089264015003e-32,,,0.3050113184567878,True
10,same_history,"(1, 0)",1.355089264015003e-32,,,655.7298878483097,False
11,tmtm,"(np.int64(1), np.int64(0), np.int64(2))",0.13763070061618785,0.33333333333333337,,2537.107683108296,False
11,tmtm,"(np.int64(0), np.int64(2), np.int64(1))",0.23349021774028678,0.0,,2457.368798066048,False
11,tmtm,"(np.int64(1), np.int64(2), np.int64(0))",0.21205249431704165,0.0,,2567.8310964557522,False
11,tmtm,"(np.int64(2), np.int64(0), np.int64(1))",0.17324945513159057,0.33333333333333337,,2426.6453847185912,False
11,free,"(0, 2, 1)",0.19553097337583158,0.33333333333333337,,623.616536388007,False
11,free,"(1, 0, 2)",0.08782931024012247,0.6666666666666667,,280.11833265932546,True
11,free,"(1, 2, 0)",0.19553097337583158,0.33333333333333337,,623.616536388007,False
11,free,"(2, 0, 1)",0.08782931024012249,0.6666666666666667,,280.11833265932546,True
11,same_history,"(0, 2, 1)",0.19553778667520605,0.33333333333333337,,645.1767482406863,False
11,same_history,"(1, 0, 2)",0.20422131479773636,0.6666666666666667,,651.853945655518,False
11,same_history,"(1, 2, 0)",0.1967495800022982,0.33333333333333337,,1471.0881150953232,False
11,same_history,"(2, 0, 1)",0.0944138099001871,0.6666666666666667,,307.0297357862782,True
12,tmtm,"(np.int64(0), np.int64(1))",0.0,,,1156.3072312108275,False
12,tmtm,"(np.int64(1), np.int64(0))",0.0,,,1156.3072312108275,False
12,free,"(0, 1)",0.0,,,2.0194839173657902e-28,True
12,free,"(1, 0)",0.0,,,2.0194839173657902e-28,True
12,same_history,"(0, 1)",0.0,,,1300.5802808321826,False
12,same_history,"(1, 0)",0.0,,,10.397539961135967,True
13,tmtm,"(np.int64(0), np.int64(1))",2.5373984761519543e-32,,,1538.3378492525062,False
13,tmtm,"(np.int64(1), np.int64(0))",0.0,,,1623.9750131298158,False
13,free,"(0, 1)",0.0,,,5.048709793414476e-29,True
13,free,"(1, 0)",0.0,,,5.048709793414476e-29,True
13,same_history,"(0, 1)",2.5373984761519543e-32,,,1362.9702866626844,False
13,same_history,"(1, 0)",0.0,,,1.7305784397328874,True
14,tmtm,"(np.int64(0), np.int64(1), np.int64(2))",0.07967440559569622,0.6666666666666667,,4276.677874860226,False
14,tmtm,"(np.int64(1), np.int64(2), np.int64(0))",0.05545012766879447,1.0,,4443.58709773412,False
14,tmtm,"(np.int64(0), np.int64(2), np.int64(1))",0.06355062466633705,1.0,,4264.825817674112,False
14,tmtm,"(np.int64(2), np.int64(1), np.int64(0))",0.07454690656830108,0.6666666666666667,,4455.439154920235,False
14,free,"(0, 1, 2)",0.07388708428719482,0.6666666666666667,,409.7126264061386,False
14,free,"(0, 2, 1)",0.052513226323173096,1.0,,291.1920545449916,True
14,free,"(1, 2, 0)",0.052513226323173116,1.0,,291.1920545449916,True
14,free,"(2, 1, 0)",0.07388708428719479,0.6666666666666667,,409.7126264061386,False
14,same_history,"(0, 1, 2)",0.25858907222134697,0.33333333333333337,,1487.107747186927,False
14,same_history,"(0, 2, 1)",0.08177581178328329,1.0,,2023.1449337240142,False
14,same_history,"(1, 2, 0)",0.052665533208765714,1.0,,330.5048107399683,True
14,same_history,"(2, 1, 0)",0.07454316963751628,0.6666666666666667,,416.0784156310901,False
15,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4))",0.23445385384150796,0.8,,16600.931469917483,False
15,tmtm,"(np.int64(3), np.int64(4), np.int64(0), np.int64(1), np.int64(2))",0.21701376023784244,0.4,,17586.338183100255,False
15,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(4))",0.29565467244730903,0.6,,16827.418809871448,False
15,tmtm,"(np.int64(3), np.int64(4), np.int64(2), np.int64(0), np.int64(1))",0.20414045765596386,0.9333333333333333,,17550.444021655865,False
15,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(3))",0.192050338504341,0.8666666666666667,,16985.834500273744,False
15,tmtm,"(np.int64(4), np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.2550735566265677,0.8,,17187.51799298068,False
15,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(4), np.int64(3))",0.2626477059157466,0.5333333333333333,,17212.321840227713,False
15,tmtm,"(np.int64(4), np.int64(3), np.int64(2), np.int64(0), np.int64(1))",0.2440443197663874,0.6,,17151.623831536286,False
15,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(4))",0.24878019675036656,0.7333333333333334,,16653.11291038633,False
15,tmtm,"(np.int64(3), np.int64(4), np.int64(1), np.int64(0), np.int64(2))",0.26567181962494923,0.4,,17724.74992114098,False
15,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(4))",0.2585563335882921,0.7333333333333334,,16689.007071830725,False
15,tmtm,"(np.int64(3), np.int64(4), np.int64(2), np.int64(1), np.int64(0))",0.18523856988039794,0.9333333333333333,,17498.262581187017,False
15,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(4), np.int64(3))",0.2086016733338301,0.8,,17038.015940742596,False
15,tmtm,"(np.int64(4), np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.29684462452374116,0.5333333333333333,,17325.929731021406,False
15,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(4), np.int64(3))",0.2198874382620947,0.6,,17073.910102186986,False
15,tmtm,"(np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.22786591478327667,0.6666666666666667,,17099.442391067438,False
15,free,"(0, 1, 2, 3, 4)",0.2079030883622947,0.6666666666666667,,4508.91360630463,False
15,free,"(0, 1, 2, 4, 3)",0.17806522679763626,0.9333333333333333,,3861.802776678676,True
15,free,"(1, 0, 2, 3, 4)",0.222339403061469,0.6666666666666667,,4822.002249117728,False
15,free,"(1, 0, 2, 4, 3)",0.19250154149681054,0.9333333333333333,,4174.891419491774,False
15,free,"(2, 0, 1, 3, 4)",0.28318863881698636,0.7333333333333334,,6141.674550248628,False
15,free,"(2, 0, 1, 4, 3)",0.2533507772523279,0.7333333333333334,,5494.563720622675,False
15,free,"(2, 1, 0, 3, 4)",0.24489618482449088,0.7333333333333334,,5311.204122004283,False
15,free,"(2, 1, 0, 4, 3)",0.21505832325983246,0.4,,4664.09329237833,False
15,free,"(3, 4, 0, 1, 2)",0.21505832325983246,0.4,,4664.09329237833,False
15,free,"(3, 4, 1, 0, 2)",0.2533507772523279,0.7333333333333334,,5494.563720622676,False
15,free,"(3, 4, 2, 0, 1)",0.19250154149681054,0.9333333333333333,,4174.891419491774,False
15,free,"(3, 4, 2, 1, 0)",0.1780652267976362,0.9333333333333333,,3861.8027766786754,True
15,free,"(4, 3, 0, 1, 2)",0.24489618482449088,0.7333333333333334,,5311.204122004283,False
15,free,"(4, 3, 1, 0, 2)",0.28318863881698636,0.7333333333333334,,6141.674550248628,False
15,free,"(4, 3, 2, 0, 1)",0.222339403061469,0.6666666666666667,,4822.002249117727,False
15,free,"(4, 3, 2, 1, 0)",0.2079030883622947,0.6666666666666667,,4508.913606304629,False
15,same_history,"(0, 1, 2, 3, 4)",0.24190440979987557,0.5333333333333333,,6493.900089749374,False
15,same_history,"(0, 1, 2, 4, 3)",0.20777680935274623,0.9333333333333333,,6076.233384398365,False
15,same_history,"(1, 0, 2, 3, 4)",0.2778050279578435,0.4,,6423.936582821355,False
15,same_history,"(1, 0, 2, 4, 3)",0.2514463912549352,0.6666666666666667,,6006.269469762097,False
15,same_history,"(2, 0, 1, 3, 4)",0.32024309915558835,0.7333333333333334,,7167.943695977821,False
15,same_history,"(2, 0, 1, 4, 3)",0.29571905390016434,0.7333333333333334,,6750.276551620671,False
15,same_history,"(2, 1, 0, 3, 4)",0.28590011759114387,0.7333333333333334,,6224.570868316787,False
15,same_history,"(2, 1, 0, 4, 3)",0.2649142155934016,0.4,,5806.903768920566,False
15,same_history,"(3, 4, 0, 1, 2)",0.2167405792914029,0.6,,4707.638607055353,False
15,same_history,"(3, 4, 1, 0, 2)",0.2534230200753773,0.7333333333333334,,5496.3465927508805,False
15,same_history,"(3, 4, 2, 0, 1)",0.19273672744595635,0.9333333333333333,,4186.052911422969,False
15,same_history,"(3, 4, 2, 1, 0)",0.17883858201297728,0.9333333333333333,,3938.0921342939673,True
15,same_history,"(4, 3, 0, 1, 2)",0.2541449962259967,0.7333333333333334,,5515.269872381233,False
15,same_history,"(4, 3, 1, 0, 2)",0.29066379451171187,0.7333333333333334,,6303.978074861816,False
15,same_history,"(4, 3, 2, 0, 1)",0.2297111964157276,0.6666666666666667,,4993.684393829786,False
15,same_history,"(4, 3, 2, 1, 0)",0.21516486268110863,0.6666666666666667,,4745.7236155109895,False
16,tmtm,"(np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(4))",0.2278659147832766,0.6666666666666667,,17099.442391067438,False
16,tmtm,"(np.int64(2), np.int64(4), np.int64(0), np.int64(1), np.int64(3))",0.21988743826209461,0.6,,17073.91010218699,False
16,tmtm,"(np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(2))",0.18523856988039797,0.9333333333333333,,17498.26258118701,False
16,tmtm,"(np.int64(4), np.int64(2), np.int64(0), np.int64(1), np.int64(3))",0.25855633358829205,0.7333333333333334,,16689.00707183073,False
16,tmtm,"(np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(4))",0.26257666693605564,0.6666666666666667,,17212.08861128224,False
16,tmtm,"(np.int64(2), np.int64(4), np.int64(1), np.int64(3), np.int64(0))",0.25421397574610355,0.4666666666666667,,17184.711018060425,False
16,tmtm,"(np.int64(1), np.int64(3), np.int64(0), np.int64(4), np.int64(2))",0.22576539920448008,0.4,,17610.908801401813,False
16,tmtm,"(np.int64(4), np.int64(2), np.int64(1), np.int64(3), np.int64(0))",0.28833019459457526,0.5333333333333333,,16799.80798770416,False
16,tmtm,"(np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(4))",0.2886082231280206,0.4666666666666667,,17298.31890885412,False
16,tmtm,"(np.int64(2), np.int64(4), np.int64(0), np.int64(3), np.int64(1))",0.22756614964403848,0.4666666666666667,,17098.48072048855,False
16,tmtm,"(np.int64(0), np.int64(3), np.int64(1), np.int64(4), np.int64(2))",0.25608997358576313,0.4,,17697.13909897369,False
16,tmtm,"(np.int64(4), np.int64(2), np.int64(0), np.int64(3), np.int64(1))",0.26521147295487424,0.6,,16713.577690132286,False
16,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(4))",0.25507355662656767,0.8,,17187.51799298068,False
16,tmtm,"(np.int64(2), np.int64(4), np.int64(3), np.int64(1), np.int64(0))",0.19205033850434095,0.8,,16985.834500273748,False
16,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(4), np.int64(2))",0.21701376023784247,0.4,,17586.33818310025,False
16,tmtm,"(np.int64(4), np.int64(2), np.int64(3), np.int64(1), np.int64(0))",0.2344538538415079,0.8,,16600.931469917483,False
16,free,"(0, 1, 3, 2, 4)",0.2079030883622946,0.6666666666666667,,4508.913606304629,False
16,free,"(0, 1, 3, 4, 2)",0.17806522679763617,0.9333333333333333,,3861.802776678675,True
16,free,"(0, 3, 1, 2, 4)",0.26941777141916123,0.6,,5843.017845003016,False
16,free,"(0, 3, 1, 4, 2)",0.23957990985450278,0.6,,5195.907015377063,False
16,free,"(1, 3, 0, 2, 4)",0.25249614591669534,0.6,,5476.028840318768,False
16,free,"(1, 3, 0, 4, 2)",0.22265828435203688,0.4,,4828.918010692813,False
16,free,"(2, 4, 0, 1, 3)",0.21505832325983237,0.4,,4664.093292378329,False
16,free,"(2, 4, 0, 3, 1)",0.22265828435203688,0.4,,4828.918010692814,False
16,free,"(2, 4, 1, 3, 0)",0.23957990985450278,0.6,,5195.907015377062,False
16,free,"(2, 4, 3, 1, 0)",0.17806522679763617,0.9333333333333333,,3861.8027766786754,True
16,free,"(3, 1, 0, 2, 4)",0.24489618482449088,0.7333333333333334,,5311.204122004283,False
16,free,"(3, 1, 0, 4, 2)",0.21505832325983237,0.4,,4664.093292378329,False
16,free,"(4, 2, 0, 1, 3)",0.24489618482449083,0.7333333333333334,,5311.204122004283,False
16,free,"(4, 2, 0, 3, 1)",0.25249614591669534,0.6,,5476.028840318767,False
16,free,"(4, 2, 1, 3, 0)",0.26941777141916123,0.6,,5843.017845003016,False
16,free,"(4, 2, 3, 1, 0)",0.2079030883622946,0.6666666666666667,,4508.913606304628,False
16,same_history,"(0, 1, 3, 2, 4)",0.23026997122719506,0.5333333333333333,,7842.6056858273,False
16,same_history,"(0, 1, 3, 4, 2)",0.17818507950920054,0.9333333333333333,,7440.189332507175,False
16,same_history,"(0, 3, 1, 2, 4)",0.30426411956351274,0.4,,8923.44349084965,False
16,same_history,"(0, 3, 1, 4, 2)",0.2553221747706999,0.5333333333333333,,8521.02723110771,False
16,same_history,"(1, 3, 0, 2, 4)",0.30625590629328175,0.7333333333333334,,8190.903211985925,False
16,same_history,"(1, 3, 0, 4, 2)",0.26970709597991094,0.4,,7827.275885053997,False
16,same_history,"(2, 4, 0, 1, 3)",0.24333218347122912,0.7333333333333334,,5336.176120676086,False
16,same_history,"(2, 4, 0, 3, 1)",0.2434109093098851,0.5333333333333333,,5310.003649564938,False
16,same_history,"(2, 4, 1, 3, 0)",0.2427379165156981,0.6,,5267.931296648724,False
16,same_history,"(2, 4, 3, 1, 0)",0.17810276092218466,0.9333333333333333,,3865.8654552105136,True
16,same_history,"(3, 1, 0, 2, 4)",0.3042928888773495,0.7333333333333334,,7852.636592869243,False
16,same_history,"(3, 1, 0, 4, 2)",0.2710240370369316,0.4,,7489.009812392013,False
16,same_history,"(4, 2, 0, 1, 3)",0.2801688625498336,0.7333333333333334,,6159.058298966209,False
16,same_history,"(4, 2, 0, 3, 1)",0.28059687973186825,0.5333333333333333,,6132.885912088375,False
16,same_history,"(4, 2, 1, 3, 0)",0.28042373628899453,0.6,,6090.813481657535,False
16,same_history,"(4, 2, 3, 1, 0)",0.21581160459197227,0.6666666666666667,,4688.747753875407,False
17,tmtm,"(np.int64(0), np.int64(1), np.int64(2), np.int64(3))",0.13220154292403918,0.75,,8971.594625803602,False
17,tmtm,"(np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.3129327332578475,0.25,,10078.912555392144,False
17,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3))",0.16227848934369274,0.75,,9554.892395245366,False
17,tmtm,"(np.int64(3), np.int64(2), np.int64(0), np.int64(1))",0.11215372441817682,0.75,,9884.22731963809,False
17,tmtm,"(np.int64(1), np.int64(0), np.int64(2), np.int64(3))",0.11388086791399057,0.875,,9371.714578179368,False
17,tmtm,"(np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.1603344342528925,0.625,,9725.635466339194,False
17,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3))",0.2794125412767987,0.25,,9761.688484519116,False
17,tmtm,"(np.int64(3), np.int64(2), np.int64(1), np.int64(0))",0.14082844115085497,0.75,,9337.626367483124,False
17,free,"(0, 1, 2, 3)",0.13106362925759626,0.75,,1724.9941503549617,True
17,free,"(1, 0, 2, 3)",0.11163797294002947,0.75,,1469.3233459951284,True
17,free,"(2, 0, 1, 3)",0.14935454224313027,0.75,,1965.730028671631,True
17,free,"(2, 1, 0, 3)",0.23979510004267193,0.375,,3156.063563938107,False
17,free,"(3, 0, 1, 2)",0.23979510004267193,0.375,,3156.063563938107,False
17,free,"(3, 1, 0, 2)",0.14935454224313022,0.75,,1965.7300286716313,True
17,free,"(3, 2, 0, 1)",0.11163797294002947,0.75,,1469.3233459951284,True
17,free,"(3, 2, 1, 0)",0.13106362925759626,0.75,,1724.9941503549617,True
17,same_history,"(0, 1, 2, 3)",0.2083219184912998,0.75,,3508.0790687531894,False
17,same_history,"(1, 0, 2, 3)",0.22255775976283737,0.875,,3062.167649899813,False
17,same_history,"(2, 0, 1, 3)",0.26120402612862664,0.75,,5128.934489749174,False
17,same_history,"(2, 1, 0, 3)",0.38453145570980196,0.0,,5453.614298336373,False
17,same_history,"(3, 0, 1, 2)",0.2602623989957379,0.375,,3580.4626714741817,False
17,same_history,"(3, 1, 0, 2)",0.18697070984341144,0.75,,2461.062623373982,True
17,same_history,"(3, 2, 0, 1)",0.20438781769300376,0.875,,3204.1377583872863,False
17,same_history,"(3, 2, 1, 0)",0.22755272438816784,0.375,,3068.399141496831,False
18,tmtm,"(np.int64(0), np.int64(3), np.int64(1), np.int64(2))",0.24209260506675212,0.5,,10497.897076157016,False
18,tmtm,"(np.int64(1), np.int64(2), np.int64(0), np.int64(3))",0.20425866191556027,0.5,,10065.600351027731,False
18,tmtm,"(np.int64(3), np.int64(0), np.int64(1), np.int64(2))",0.3014732504612556,0.5,,10043.207336247295,False
18,tmtm,"(np.int64(1), np.int64(2), np.int64(3), np.int64(0))",0.11822667358522009,0.75,,10538.846303955204,False
18,tmtm,"(np.int64(0), np.int64(3), np.int64(2), np.int64(1))",0.12172104616005447,0.625,,10816.897811944016,False
18,tmtm,"(np.int64(2), np.int64(1), np.int64(0), np.int64(3))",0.2959649386298104,0.5,,9923.751297643666,False
18,tmtm,"(np.int64(3), np.int64(0), np.int64(2), np.int64(1))",0.21638561523728314,0.5,,10334.373752507667,False
18,tmtm,"(np.int64(2), np.int64(1), np.int64(3), np.int64(0))",0.2294056236496331,0.5,,10369.162931044513,False
18,free,"(0, 3, 1, 2)",0.21204115305616525,0.375,,2992.1864233065658,False
18,free,"(0, 3, 2, 1)",0.11433758849710395,0.75,,1613.4574588170965,True
18,free,"(1, 2, 0, 3)",0.19603331948823172,0.375,,2766.29431897607,False
18,free,"(1, 2, 3, 0)",0.11433758849710393,0.75,,1613.4574588170963,True
18,free,"(2, 1, 0, 3)",0.29373688404729303,0.5,,4145.02328346554,False
18,free,"(2, 1, 3, 0)",0.21204115305616525,0.375,,2992.1864233065658,False
18,free,"(3, 0, 1, 2)",0.29373688404729303,0.5,,4145.02328346554,False
18,free,"(3, 0, 2, 1)",0.1960333194882317,0.375,,2766.2943189760704,False
18,same_history,"(0, 3, 1, 2)",0.2328434773687091,0.5,,3655.433621681077,False
18,same_history,"(0, 3, 2, 1)",0.14582914734064747,0.75,,2152.1586379147366,True
18,same_history,"(1, 2, 0, 3)",0.3127722946387979,0.625,,4562.355256651305,False
18,same_history,"(1, 2, 3, 0)",0.18961130269152612,0.5,,4138.574907363311,False
18,same_history,"(2, 1, 0, 3)",0.3613681436461951,0.625,,5102.544464105549,False
18,same_history,"(2, 1, 3, 0)",0.29549297072142866,0.125,,4678.764055010139,False
18,same_history,"(3, 0, 1, 2)",0.3163814199411999,0.5,,4481.8823062203755,False
18,same_history,"(3, 0, 2, 1)",0.2106439963000783,0.5,,2978.6073269280337,False
19,tmtm,"(np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(4))",0.15440812034348442,0.8,,26080.79978030892,False
19,tmtm,"(np.int64(1), np.int64(3), np.int64(4), np.int64(0), np.int64(2))",0.2385740558063983,0.4666666666666667,,28729.195530626643,False
19,tmtm,"(np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(4))",0.14489643212070982,0.8666666666666667,,26729.15240009321,False
19,tmtm,"(np.int64(1), np.int64(3), np.int64(4), np.int64(2), np.int64(0))",0.22973741369959153,0.8666666666666667,,28048.369538061284,False
19,tmtm,"(np.int64(0), np.int64(2), np.int64(4), np.int64(1), np.int64(3))",0.2106418565665325,0.5333333333333333,,26626.14912170051,False
19,tmtm,"(np.int64(4), np.int64(1), np.int64(3), np.int64(0), np.int64(2))",0.2445893581770875,0.33333333333333337,,28544.66126872497,False
19,tmtm,"(np.int64(2), np.int64(0), np.int64(4), np.int64(1), np.int64(3))",0.2075912985616759,0.5333333333333333,,27279.140794739236,False
19,tmtm,"(np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(0))",0.23735781788351387,0.4,,27868.47432941405,False
19,tmtm,"(np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(4))",0.21098842998232292,0.6,,26628.11110046736,False
19,tmtm,"(np.int64(3), np.int64(1), np.int64(4), np.int64(0), np.int64(2))",0.2200005130146418,0.4,,28436.15446415933,False
19,tmtm,"(np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(4))",0.2079722887389964,0.6,,27281.102773506085,False
19,tmtm,"(np.int64(3), np.int64(1), np.int64(4), np.int64(2), np.int64(0))",0.21512137397003772,0.6666666666666667,,27759.96752484841,False
19,tmtm,"(np.int64(0), np.int64(2), np.int64(4), np.int64(3), np.int64(1))",0.22140306102020818,0.8,,27053.722732546525,False
19,tmtm,"(np.int64(4), np.int64(3), np.int64(1), np.int64(0), np.int64(2))",0.15695539122220503,0.8,,28131.88249294523,False
19,tmtm,"(np.int64(2), np.int64(0), np.int64(4), np.int64(3), np.int64(1))",0.21686592789832743,0.8,,27711.353458839687,False
19,tmtm,"(np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(0))",0.16472010548564608,0.7333333333333334,,27460.334606888755,False
19,free,"(0, 2, 1, 3, 4)",0.13658870508273277,0.6666666666666667,,4758.257472596609,False
19,free,"(0, 2, 3, 1, 4)",0.1979316065477472,0.6,,6895.22274443124,False
19,free,"(0, 2, 4, 1, 3)",0.20710668379193412,0.6,,7214.849318475995,False
19,free,"(0, 2, 4, 3, 1)",0.21466498910265686,0.7333333333333334,,7478.153394044538,False
19,free,"(1, 3, 4, 0, 2)",0.21088507506313534,0.7333333333333334,,7346.474832384319,False
19,free,"(1, 3, 4, 2, 0)",0.2146649891026568,0.7333333333333334,,7478.153394044537,False
19,free,"(2, 0, 1, 3, 4)",0.13280879104321128,0.8666666666666667,,4626.57891093639,True
19,free,"(2, 0, 3, 1, 4)",0.1941516925082257,0.6,,6763.544182771022,False
19,free,"(2, 0, 4, 1, 3)",0.20332676975241262,0.6,,7083.170756815777,False
19,free,"(2, 0, 4, 3, 1)",0.21088507506313534,0.7333333333333334,,7346.474832384318,False
19,free,"(3, 1, 4, 0, 2)",0.2033267697524126,0.6,,7083.170756815776,False
19,free,"(3, 1, 4, 2, 0)",0.20710668379193412,0.6,,7214.849318475995,False
19,free,"(4, 1, 3, 0, 2)",0.19415169250822573,0.6,,6763.544182771021,False
19,free,"(4, 1, 3, 2, 0)",0.1979316065477472,0.6,,6895.22274443124,False
19,free,"(4, 3, 1, 0, 2)",0.1328087910432113,0.8666666666666667,,4626.57891093639,True
19,free,"(4, 3, 1, 2, 0)",0.13658870508273277,0.6666666666666667,,4758.257472596609,False
19,same_history,"(0, 2, 1, 3, 4)",0.18823833115887192,0.6,,6847.735634632321,False
19,same_history,"(0, 2, 3, 1, 4)",0.25002398711469154,0.4666666666666667,,9132.448842705855,False
19,same_history,"(0, 2, 4, 1, 3)",0.26092239887439433,0.6,,9213.144585438911,False
19,same_history,"(0, 2, 4, 3, 1)",0.2739591776280008,0.7333333333333334,,9957.771565010902,False
19,same_history,"(1, 3, 4, 0, 2)",0.21134668245758104,0.7333333333333334,,7402.322050304185,False
19,same_history,"(1, 3, 4, 2, 0)",0.2153955159927561,0.7333333333333334,,7504.011665972251,False
19,same_history,"(2, 0, 1, 3, 4)",0.18353993096138838,0.8666666666666667,,7673.00843329451,False
19,same_history,"(2, 0, 3, 1, 4)",0.22742804894159244,0.6,,9967.843698877487,False
19,same_history,"(2, 0, 4, 1, 3)",0.2647976227170233,0.5333333333333333,,9979.824367609637,False
19,same_history,"(2, 0, 4, 3, 1)",0.2524677940899327,0.7333333333333334,,10675.320965394243,False
19,same_history,"(3, 1, 4, 0, 2)",0.20361112258737527,0.6,,7095.925062583578,False
19,same_history,"(3, 1, 4, 2, 0)",0.20811544829293546,0.6,,7263.12376578186,False
19,same_history,"(4, 1, 3, 0, 2)",0.2043111275752604,0.6,,7267.232526212444,False
19,same_history,"(4, 1, 3, 2, 0)",0.20948024452818673,0.6,,7310.329107748887,False
19,same_history,"(4, 3, 1, 0, 2)",0.1489217666770891,0.8,,5352.681340862265,True
19,same_history,"(4, 3, 1, 2, 0)",0.15581235645729594,0.8,,5461.287011376492,False
20,tmtm,"(np.int64(0), np.int64(2), np.int64(4), np.int64(1), np.int64(3), np.int64(5))",0.18357458549551559,0.75,,42493.45985763766,False
20,tmtm,"(np.int64(1), np.int64(3), np.int64(5), np.int64(0), np.int64(2), np.int64(4))",0.21173326307988571,0.75,,43062.30010731601,False
20,tmtm,"(np.int64(0), np.int64(2), np.int64(4), np.int64(3), np.int64(5), np.int64(1))",0.22743297299284243,0.7916666666666666,,43189.80788650113,False
20,tmtm,"(np.int64(3), np.int64(5), np.int64(1), np.int64(0), np.int64(2), np.int64(4))",0.19399463498584432,0.9583333333333334,,42579.041730050114,False
20,tmtm,"(np.int64(2), np.int64(4), np.int64(0), np.int64(1), np.int64(3), np.int64(5))",0.1989844782013261,0.7083333333333333,,42483.88403589817,False
20,tmtm,"(np.int64(1), np.int64(3), np.int64(5), np.int64(2), np.int64(4), np.int64(0))",0.24866616964722582,0.5833333333333333,,43909.48091096432,False
20,tmtm,"(np.int64(2), np.int64(4), np.int64(0), np.int64(3), np.int64(5), np.int64(1))",0.24109407500983887,0.625,,43177.912538134406,False
