t,order,kkt,relaxed_kkt,raw_sse,relaxed_sns_bound
24,"(1, 2, 0, 4, 3, 5)",4.721070664003957e-16,5.507915774671283e-16,15448.156574686802,0.22574039511743785
24,"(1, 2, 0, 4, 5, 3)",3.934225553336631e-16,1.4950057102679196e-15,15795.226797547199,0.2308120532705137
24,"(1, 2, 0, 5, 3, 4)",1.7497505814315555e-16,3.934225553336631e-16,12397.744961441671,0.18116522104922714
24,"(2, 1, 0, 3, 5, 4)",5.507915774671283e-16,4.721070664003957e-16,12539.160607040229,0.18323189930068792
24,"(2, 1, 0, 4, 3, 5)",2.3605353320019784e-16,8.655296217340588e-16,16513.788864029048,0.24131223716105038
24,"(2, 1, 0, 4, 5, 3)",4.721070664003957e-16,1.4950057102679196e-15,16860.859086889446,0.24638389531412627
24,"(2, 1, 0, 5, 3, 4)",4.721070664003957e-16,6.294760885338609e-16,13463.377250783915,0.19673706309283961
24,"(3, 5, 4, 0, 1, 2)",2.094317481622699e-16,3.7698498876374906e-16,16860.859086889446,0.24638389531412627
24,"(3, 5, 4, 0, 2, 1)",1.4950057102679196e-15,1.2589521770677219e-15,15795.226797547199,0.2308120532705137
24,"(3, 5, 4, 1, 2, 0)",3.1473804426693046e-16,5.125383279340644e-16,12679.209145152734,0.1852782064467186
24,"(3, 5, 4, 2, 1, 0)",2.873872973836729e-16,2.6745130691431155e-16,8649.999336761055,0.1264004710598037
24,"(4, 3, 5, 0, 1, 2)",7.868451106673262e-16,8.655296217340588e-16,13463.377250783913,0.19673706309283967
24,"(4, 3, 5, 0, 2, 1)",2.3605353320019784e-16,2.3331053361975837e-16,12397.74496144167,0.18116522104922705
24,"(4, 3, 5, 1, 2, 0)",3.3883287601740653e-16,2.3605353320019784e-16,9281.727309047206,0.13563137422543198
24,"(4, 3, 5, 2, 1, 0)",2.3605353320019784e-16,3.1473804426693046e-16,5252.5175006555255,0.07675363883851707
24,"(4, 5, 3, 0, 1, 2)",2.3605353320019784e-16,2.3719302835950706e-16,12539.16060704023,0.18323189930068795
24,"(4, 5, 3, 0, 2, 1)",1.6130324768680185e-15,2.3411609492831227e-16,11473.528317697986,0.16766005725707542
24,"(4, 5, 3, 1, 2, 0)",1.4556634547345533e-15,3.123812222204513e-16,8357.51066530352,0.12212621043328033
24,"(4, 5, 3, 2, 1, 0)",2.5545537545215363e-16,5.507915774671283e-16,4328.300856911843,0.0632484750463654
24,"(5, 3, 4, 0, 1, 2)",1.80974375453485e-15,7.081605996005936e-16,16513.788864029048,0.2413122371610504
24,"(5, 3, 4, 0, 2, 1)",1.3376366881344544e-15,1.8884282656015827e-15,15448.156574686804,0.22574039511743785
24,"(5, 3, 4, 1, 2, 0)",3.934225553336631e-16,5.125383279340644e-16,12332.138922292339,0.18020654829364274
24,"(5, 3, 4, 2, 1, 0)",3.512511412467113e-16,4.2792209106289844e-16,8302.929113900656,0.12132881290672781
25,"(0, 1, 2, 4, 3)",2.5257866141413454e-16,2.987062322560846e-16,3102.525653180599,0.05972954318152285
25,"(0, 2, 1, 4, 3)",1.86985025524903e-16,2.2402967419206347e-16,6304.991576883422,0.1213831274092851
25,"(0, 4, 1, 2, 3)",3.7338279032010576e-16,4.4805934838412695e-16,11436.4462607115,0.22017342872638293
25,"(0, 4, 2, 1, 3)",2.5208049210585206e-16,7.467655806402115e-16,12051.533828540927,0.23201503893367392
25,"(1, 2, 4, 0, 3)",1.493531161280423e-16,5.974124645121692e-16,10469.31034824708,0.2015542156389021
25,"(2, 1, 4, 0, 3)",1.5923328282816917e-16,4.4805934838412695e-16,11057.339063624944,0.21287489126687995
25,"(3, 0, 1, 2, 4)",5.227359064481481e-16,4.1072106935211633e-16,11135.11002371641,0.2143721307544211
25,"(3, 0, 2, 1, 4)",4.4805934838412695e-16,2.987062322560846e-16,13134.459664211941,0.2528634291469146
25,"(3, 0, 4, 1, 2)",2.9225894227949965e-16,1.0615866122558348e-16,11057.339063624944,0.21287489126687992
25,"(3, 0, 4, 2, 1)",3.7338279032010576e-16,7.467655806402115e-17,10469.31034824708,0.2015542156389021
25,"(3, 1, 2, 4, 0)",1.800574943613229e-16,2.987062322560846e-16,12051.533828540927,0.23201503893367395
25,"(3, 2, 1, 4, 0)",3.382255935059015e-16,2.987062322560846e-16,11436.446260711502,0.22017342872638293
25,"(3, 4, 1, 2, 0)",5.974124645121692e-16,4.4805934838412695e-16,6304.99157688342,0.12138312740928509
25,"(3, 4, 2, 1, 0)",2.2402967419206347e-16,1.1201483709603174e-16,3102.5256531805994,0.05972954318152283
25,"(4, 1, 2, 0, 3)",6.603022514204101e-17,4.4805934838412695e-16,13134.459664211941,0.25286342914691456
25,"(4, 2, 1, 0, 3)",1.493531161280423e-16,3.7338279032010576e-16,11135.110023716406,0.2143721307544211
26,"(0, 1, 2, 4, 3, 5)",7.899874160918264e-16,1.270849321539025e-15,6994.859781186702,0.08147628717687436
26,"(0, 1, 2, 4, 5, 3)",7.899874160918264e-16,3.2211687498073253e-16,6310.771895815155,0.07350801579670146
26,"(0, 2, 1, 4, 3, 5)",5.839037423287413e-16,2.0608367376308515e-15,11170.803248148772,0.13011754502390105
26,"(0, 2, 1, 4, 5, 3)",1.3395438794600535e-15,5.839037423287413e-16,10486.715362777228,0.12214927364372812
26,"(0, 3, 5, 1, 2, 4)",1.0991129267364541e-15,5.495564633682271e-16,20422.95054921746,0.23788699645167793
26,"(0, 3, 5, 2, 1, 4)",1.1678074846574825e-15,5.152091844077129e-16,21156.480809669454,0.24643117375087967
26,"(0, 3, 5, 4, 1, 2)",3.3660953595752055e-16,9.617238108943974e-16,15661.846721834163,0.18242954986180715
26,"(0, 3, 5, 4, 2, 1)",3.4646018429120693e-16,9.617238108943974e-16,13617.318990682585,0.15861484395270187
26,"(0, 4, 1, 2, 3, 5)",2.7477823168411353e-16,9.617238108943974e-16,18979.838710991215,0.22107752733195307
26,"(0, 4, 1, 2, 5, 3)",9.617238108943974e-16,9.617238108943974e-16,18295.750825619667,0.2131092559517801
26,"(0, 4, 2, 1, 3, 5)",9.571117327194796e-16,8.243346950523406e-16,20342.986531818446,0.236955573742828
26,"(0, 4, 2, 1, 5, 3)",4.808619054471987e-16,3.434727896051419e-16,19658.898646446898,0.228987302362655
26,"(0, 5, 3, 1, 2, 4)",2.7477823168411353e-16,5.495564633682271e-16,22009.292828307654,0.25636474770547685
26,"(0, 5, 3, 2, 1, 4)",4.808619054471987e-16,1.5557034323767142e-16,22742.823088759647,0.2649089250046786
26,"(0, 5, 3, 4, 1, 2)",1.5535824736500945e-16,3.434727896051419e-16,17248.189000924358,0.20090730111560606
26,"(0, 5, 3, 4, 2, 1)",1.3051966004995393e-15,6.869455792102838e-16,15203.66126977278,0.17709259520650075
26,"(1, 2, 4, 3, 5, 0)",3.434727896051419e-16,4.121673475261703e-16,15203.661269772774,0.17709259520650072
26,"(1, 2, 4, 5, 3, 0)",1.3395438794600535e-15,4.427143994100599e-16,13617.318990682583,0.15861484395270192
26,"(2, 1, 4, 3, 5, 0)",9.273765319338832e-16,4.142992857533902e-16,17248.189000924354,0.20090730111560604
26,"(2, 1, 4, 5, 3, 0)",1.8547530638677663e-15,5.437678125513249e-16,15661.846721834165,0.18242954986180715
26,"(3, 5, 1, 2, 4, 0)",2.7477823168411353e-16,2.7477823168411353e-16,19658.898646446898,0.22898730236265502
26,"(3, 5, 2, 1, 4, 0)",8.93029252973369e-16,4.121673475261703e-16,18295.75082561967,0.2131092559517801
26,"(3, 5, 4, 1, 2, 0)",1.9888748380041765e-16,8.243346950523406e-16,10486.715362777228,0.12214927364372813
26,"(3, 5, 4, 2, 1, 0)",1.9822045616222997e-16,7.556401371313122e-16,6310.771895815158,0.07350801579670144
26,"(4, 1, 2, 3, 5, 0)",7.556401371313122e-16,1.0304183688154257e-15,22742.82308875965,0.26490892500467855
26,"(4, 1, 2, 5, 3, 0)",7.556401371313122e-16,9.17287249284541e-17,21156.480809669454,0.24643117375087967
26,"(4, 2, 1, 3, 5, 0)",9.401800459321227e-17,6.182510212892554e-16,22009.292828307658,0.25636474770547685
26,"(4, 2, 1, 5, 3, 0)",2.0608367376308515e-16,5.839037423287413e-16,20422.950549217458,0.23788699645167793
26,"(5, 3, 1, 2, 4, 0)",5.495564633682271e-16,8.93029252973369e-16,20342.986531818446,0.23695557374282794
26,"(5, 3, 2, 1, 4, 0)",3.434727896051419e-16,1.1678074846574825e-15,18979.83871099122,0.22107752733195307
26,"(5, 3, 4, 1, 2, 0)",4.808619054471987e-16,4.808619054471987e-16,11170.803248148775,0.13011754502390105
26,"(5, 3, 4, 2, 1, 0)",2.0264894586703375e-15,8.586819740128548e-16,6994.859781186702,0.08147628717687436
27,"(0, 1, 2, 3, 5, 4)",9.617238108943974e-16,9.617238108943974e-16,10481.128109331728,0.11945211713675825
27,"(0, 1, 2, 4, 3, 5)",1.5799748321836528e-15,1.0304183688154257e-15,7422.509772004433,0.08459342329236517
27,"(0, 1, 2, 4, 5, 3)",7.556401371313122e-16,4.121673475261703e-16,6712.472844211376,0.07650122048886682
27,"(0, 1, 2, 5, 3, 4)",4.808619054471987e-16,1.0304183688154257e-15,11143.417739573882,0.12700014991194297
27,"(0, 2, 1, 3, 5, 4)",8.228609508188292e-16,5.495564633682271e-16,14802.356137113153,0.16870035048954704
27,"(0, 2, 1, 4, 3, 5)",1.029313053906e-15,6.869455792102838e-16,11743.737799785855,0.13384165664515396
27,"(0, 2, 1, 4, 5, 3)",8.243346950523406e-16,5.495564633682271e-16,11033.700871992804,0.12574945384165553
27,"(0, 2, 1, 5, 3, 4)",8.93029252973369e-16,6.182510212892554e-16,15464.645767355307,0.17624838326473177
27,"(0, 3, 5, 4, 1, 2)",1.8540987928673676e-16,6.869455792102838e-16,16169.434668673794,0.18428104149952343
27,"(0, 3, 5, 4, 2, 1)",6.182510212892554e-16,1.2365020425785109e-15,13993.430475478399,0.15948139158929764
27,"(0, 4, 3, 5, 1, 2)",1.5112802742626244e-15,3.8569917737590226e-16,22037.809014887524,0.25116217609629965
27,"(0, 4, 3, 5, 2, 1)",1.786058505946738e-15,8.243346950523406e-16,19861.80482169213,0.22636252618607383
27,"(0, 4, 5, 3, 1, 2)",3.656834271365444e-16,1.2365020425785109e-15,22277.773778364022,0.25389702474393405
27,"(0, 4, 5, 3, 2, 1)",1.0991129267364541e-15,5.49612540503143e-16,20101.769585168637,0.22909737483370832
27,"(0, 5, 3, 4, 1, 2)",2.4371432254312296e-16,1.1678074846574825e-15,17781.725990185503,0.20265612572584102
27,"(0, 5, 3, 4, 2, 1)",7.21292858170798e-16,4.386977349551567e-16,15605.721796990108,0.1778564758156152
27,"(1, 2, 3, 5, 4, 0)",3.434727896051419e-16,4.808619054471987e-16,20101.769585168633,0.22909737483370823
27,"(1, 2, 4, 3, 5, 0)",4.386857805776214e-16,8.243346950523406e-16,15605.72179699011,0.17785647581561523
27,"(1, 2, 4, 5, 3, 0)",5.495564633682271e-16,1.0304183688154257e-15,13993.430475478403,0.15948139158929764
27,"(1, 2, 5, 3, 4, 0)",2.757518243395163e-16,1.2365020425785109e-15,19861.804821692134,0.22636252618607383
27,"(2, 1, 3, 5, 4, 0)",8.243346950523406e-16,6.869455792102838e-16,22277.773778364022,0.25389702474393405
27,"(2, 1, 4, 3, 5, 0)",8.93029252973369e-16,3.94007283729766e-16,17781.725990185496,0.202656125725841
27,"(2, 1, 4, 5, 3, 0)",7.556401371313122e-16,6.869455792102838e-16,16169.434668673792,0.1842810414995234
27,"(2, 1, 5, 3, 4, 0)",7.556401371313122e-16,2.7477823168411353e-16,22037.809014887524,0.2511621760962996
27,"(3, 5, 4, 1, 2, 0)",3.434727896051419e-16,1.4082384373810818e-15,11033.7008719928,0.12574945384165556
27,"(3, 5, 4, 2, 1, 0)",8.243346950523406e-16,1.06476564777594e-15,6712.472844211378,0.07650122048886678
27,"(4, 3, 5, 1, 2, 0)",5.662584013837845e-16,1.3738911584205677e-15,15464.645767355305,0.17624838326473174
27,"(4, 3, 5, 2, 1, 0)",5.495564633682271e-16,2.7477823168411353e-16,11143.417739573882,0.12700014991194294
27,"(4, 5, 3, 1, 2, 0)",4.808619054471987e-16,4.488452002787148e-16,14802.356137113155,0.168700350489547
27,"(4, 5, 3, 2, 1, 0)",1.6486693901046812e-15,1.3738911584205677e-16,10481.128109331728,0.11945211713675823
27,"(5, 3, 4, 1, 2, 0)",8.93029252973369e-16,3.434727896051419e-16,11743.737799785857,0.13384165664515393
27,"(5, 3, 4, 2, 1, 0)",1.6486693901046812e-15,1.3738911584205677e-15,7422.509772004431,0.08459342329236519
28,"(0, 1, 2, 3, 4)",5.044860513572533e-16,2.1620830772453715e-16,3115.5802042533423,0.05559358336368681
28,"(0, 2, 1, 3, 4)",5.765554872654324e-16,2.882777436327162e-16,6955.005514775079,0.12410324981451047
28,"(0, 3, 1, 2, 4)",7.206943590817904e-16,2.882777436327162e-16,9272.177134182815,0.16545025923850293
28,"(0, 3, 2, 1, 4)",4.324166154490743e-16,2.1620830772453715e-16,9783.2414967927,0.1745695556084614
28,"(0, 4, 1, 2, 3)",2.882777436327162e-16,3.603471795408952e-16,8734.842504264103,0.15586220321548655
28,"(0, 4, 2, 1, 3)",2.882777436327162e-16,1.226983895592039e-16,10411.337618628988,0.1857771355199156
28,"(0, 4, 3, 1, 2)",5.044860513572533e-16,2.8444770345822958e-16,9033.765256778917,0.16119610119652658
28,"(0, 4, 3, 2, 1)",1.7777615970629313e-16,5.765554872654324e-16,7381.982311090271,0.1317221262481381
28,"(1, 2, 3, 4, 0)",2.488866235888104e-16,4.324166154490743e-16,7381.98231109027,0.1317221262481381
28,"(2, 1, 3, 4, 0)",8.648332308981486e-16,1.7777981466139347e-16,9033.765256778916,0.16119610119652653
28,"(3, 1, 2, 4, 0)",4.324166154490743e-16,2.882777436327162e-16,10411.337618628992,0.18577713551991562
28,"(3, 2, 1, 4, 0)",6.486249231736115e-16,2.882777436327162e-16,8734.842504264103,0.15586220321548658
28,"(4, 1, 2, 3, 0)",2.830125597800135e-16,1.5872963549471337e-16,9783.241496792702,0.1745695556084614
28,"(4, 2, 1, 3, 0)",2.830125597800135e-16,4.324166154490743e-16,9272.177134182815,0.16545025923850293
28,"(4, 3, 1, 2, 0)",1.8521130762437893e-16,1.4684601850216518e-16,6955.005514775077,0.12410324981451046
28,"(4, 3, 2, 1, 0)",1.0089721027145066e-15,5.044860513572533e-16,3115.580204253341,0.055593583363686805
29,"(0, 1, 2, 3, 4)",5.044860513572533e-16,2.1620830772453715e-16,3115.5802042533423,0.05559358336368681
29,"(0, 2, 1, 3, 4)",5.765554872654324e-16,2.882777436327162e-16,6955.005514775079,0.12410324981451047
29,"(0, 3, 1, 2, 4)",7.206943590817904e-16,2.882777436327162e-16,9272.177134182815,0.16545025923850293
29,"(0, 3, 2, 1, 4)",4.324166154490743e-16,2.1620830772453715e-16,9783.2414967927,0.1745695556084614
29,"(0, 4, 1, 2, 3)",2.882777436327162e-16,3.603471795408952e-16,8734.842504264103,0.15586220321548655
29,"(0, 4, 2, 1, 3)",2.882777436327162e-16,1.226983895592039e-16,10411.337618628988,0.1857771355199156
29,"(0, 4, 3, 1, 2)",5.044860513572533e-16,2.8444770345822958e-16,9033.765256778917,0.16119610119652658
29,"(0, 4, 3, 2, 1)",1.7777615970629313e-16,5.765554872654324e-16,7381.982311090271,0.1317221262481381
29,"(1, 2, 3, 4, 0)",2.488866235888104e-16,4.324166154490743e-16,7381.98231109027,0.1317221262481381
29,"(2, 1, 3, 4, 0)",8.648332308981486e-16,1.7777981466139347e-16,9033.765256778916,0.16119610119652653
29,"(3, 1, 2, 4, 0)",4.324166154490743e-16,2.882777436327162e-16,10411.337618628992,0.18577713551991562
29,"(3, 2, 1, 4, 0)",6.486249231736115e-16,2.882777436327162e-16,8734.842504264103,0.15586220321548658
29,"(4, 1, 2, 3, 0)",2.830125597800135e-16,1.5872963549471337e-16,9783.241496792702,0.1745695556084614
29,"(4, 2, 1, 3, 0)",2.830125597800135e-16,4.324166154490743e-16,9272.177134182815,0.16545025923850293
29,"(4, 3, 1, 2, 0)",1.8521130762437893e-16,1.4684601850216518e-16,6955.005514775077,0.12410324981451046
29,"(4, 3, 2, 1, 0)",1.0089721027145066e-15,5.044860513572533e-16,3115.580204253341,0.055593583363686805
30,"(0, 1, 2, 3, 4, 5)",8.120488408686859e-16,1.0150610510858574e-15,5338.137364510305,0.06430430675788579
30,"(0, 1, 2, 3, 5, 4)",7.443781041296288e-16,5.075305255429287e-16,4005.455105155221,0.04825054062850425
30,"(0, 1, 3, 2, 4, 5)",1.4210854715202005e-15,8.120488408686859e-16,6311.705404495153,0.07603190744416857
30,"(0, 1, 3, 2, 5, 4)",5.752012622819859e-16,1.6983464180366796e-16,4979.023145140072,0.059978141314787015
30,"(0, 2, 3, 1, 4, 5)",5.752012622819859e-16,6.767073673905716e-16,16126.34883564437,0.1942613334205721
30,"(0, 2, 3, 1, 5, 4)",3.383536836952858e-16,1.048896419455386e-15,14793.666576289286,0.17820756729119056
30,"(0, 3, 2, 1, 4, 5)",6.0903663065151445e-16,7.443781041296288e-16,16557.00818657163,0.19944914503334404
30,"(0, 3, 2, 1, 5, 4)",2.992305357421238e-16,1.0150610510858574e-15,15224.325927216549,0.18339537890396249
30,"(0, 4, 5, 1, 2, 3)",1.691768418476429e-15,3.721890520648144e-16,17033.018143306534,0.20518325942335414
30,"(0, 4, 5, 1, 3, 2)",1.4887562082592576e-15,2.3684757858670006e-16,16642.942993502034,0.20048433349117037
30,"(0, 4, 5, 2, 3, 1)",9.473903143468002e-16,1.3195793664116147e-15,11398.864704279833,0.1373129126258011
30,"(0, 4, 5, 3, 2, 1)",1.6774011368800541e-16,4.0602442043434295e-16,10472.711441253712,0.12615644804917406
30,"(0, 5, 4, 1, 2, 3)",2.7068294695622867e-16,1.7594391552154862e-15,18712.698112981714,0.22541687822150616
30,"(0, 5, 4, 1, 3, 2)",1.3534147347811433e-16,2.0301221021717147e-15,18322.62296317722,0.22071795228932245
30,"(0, 5, 4, 2, 3, 1)",4.0602442043434295e-16,4.0602442043434295e-16,13078.544673955012,0.15754653142395314
30,"(0, 5, 4, 3, 2, 1)",2.424589499198554e-16,4.736951571734001e-16,12152.391410928893,0.1463900668473261
30,"(1, 2, 3, 4, 5, 0)",3.2327859989314056e-16,8.458842092382145e-16,12152.391410928894,0.14639006684732606
30,"(1, 2, 3, 5, 4, 0)",1.3534147347811433e-16,9.473903143468002e-16,10472.711441253712,0.12615644804917397
30,"(1, 3, 2, 4, 5, 0)",3.2327859989314056e-16,3.8050449609232648e-16,13078.544673955015,0.1575465314239531
30,"(1, 3, 2, 5, 4, 0)",2.7068294695622867e-16,4.736951571734001e-16,11398.864704279833,0.13731291262580111
30,"(2, 3, 1, 4, 5, 0)",1.691768418476429e-16,4.0602442043434295e-16,18322.62296317722,0.22071795228932242
30,"(2, 3, 1, 5, 4, 0)",2.622821949156841e-16,4.0602442043434295e-16,16642.942993502034,0.20048433349117037
30,"(3, 2, 1, 4, 5, 0)",2.4245894991985547e-16,9.473903143468002e-16,18712.698112981714,0.22541687822150616
30,"(3, 2, 1, 5, 4, 0)",1.9823831617673373e-16,4.0602442043434295e-16,17033.018143306534,0.2051832594233542
30,"(4, 5, 1, 2, 3, 0)",4.295716502052102e-16,2.3684757858670006e-16,15224.325927216549,0.18339537890396249
30,"(4, 5, 1, 3, 2, 0)",3.592783530517976e-16,9.473903143468002e-16,14793.666576289288,0.17820756729119058
30,"(4, 5, 2, 3, 1, 0)",2.991450424407726e-16,3.988716572854238e-16,4979.023145140073,0.05997814131478705
30,"(4, 5, 3, 2, 1, 0)",1.0827317878249147e-15,3.2921194825683904e-16,4005.4551051552207,0.04825054062850426
30,"(5, 4, 1, 2, 3, 0)",3.474026703324177e-16,3.7899246507021283e-16,16557.00818657163,0.199449145033344
30,"(5, 4, 1, 3, 2, 0)",4.2635782268069445e-16,1.0150610510858574e-15,16126.348835644374,0.1942613334205721
30,"(5, 4, 2, 3, 1, 0)",3.0451831532575723e-16,7.312647050232768e-16,6311.705404495156,0.07603190744416859
30,"(5, 4, 3, 2, 1, 0)",1.2180732613030289e-15,4.0602442043434295e-16,5338.137364510304,0.06430430675788579
31,"(0, 1, 2, 3, 4, 5)",2.587130787197604e-16,9.054957755191614e-16,7685.849489311321,0.08041968307793262
31,"(0, 1, 2, 3, 5, 4)",1.6169567419985025e-15,3.233913483997005e-16,6353.456913425027,0.0664784019173817
31,"(0, 1, 2, 4, 5, 3)",5.174261574395208e-16,1.6975027985762828e-16,13815.2724455606,0.14455394075207553
31,"(0, 1, 2, 5, 4, 3)",1.4229219329586823e-15,2.9105221355973046e-16,13715.941527808453,0.14351460724228235
31,"(0, 2, 1, 3, 4, 5)",2.587130787197604e-16,6.46782696799401e-16,10764.827891686204,0.112635900811853
31,"(0, 2, 1, 3, 5, 4)",8.084783709992513e-16,1.9403480903982031e-16,9432.435315799908,0.09869461965130204
31,"(0, 2, 1, 4, 5, 3)",1.6816350116784427e-15,3.031305191048059e-16,16894.25084793548,0.1767701584859959
31,"(0, 2, 1, 5, 4, 3)",1.1642088542389218e-15,7.761392361592813e-16,16794.919930183332,0.17573082497620268
31,"(0, 3, 4, 5, 1, 2)",3.233913483997005e-16,1.82863966586931e-16,20991.62712667251,0.2196426046548044
31,"(0, 3, 4, 5, 2, 1)",5.20742364408825e-16,5.174261574395208e-16,19567.91750555196,0.20474584188515274
31,"(0, 3, 5, 4, 1, 2)",3.8806961807964063e-16,3.8806961807964063e-16,21424.41507854899,0.22417101364567218
31,"(0, 3, 5, 4, 2, 1)",7.114609664793411e-16,5.505434567867459e-16,20000.705457428438,0.2092742508760207
31,"(0, 4, 5, 3, 1, 2)",3.8806961807964063e-16,1.1642088542389218e-15,13237.409702474566,0.13850756439170683
31,"(0, 4, 5, 3, 2, 1)",1.5522784723185625e-15,2.1868540043469374e-16,11813.700081354009,0.12361080162205525
31,"(0, 5, 4, 3, 1, 2)",3.8806961807964063e-16,3.271093007469587e-16,14916.771429916977,0.1560791697540646
31,"(0, 5, 4, 3, 2, 1)",2.686766252734625e-16,1.1642088542389218e-15,13493.061808796423,0.14118240698441306
31,"(1, 2, 3, 4, 5, 0)",1.7463132813583828e-15,6.46782696799401e-16,13493.061808796423,0.141182406984413
31,"(1, 2, 3, 5, 4, 0)",1.4229219329586823e-15,1.4876002026386223e-15,11813.700081354014,0.12361080162205523
31,"(1, 2, 4, 5, 3, 0)",1.1642088542389218e-15,3.233913483997005e-16,20000.70545742844,0.20927425087602058
31,"(1, 2, 5, 4, 3, 0)",5.174261574395208e-16,2.587130787197604e-16,19567.91750555195,0.2047458418851528
31,"(2, 1, 3, 4, 5, 0)",1.4876002026386223e-15,1.0348523148790416e-15,14916.771429916978,0.15607916975406463
31,"(2, 1, 3, 5, 4, 0)",1.358243663278742e-15,9.054957755191614e-16,13237.409702474566,0.1385075643917069
31,"(2, 1, 4, 5, 3, 0)",1.0348523148790416e-15,4.527478877595807e-16,21424.415078548995,0.2241710136456722
31,"(2, 1, 5, 4, 3, 0)",1.4229219329586823e-15,2.2296609695850863e-16,20991.62712667251,0.2196426046548044
31,"(3, 4, 5, 1, 2, 0)",3.8806961807964063e-16,2.3284177084778437e-15,16794.919930183336,0.17573082497620268
31,"(3, 4, 5, 2, 1, 0)",5.174261574395208e-16,9.701740451991016e-16,13715.941527808454,0.14351460724228235
31,"(3, 5, 4, 1, 2, 0)",1.9403480903982031e-16,5.174261574395208e-16,16894.25084793548,0.1767701584859959
31,"(3, 5, 4, 2, 1, 0)",9.054957755191614e-16,3.8806961807964063e-16,13815.272445560597,0.1445539407520755
31,"(4, 5, 3, 1, 2, 0)",1.293565393598802e-15,1.4552610677986524e-15,9432.435315799908,0.09869461965130205
31,"(4, 5, 3, 2, 1, 0)",1.7463132813583828e-15,1.3905827981187122e-15,6353.456913425031,0.0664784019173817
31,"(5, 4, 3, 1, 2, 0)",1.5522784723185625e-15,2.9105221355973046e-16,10764.827891686204,0.112635900811853
31,"(5, 4, 3, 2, 1, 0)",1.7139741465184126e-15,6.79121831639371e-16,7685.849489311323,0.08041968307793262
32,"(0, 1, 2, 3, 4, 5)",4.691837747241297e-16,1.8180871270560023e-15,10401.679318845418,0.09909586269326172
32,"(0, 1, 2, 3, 5, 4)",2.9323985920258107e-16,3.5188783104309725e-16,7558.782710058741,0.07201184256921747
32,"(0, 2, 1, 3, 4, 5)",5.278317465646459e-16,4.1053580288361347e-16,13561.785442535358,0.12920171159496774
32,"(0, 2, 1, 3, 5, 4)",5.864797184051621e-16,5.278317465646459e-16,10718.888833748671,0.10211769147092345
32,"(0, 3, 1, 2, 4, 5)",2.2533790612537724e-16,8.797195776077431e-16,19924.81238067535,0.18982187263215594
32,"(0, 3, 1, 2, 5, 4)",7.037756620861945e-16,2.3257591560402367e-16,17081.915771888667,0.1627378525081117
32,"(0, 3, 2, 1, 4, 5)",3.405460412006249e-16,8.797195776077431e-16,20927.669548921127,0.19937602424951884
32,"(0, 3, 2, 1, 5, 4)",2.9323985920258107e-16,8.210716057672269e-16,18084.772940134448,0.17229200412547452
32,"(0, 4, 5, 1, 2, 3)",1.114311464969808e-15,1.4661992960129053e-15,20019.869933141454,0.19072749901424127
32,"(0, 4, 5, 2, 1, 3)",7.220580660783628e-17,6.451276902456783e-16,20460.722966004807,0.19492746618044549
32,"(0, 4, 5, 3, 1, 2)",3.5188783104309725e-16,1.935383070737035e-15,15787.303415980503,0.15040421874691282
32,"(0, 4, 5, 3, 2, 1)",1.7594391552154862e-16,1.2316074086508404e-15,14107.242701107762,0.1343984315260228
32,"(0, 5, 4, 1, 2, 3)",6.451276902456783e-16,8.210716057672269e-16,23618.215548228454,0.22500848088309108
32,"(0, 5, 4, 2, 1, 3)",3.5188783104309725e-16,7.037756620861945e-16,24059.068581091815,0.22920844804929527
32,"(0, 5, 4, 3, 1, 2)",1.994031042577551e-15,1.237347721700431e-16,19385.6490310675,0.18468520061576263
32,"(0, 5, 4, 3, 2, 1)",1.5860251269243265e-16,1.1729594368103242e-16,17705.588316194764,0.1686794133948726
32,"(1, 2, 3, 4, 5, 0)",5.864797184051621e-16,7.624236339267108e-16,17705.588316194768,0.1686794133948726
32,"(1, 2, 3, 5, 4, 0)",2.3459188736206485e-16,7.037756620861945e-16,14107.24270110776,0.13439843152602277
32,"(2, 1, 3, 4, 5, 0)",4.750160124061947e-16,6.451276902456783e-16,19385.6490310675,0.18468520061576263
32,"(2, 1, 3, 5, 4, 0)",4.691837747241297e-16,1.0849874790495498e-15,15787.303415980501,0.15040421874691284
32,"(3, 1, 2, 4, 5, 0)",1.407551324172389e-15,1.6627885357737317e-16,24059.06858109181,0.2292084480492953
32,"(3, 1, 2, 5, 4, 0)",5.864797184051621e-16,7.624236339267108e-16,20460.72296600481,0.19492746618044549
32,"(3, 2, 1, 4, 5, 0)",4.691837747241297e-16,6.451276902456783e-16,23618.21554822845,0.2250084808830911
32,"(3, 2, 1, 5, 4, 0)",1.0556634931292917e-15,4.691837747241297e-16,20019.869933141446,0.19072749901424127
32,"(4, 5, 1, 2, 3, 0)",4.691837747241297e-16,9.970155212887755e-16,18084.772940134448,0.17229200412547457
32,"(4, 5, 2, 1, 3, 0)",1.2902553804913566e-15,1.114311464969808e-15,17081.915771888667,0.1627378525081117
32,"(4, 5, 3, 1, 2, 0)",2.510569349730371e-16,1.2316074086508404e-15,10718.888833748673,0.10211769147092348
32,"(4, 5, 3, 2, 1, 0)",7.037756620861945e-16,2.513764305207911e-16,7558.782710058737,0.07201184256921747
32,"(5, 4, 1, 2, 3, 0)",4.1053580288361347e-16,5.278317465646459e-16,20927.669548921127,0.1993760242495188
