run,t,method,raster_length,nominal_topology_failed,nominal_width_collapsed,topology_equal,hierarchy_legal,max_overlap,root_level_error_hPa,anchor_raster_error,width_raster_error
ReferenceOnly,0,RA-MTM,16384,False,False,True,True,0.0,0.006098466108824141,0.0032826759174611198,0.004580727636085413
ReferenceOnly,1,RA-MTM,16384,False,False,True,True,0.0,0.016517928072062205,0.0035920010088261733,0.0041372880237735
ReferenceOnly,2,RA-MTM,16384,False,False,True,True,0.0,0.002698794799471216,0.002802141511480727,0.0030053301810317144
ReferenceOnly,3,RA-MTM,16384,False,False,True,True,0.0,0.014155828659340841,0.003360004577473319,0.0025502111627391244
ReferenceOnly,4,RA-MTM,16384,False,False,True,True,0.0,0.03484352626605869,0.003510729024668535,0.0018733723382899359
ReferenceOnly,5,RA-MTM,16384,False,False,True,True,0.0,0.010949122189458649,0.0011572745871148982,0.00577726114992716
ReferenceOnly,6,RA-MTM,16384,False,False,True,True,0.0,0.028703626149081174,0.0024076436917184196,0.004250125979094577
ReferenceOnly,7,RA-MTM,16384,False,True,True,True,0.0,0.03821203619122571,0.002962502378252907,0.005164997996577018
ReferenceOnly,8,RA-MTM,16384,False,False,True,True,0.0,0.07363057341558488,0.0035332556661415992,0.004878702519321654
ReferenceOnly,9,RA-MTM,16384,False,False,True,True,0.0,0.08897299479235699,0.003608808864797197,0.006075236033162845
ReferenceOnly,10,RA-MTM,16384,False,False,True,True,0.0,0.08674947336544392,0.0034863956296931065,0.00309635398469027
ReferenceOnly,11,RA-MTM,16384,False,False,True,True,0.0,0.027919269788526435,0.0024237643901514616,0.006895994926388482
ReferenceOnly,12,RA-MTM,16384,False,False,True,True,0.0,0.016974141564105594,0.0028192309055441456,0.004969726322980206
ReferenceOnly,13,RA-MTM,16384,False,False,True,True,0.0,0.13554545039141885,0.0035965873854628683,0.006101684165721988
ReferenceOnly,14,RA-MTM,16384,False,True,True,True,0.0,0.2250422023437295,0.0033812930739429703,0.006257283640479727
ReferenceOnly,15,RA-MTM,16384,False,False,True,True,0.0,0.02651828629609554,0.000922768153735376,0.004842119641081055
ReferenceOnly,16,RA-MTM,16384,False,False,True,True,0.0,0.04992124030832201,0.0033908319521067654,0.006661051053953038
ReferenceOnly,17,RA-MTM,16384,False,False,True,True,0.0,0.00966232450014104,0.003408608923535894,0.004787678715663088
ReferenceOnly,18,RA-MTM,16384,False,False,True,True,0.0,0.017945363239050494,0.0033731753663843733,0.004306111564810977
ReferenceOnly,19,RA-MTM,16384,False,False,True,True,0.0,0.022083256343648827,0.003639729915562384,0.0050475260603592975
ReferenceOnly,20,RA-MTM,16384,False,False,True,True,0.0,0.03770190349882796,0.0033739929087062137,0.0037731928091393474
ReferenceOnly,21,RA-MTM,16384,False,False,True,True,0.0,0.031135508749002838,0.0019975091652497667,0.0035514730029830854
ReferenceOnly,22,RA-MTM,16384,False,False,True,True,0.0,0.04659195391354842,0.003316937240271045,0.006010660362063429
ReferenceOnly,23,RA-MTM,16384,False,False,True,True,0.0,0.06470298679437292,0.0026748925567261495,0.004787678715663088
ReferenceOnly,24,RA-MTM,16384,False,False,True,True,0.0,0.05239695756927176,0.0017622962334051806,0.006010660362063429
ReferenceOnly,25,RA-MTM,16384,False,False,True,True,0.0,0.00037889546842961863,0.003340248103512522,0.00398014388871637
ReferenceOnly,26,RA-MTM,16384,False,False,True,True,0.0,0.03378007889909895,0.002016310392491505,0.0017955726009110107
ReferenceOnly,27,RA-MTM,16384,False,False,True,True,0.0,0.025513829259580234,0.003084994338600211,0.002810058507434876
ReferenceOnly,28,RA-MTM,16384,False,False,True,True,0.0,0.0579589910953473,0.0036053957042980755,0.004215087761152314
ReferenceOnly,29,RA-MTM,16384,False,False,True,True,0.0,0.06840040874953957,0.0034495679440809113,0.004359007829929595
ReferenceOnly,30,RA-MTM,16384,False,False,True,True,0.0,0.015638227701856522,0.003006729758553206,0.0030053301810317144
ReferenceOnly,31,RA-MTM,16384,False,False,True,True,0.0,0.05057929356735258,0.003037632536802448,0.0027937451205577446
ReferenceOnly,32,RA-MTM,16384,False,False,True,True,0.0,0.0029375177564361366,0.003466721583066601,0.004228311827432052
ReferenceOnly,33,RA-MTM,16384,False,False,True,True,0.0,0.010770896444228129,0.0019903582969860167,0.003617593334380942
ReferenceOnly,34,RA-MTM,16384,False,False,True,True,0.0,0.021369388134417022,0.003009484671537166,0.005581989476329596
ReferenceOnly,35,RA-MTM,16384,False,False,True,True,0.0,0.0056147480131585326,0.003505176278750355,0.004319335631090607
ReferenceOnly,36,RA-MTM,16384,False,False,True,True,0.0,0.005640194181523839,0.002917499593692696,0.0038245444139586304
