t,rmse_hPa,max_change_hPa,input_min_hPa,smoothed_min_hPa
0,1.1910569561389872,7.908459962691154,993.4428945411686,999.8361164121351
1,1.1812517878676745,6.134739321432789,998.8376714367308,1001.6231391715118
2,1.1582214120789747,5.457080550461569,994.9579986860065,998.8637685470464
3,1.1407397726127566,6.790423464249443,994.5166488044637,998.5581559880179
4,1.4152591335917408,8.087178001641405,993.2458413580358,999.9066768298202
5,1.5770440654669202,8.724467305475628,989.0473125825106,996.6181349770183
6,1.7014664219627516,9.388207383747044,984.4158256182591,990.3189246331285
7,1.8896791595163578,13.15871044823939,969.9982196967524,979.9753946111736
8,1.727974912229711,12.337667037245183,971.7734091670403,977.3216482470741
9,1.5216219284304537,6.713807493245099,976.79195049296,980.4044205792649
10,1.641721215461048,10.379039220969844,978.7163841970148,987.3760717176709
11,1.580400757922034,10.031075510071446,975.7004515158759,984.9662425366918
12,1.969171752597892,11.118244183935644,970.315581534567,980.8372130907949
13,2.03608391629972,10.608705212383256,971.0978514652551,980.802279460356
14,1.9572685097202935,10.439195886069456,976.7235505761543,984.7798340322555
15,1.7311554316391393,10.104631042020287,984.3821414317773,989.260999954956
16,1.516217656610723,8.41938332295183,988.9808355632441,994.8189283516396
17,1.6143162337234835,13.03691892342215,980.2833888784091,993.0873131737482
18,1.8782201334325357,15.744418601752841,967.305585725165,982.9954574839747
19,1.8547984391710564,15.444347158893152,961.5370886091995,975.9035586849906
20,1.662535628210981,11.748201900083473,963.7333624944159,974.1346272291308
21,1.640896989767691,8.196144746644222,968.9747130564433,974.9871143752675
22,1.9171743871629057,12.271759306216609,971.6985165274108,978.8272947644319
23,1.6915129690268365,8.910046804084345,973.6184349213614,979.3209921631549
24,1.7303051640737066,13.511381613029698,971.5311069888709,978.0207235849763
25,1.814327689395846,9.484871590865623,970.4020081938121,977.7656073385806
26,2.1381844982959315,11.821340704752743,967.6397522475071,974.4949643849081
27,1.8090006435637336,12.477494124701252,959.8773785626613,971.5048405531577
28,1.7121342884618564,13.275950665074788,953.557493833193,964.4563334544381
29,1.6903518808666027,8.94050627229035,955.1572697136586,961.9014517469643
30,1.5695004980423206,7.960963981921054,957.427470296381,963.1439445834799
31,1.4409237045247931,8.127374174238867,963.5076711971543,968.6585333162784
32,1.5416455720566384,8.116182809213115,973.8041957158887,976.9176883859423
33,1.700820063415428,15.12099535942366,967.6643509600557,981.3387993266081
34,1.8138274339930853,16.54436990658121,957.8132929587247,973.7768344106406
35,1.536682076706968,11.130410272348968,968.0218271119465,978.1381438810834
36,1.4380537392210682,8.35532744793295,979.2728424814734,984.2452717430607
37,1.692070328594099,11.138320782418191,974.165173693431,984.6999805946973
38,1.7853469883264026,12.387062784947148,965.7900405742539,977.3430212771549
39,1.9740145947319616,14.996115386745373,961.1437396190796,975.777463509078
40,1.968533482598257,13.335498927340382,967.4046388367645,980.3997880631593
41,1.572037892949675,9.677247878859589,974.0573002301396,982.5424579099315
42,1.5636700380562314,10.077960083600601,974.9842107872596,981.9116110169339
43,1.6444689972632565,10.48944167357854,966.1892081362253,974.5557129561705
44,1.6398619549573967,7.575720167372538,966.8986727348697,973.4376616636916
45,1.5442114766572568,6.9711233081693535,970.4615968340343,976.5116242972339
46,1.5062135819333016,6.769654716822629,975.6120364728162,980.811424540279
47,1.4586764393900724,6.624125008900705,980.671733874128,986.0214765152856
48,1.5937879048316559,8.040382209722111,980.264494270676,985.4767910132406
49,1.7722529328887078,11.520801304422093,973.5079978150998,982.6689952498333
50,1.9366005599630296,10.410052854397122,973.7231982799137,981.5095659168779
51,2.075933546241131,10.795396090515851,972.4729668486228,980.9366513335159
52,2.0087796001309033,11.361291590297355,977.544633150602,983.6269519235705
53,1.8289255830351068,11.409382706855354,981.7951508530005,988.4712500353645
54,1.657298613153928,8.540317686338199,985.4282976848435,992.5545983039523
55,1.487151116305216,8.119841269289623,985.1095177566046,991.341283778504
56,1.6645985083205073,17.72594089216102,978.0781628988877,993.4559816319565
57,1.7178223765162968,12.539883273874011,980.2184261742663,989.590900183812
58,1.8353340132300238,10.690110887424225,978.9147868665959,988.2759827773987
59,1.8562157832879884,12.000825404234206,976.6252159828327,988.4405706774169
60,1.748898905519922,8.716310286256316,977.628360077934,984.2919075426287
61,1.6096165261913484,10.96465534167271,969.3480013925289,978.5199009419107
62,1.6768499137171002,10.900211120316158,963.4586197151399,973.4348866395936
63,1.6859676832172832,10.399075930631057,963.559997064579,973.3919252571858
64,1.5702873070537438,7.875753728729023,970.1091962799927,977.6430156042755
65,1.3256096163268487,6.035434291480897,976.4619120442998,982.3890766018983
66,1.3977146542601304,7.253109013091262,984.1680430711982,987.452600652013
67,1.5831943457168882,8.077176996969456,983.4703951647242,990.7376455225585
68,1.7104939366048018,8.305301399100927,978.1652116028204,985.492358494712
69,1.5933470871604152,9.742197197075939,978.5685936890015,986.8519762424891
70,1.5551705527079227,7.507274510291722,981.9516136548397,988.3659510349921
71,1.680326635781752,8.228323850603715,976.3010511702519,983.6859773429692
72,1.7923059341528018,8.540163779551449,971.5394669176056,979.2700965227172
73,1.7889989679458491,8.427042674621475,970.4641682795146,974.6001244295272
74,1.874798096206331,9.731408480596315,957.2252227658452,966.5529995555813
