t,current,previous,track,iou,boundary
1,178,24,1,0.034482758620689655,True
1,1744,2229,6,0.48214285714285715,True
1,1960,2009,5,0.2972972972972973,True
2,2352,1960,5,0.15436241610738255,True
2,2389,1744,6,0.06007067137809187,True
3,1211,1220,11,0.06167846309403438,True
3,2352,2352,5,0.2803921568627451,True
4,713,1211,11,0.13111342351716962,True
4,2357,2352,5,0.8766355140186916,True
5,814,713,11,0.3763440860215054,False
5,1648,1555,16,0.03333333333333333,False
5,2112,2357,5,0.06680161943319839,True
6,969,814,11,0.2578740157480315,True
6,2009,2112,5,0.16279069767441862,True
7,0,0,18,0.35,True
7,10,13,19,0.02127659574468085,True
7,1073,969,11,0.0026246719160104987,True
7,2117,2169,20,0.6041666666666666,False
8,0,0,18,0.3783783783783784,True
8,1077,1121,21,0.02127659574468085,True
8,2172,2117,20,0.13793103448275862,True
9,26,28,23,0.125,True
9,294,0,18,0.3563218390804598,True
9,391,538,24,0.22105263157894736,True
9,1028,1077,21,0.2127659574468085,True
9,2377,2172,20,0.296551724137931,True
10,0,294,18,0.6666666666666666,True
10,25,26,23,0.5454545454545454,True
10,97,391,24,0.7068965517241379,True
10,1568,1773,26,0.05555555555555555,True
10,2079,2377,20,0.2356164383561644,True
11,0,0,18,0.3448275862068966,True
11,25,25,23,0.6027397260273972,True
11,48,97,24,0.8252427184466019,True
11,1828,2079,20,0.11421319796954314,True
12,43,48,24,0.10588235294117647,True
12,75,25,23,0.6293103448275862,True
12,1077,1077,28,0.3333333333333333,True
12,2063,1960,30,0.03571428571428571,True
12,2385,2387,32,0.03488372093023256,True
13,44,43,24,0.2647058823529412,True
13,272,75,23,0.6896551724137931,True
13,1964,2063,30,0.21904761904761905,True
13,2390,2385,32,0.10465116279069768,True
14,9,406,34,0.4354066985645933,True
14,31,272,23,0.35185185185185186,True
14,48,44,24,0.5,True
14,2088,2390,32,0.075,True
14,2107,1964,30,0.08620689655172414,True
15,7,9,34,0.7622950819672131,True
15,43,48,24,0.10294117647058823,True
15,276,31,23,0.5083333333333333,True
15,2104,2088,32,0.09203980099502487,True
16,4,7,34,0.6619318181818182,True
16,33,276,23,0.33043478260869563,True
16,42,43,24,0.5,True
16,2302,2104,32,0.21807628524046435,True
17,5,4,34,0.6686046511627907,True
17,43,33,23,0.11734693877551021,True
17,2394,2302,32,0.33079847908745247,True
18,5,5,34,0.6120689655172413,True
18,43,43,23,0.35359116022099446,True
18,1858,1796,40,0.013636363636363636,True
18,2396,2394,32,0.7386363636363636,True
19,4,5,34,0.5104895104895105,True
19,141,43,23,0.65625,True
19,1911,1764,42,0.27391304347826084,True
19,2391,2396,32,0.4782608695652174,True
20,11,4,34,0.4888888888888889,True
20,327,141,23,0.14093959731543623,True
20,1917,1911,42,0.22171945701357465,True
20,2396,2391,32,0.11594202898550725,True
21,36,327,23,0.8333333333333334,True
21,309,11,34,0.4550561797752809,True
21,1722,1917,42,0.3,False
21,2106,2396,32,0.06584362139917696,True
22,44,36,23,0.5384615384615384,True
22,1781,1722,42,0.24437299035369775,False
22,2204,2106,32,0.3333333333333333,True
23,0,0,47,0.07142857142857142,True
23,48,44,23,0.5540540540540541,True
23,1788,1781,42,0.33429394812680113,False
23,2386,2204,32,0.04950495049504951,True
24,46,48,23,0.1951219512195122,True
24,1916,1911,48,0.3137254901960784,True
24,2198,1788,42,0.22857142857142856,True
25,867,961,49,0.0425531914893617,False
25,1692,1676,50,0.011976047904191617,False
25,1965,1916,48,0.38636363636363635,False
25,2400,2198,42,0.5341880341880342,True
26,833,588,53,0.27450980392156865,True
26,1798,1692,50,0.2557544757033248,False
26,1965,1965,48,0.5185185185185185,True
26,2400,2400,42,0.288,True
27,883,833,53,0.4098360655737705,True
27,1998,1798,50,0.24517906336088155,True
28,1600,1592,54,0.09743589743589744,False
28,2051,1998,50,0.09821428571428571,True
29,0,0,55,0.3333333333333333,True
29,862,1059,58,0.02717391304347826,False
29,1756,1600,54,0.16589861751152074,True
29,2381,2376,60,0.6164383561643836,True
30,0,0,55,0.391304347826087,True
30,569,862,58,0.016304347826086956,False
30,2106,2299,61,0.13333333333333333,True
30,2379,2381,60,0.35714285714285715,True
31,0,0,55,1.0,True
31,27,372,62,0.022988505747126436,True
31,1519,1519,63,0.1326530612244898,True
31,1944,2379,60,0.291005291005291,True
31,2400,2106,61,0.22857142857142856,True
32,0,0,55,0.625,True
32,24,27,62,0.7857142857142857,True
32,42,42,65,0.6666666666666666,True
32,1715,1519,63,0.5811965811965812,True
32,2049,1944,60,0.2976588628762542,True
33,0,0,55,0.1724137931034483,True
33,715,24,62,0.24749163879598662,True
33,1960,1715,63,0.15053763440860216,True
33,2106,2049,60,0.6639344262295082,True
33,2357,2356,68,0.05263157894736842,True
34,0,0,55,0.2,True
34,718,715,62,0.06976744186046512,False
34,1911,1960,63,0.05865102639296188,True
34,2400,2106,60,0.3231850117096019,True
35,11,16,70,0.030303030303030304,True
35,574,718,62,0.036585365853658534,True
35,1917,1911,63,0.583904109589041,True
35,2400,2400,60,0.47297297297297297,True
36,12,11,70,0.36619718309859156,True
36,481,574,62,0.22865853658536586,True
36,2017,1917,63,0.7220670391061452,True
36,2400,2400,60,0.05714285714285714,True
37,14,12,70,0.5087719298245614,True
37,46,45,73,0.14285714285714285,True
37,334,481,62,0.25333333333333335,False
37,1874,2017,63,0.08782742681047766,True
38,13,14,70,0.25742574257425743,True
38,1734,1874,63,0.06172839506172839,False
38,1915,1862,74,0.3333333333333333,True
39,14,13,70,0.5151515151515151,True
39,2032,2122,78,0.12903225806451613,False
39,2067,1915,74,0.1,True
40,0,0,79,0.4444444444444444,True
41,2028,2221,81,0.009174311926605505,False
42,1165,1072,84,0.0688836104513064,False
42,1982,2028,81,0.44954128440366975,False
43,1564,1165,84,0.26268115942028986,True
43,2107,2009,88,0.06593406593406594,True
44,13,18,91,0.09042553191489362,True
44,475,816,92,0.035422343324250684,True
44,1812,1564,84,0.3161512027491409,True
44,1960,2107,88,0.708171206225681,True
45,13,13,91,0.711864406779661,True
45,874,475,92,0.19809069212410502,True
45,1859,1812,84,0.037383177570093455,True
45,2058,1960,88,0.7253731343283583,True
